lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
diario,n,m,A2,,日记,diario,Contexto: diario.,例句待内容组补充（diario）。,diario.jpg,A2|n|日常,专四,威严,分享,explotar（待校对）,词库自动生成_待内容组校对
inteligente,adj,n/a,A2,,聪明的,inteligente,Contexto: inteligente.,例句待内容组补充（inteligente）。,inteligente.jpg,A2|adj|日常,专四,符号,polvo（待校对）,证据,词库自动生成_待内容组校对
pista,n,f,A2,,线索,pista,Contexto: pista.,例句待内容组补充（pista）。,pista.jpg,A2|n|日常,专四,garcía（待校对）,johnny（待校对）,结果,词库自动生成_待内容组校对
descansar,v,n/a,A2,,休息,descansar,Contexto: descansar.,例句待内容组补充（descansar）。,descansar.jpg,A2|v|变位|日常,专四,dificultad（待校对）,单元,建造,词库自动生成_待内容组校对
grave,adj,n/a,A2,,严肃的,grave,Contexto: grave.,例句待内容组补充（grave）。,grave.jpg,A2|adj|日常,专四,计划,asociación（待校对）,explotar（待校对）,词库自动生成_待内容组校对
retirar,v,n/a,A2,,提取,retirar,Contexto: retirar.,例句待内容组补充（retirar）。,retirar.jpg,A2|v|变位|日常,专四,承认,警卫,当地的,词库自动生成_待内容组校对
arruinar,v,n/a,A2,,破坏,arruinar,Contexto: arruinar.,例句待内容组补充（arruinar）。,arruinar.jpg,A2|v|变位|日常,专四,johnny（待校对）,感觉,当前的,词库自动生成_待内容组校对
banda,n,f,A2,,乐队,banda,Contexto: banda.,例句待内容组补充（banda）。,banda.jpg,A2|n|日常,专四,夏天,salón（待校对）,支付,词库自动生成_待内容组校对
héroe,n,n/a,A2,,英雄,héroe,Contexto: héroe.,例句待内容组补充（héroe）。,héroe.jpg,A2|n|日常,专四,practicar（待校对）,talento（待校对）,自豪的,词库自动生成_待内容组校对
reina,n,f,A2,,女王,reina,Contexto: reina.,例句待内容组补充（reina）。,reina.jpg,A2|n|日常,专四,活动,etapa（待校对）,伪造的,词库自动生成_待内容组校对
bar,n,n/a,A2,,酒吧,bar,Contexto: bar.,例句待内容组补充（bar）。,bar.jpg,A2|n|日常,专四,truco（待校对）,斗争,科学,词库自动生成_待内容组校对
charlie,adv,n/a,A2,,查理,charlie,Contexto: charlie.,例句待内容组补充（charlie）。,charlie.jpg,A2|adv|日常,专四,italiano（待校对）,鬼,优越的,词库自动生成_待内容组校对
navidad,n,f,A2,,圣诞节,navidad,Contexto: navidad.,例句待内容组补充（navidad）。,navidad.jpg,A2|n|日常,专四,完全地,conde（待校对）,斗争,词库自动生成_待内容组校对
memoria,n,f,A2,,记忆,memoria,Contexto: memoria.,例句待内容组补充（memoria）。,memoria.jpg,A2|n|日常,专四,开始,comunicar（待校对）,arrancar（待校对）,词库自动生成_待内容组校对
artículo,n,m,A2,,文章,artículo,Contexto: artículo.,例句待内容组补充（artículo）。,artículo.jpg,A2|n|日常,专四,当前的,república（待校对）,原来的,词库自动生成_待内容组校对
c,n,n/a,A2,,c,c,Contexto: c.,例句待内容组补充（c）。,c.jpg,A2|n|日常,专四,法庭,伤心,culpar（待校对）,词库自动生成_待内容组校对
acá,adv,n/a,A2,,这里,acá,Contexto: acá.,例句待内容组补充（acá）。,acá.jpg,A2|adv|日常,专四,honesto（待校对）,organizar（待校对）,保罗,词库自动生成_待内容组校对
enorme,adj,n/a,A2,,巨大的,enorme,Contexto: enorme.,例句待内容组补充（enorme）。,enorme.jpg,A2|adj|日常,专四,玛丽,日期,um（待校对）,词库自动生成_待内容组校对
investigar,v,n/a,A2,,调查,investigar,Contexto: investigar.,例句待内容组补充（investigar）。,investigar.jpg,A2|v|变位|日常,专四,诅咒,上校,当地的,词库自动生成_待内容组校对
presencia,n,f,A2,,在场,presencia,Contexto: presencia.,例句待内容组补充（presencia）。,presencia.jpg,A2|n|日常,专四,vaso（待校对）,责任,到期的,词库自动生成_待内容组校对
pretender,v,n/a,A2,,假装,pretender,Contexto: pretender.,例句待内容组补充（pretender）。,pretender.jpg,A2|v|变位|日常,专四,覆盖,模型,以前的,词库自动生成_待内容组校对
máquina,n,f,A2,,机器,máquina,Contexto: máquina.,例句待内容组补充（máquina）。,máquina.jpg,A2|n|日常,专四,宣布,语言,taxi（待校对）,词库自动生成_待内容组校对
agarrar,v,n/a,A2,,抓住,agarrar,Contexto: agarrar.,例句待内容组补充（agarrar）。,agarrar.jpg,A2|v|变位|日常,专四,科学,arrancar（待校对）,收费,词库自动生成_待内容组校对
permiso,n,m,A2,,允许,permiso,Contexto: permiso.,例句待内容组补充（permiso）。,permiso.jpg,A2|n|日常,专四,身体的,cruz（待校对）,特点,词库自动生成_待内容组校对
función,n,f,A2,,功能,función,Contexto: función.,例句待内容组补充（función）。,función.jpg,A2|n|日常,专四,奖,借,jane（待校对）,词库自动生成_待内容组校对
apoyo,n,m,A2,,支持,apoyo,Contexto: apoyo.,例句待内容组补充（apoyo）。,apoyo.jpg,A2|n|日常,专四,活动,疲劳的,t,词库自动生成_待内容组校对
popular,adj,n/a,A2,,受欢迎的,popular,Contexto: popular.,例句待内容组补充（popular）。,popular.jpg,A2|adj|日常,专四,脑,乙,cargar（待校对）,词库自动生成_待内容组校对
tom,adv,n/a,A2,,汤姆,tom,Contexto: tom.,例句待内容组补充（tom）。,tom.jpg,A2|adv|日常,专四,sesión（待校对）,提升,牛,词库自动生成_待内容组校对
estilo,n,m,A2,,风格,estilo,Contexto: estilo.,例句待内容组补充（estilo）。,estilo.jpg,A2|n|日常,专四,射线,电影,温和的,词库自动生成_待内容组校对
civil,adj,n/a,A2,,民事,civil,Contexto: civil.,例句待内容组补充（civil）。,civil.jpg,A2|adj|日常,专四,瓶子,英雄,通过,词库自动生成_待内容组校对
sobrevivir,v,n/a,A2,,存活,sobrevivir,Contexto: sobrevivir.,例句待内容组补充（sobrevivir）。,sobrevivir.jpg,A2|v|变位|日常,专四,突然,市长,conservar（待校对）,词库自动生成_待内容组校对
estación,n,f,A2,,季节,estación,Contexto: estación.,例句待内容组补充（estación）。,estación.jpg,A2|n|日常,专四,autobús（待校对）,玩家,hombro（待校对）,词库自动生成_待内容组校对
méxico,n,m,A2,,墨西哥,méxico,Contexto: méxico.,例句待内容组补充（méxico）。,méxico.jpg,A2|n|日常,专四,truco（待校对）,关,影响,词库自动生成_待内容组校对
establecer,v,n/a,A2,,建立,establecer,Contexto: establecer.,例句待内容组补充（establecer）。,establecer.jpg,A2|v|变位|日常,专四,paseo（待校对）,sesión（待校对）,开始,词库自动生成_待内容组校对
cumpleaños,n,n/a,A2,,生日,cumpleaños,Contexto: cumpleaños.,例句待内容组补充（cumpleaños）。,cumpleaños.jpg,A2|n|日常,专四,n（待校对）,reacción（待校对）,立即地,词库自动生成_待内容组校对
planeta,n,f,A2,,行星,planeta,Contexto: planeta.,例句待内容组补充（planeta）。,planeta.jpg,A2|n|日常,专四,说谎,炸弹,factor（待校对）,词库自动生成_待内容组校对
lanzar,v,n/a,A2,,发射,lanzar,Contexto: lanzar.,例句待内容组补充（lanzar）。,lanzar.jpg,A2|v|变位|日常,专四,恰恰,identidad（待校对）,睡着了,词库自动生成_待内容组校对
material,n,n/a,A2,,材料,material,Contexto: material.,例句待内容组补充（material）。,material.jpg,A2|n|日常,专四,masa（待校对）,赢,对不起,词库自动生成_待内容组校对
espíritu,n,n/a,A2,,精神,espíritu,Contexto: espíritu.,例句待内容组补充（espíritu）。,espíritu.jpg,A2|n|日常,专四,墙,candidato（待校对）,记忆,词库自动生成_待内容组校对
respeto,n,m,A2,,我尊重,respeto,Contexto: respeto.,例句待内容组补充（respeto）。,respeto.jpg,A2|n|日常,专四,持续,公里,想法,词库自动生成_待内容组校对
teniente,n,n/a,A2,,中尉,teniente,Contexto: teniente.,例句待内容组补充（teniente）。,teniente.jpg,A2|n|日常,专四,警告,射线,解决方案,词库自动生成_待内容组校对
europa,n,f,A2,,欧洲,europa,Contexto: europa.,例句待内容组补充（europa）。,europa.jpg,A2|n|日常,专四,查出,教育,领导者,词库自动生成_待内容组校对
tuya,n,f,A2,,你的,tuya,Contexto: tuya.,例句待内容组补充（tuya）。,tuya.jpg,A2|n|日常,专四,吃晚饭,representante（待校对）,座位,词库自动生成_待内容组校对
bomba,n,f,A2,,炸弹,bomba,Contexto: bomba.,例句待内容组补充（bomba）。,bomba.jpg,A2|n|日常,专四,奉献,依赖,态度,词库自动生成_待内容组校对
ordenar,v,n/a,A2,,命令,ordenar,Contexto: ordenar.,例句待内容组补充（ordenar）。,ordenar.jpg,A2|v|变位|日常,专四,跨度,符号,金子,词库自动生成_待内容组校对
absoluto,adj,n/a,A2,,绝对,absoluto,Contexto: absoluto.,例句待内容组补充（absoluto）。,absoluto.jpg,A2|adj|日常,专四,指纹,c,足球,词库自动生成_待内容组校对
líder,n,n/a,A2,,领导者,líder,Contexto: líder.,例句待内容组补充（líder）。,líder.jpg,A2|n|日常,专四,坐着,婚姻,方面,词库自动生成_待内容组校对
naturaleza,n,f,A2,,自然,naturaleza,Contexto: naturaleza.,例句待内容组补充（naturaleza）。,naturaleza.jpg,A2|n|日常,专四,质量,英语,他妈的,词库自动生成_待内容组校对
provocar,v,n/a,A2,,惹,provocar,Contexto: provocar.,例句待内容组补充（provocar）。,provocar.jpg,A2|v|变位|日常,专四,发布,coincidir（待校对）,世界,词库自动生成_待内容组校对
estudiante,n,n/a,A2,,学生,estudiante,Contexto: estudiante.,例句待内容组补充（estudiante）。,estudiante.jpg,A2|n|日常,专四,后退,诅咒,受伤的,词库自动生成_待内容组校对
figura,n,f,A2,,数字,figura,Contexto: figura.,例句待内容组补充（figura）。,figura.jpg,A2|n|日常,专四,电视,cocinar（待校对）,立即地,词库自动生成_待内容组校对
sorprender,v,n/a,A2,,惊喜,sorprender,Contexto: sorprender.,例句待内容组补充（sorprender）。,sorprender.jpg,A2|v|变位|日常,专四,邻居,dama（待校对）,页,词库自动生成_待内容组校对
doble,adj,n/a,A2,,双倍的,doble,Contexto: doble.,例句待内容组补充（doble）。,doble.jpg,A2|adj|日常,专四,旧的；老的,代表,喝,词库自动生成_待内容组校对
locura,n,f,A2,,疯狂,locura,Contexto: locura.,例句待内容组补充（locura）。,locura.jpg,A2|n|日常,专四,合适的,重量,资源,词库自动生成_待内容组校对
piel,n,n/a,A2,,毛皮,piel,Contexto: piel.,例句待内容组补充（piel）。,piel.jpg,A2|n|日常,专四,报纸,生病的,开玩笑,词库自动生成_待内容组校对
periódico,n,m,A2,,报纸,periódico,Contexto: periódico.,例句待内容组补充（periódico）。,periódico.jpg,A2|n|日常,专四,我尊重,结构,公里,词库自动生成_待内容组校对
detalle,n,n/a,A2,,细节,detalle,Contexto: detalle.,例句待内容组补充（detalle）。,detalle.jpg,A2|n|日常,专四,金子,按,解雇,词库自动生成_待内容组校对
recurso,n,m,A2,,资源,recurso,Contexto: recurso.,例句待内容组补充（recurso）。,recurso.jpg,A2|n|日常,专四,演员,梯子,文章,词库自动生成_待内容组校对
san,adj,n/a,A2,,圣,san,Contexto: san.,例句待内容组补充（san）。,san.jpg,A2|adj|日常,专四,clásico（待校对）,幸福,亨利,词库自动生成_待内容组校对
ocultar,v,n/a,A2,,伪装,ocultar,Contexto: ocultar.,例句待内容组补充（ocultar）。,ocultar.jpg,A2|v|变位|日常,专四,polvo（待校对）,daniel（待校对）,睡着了,词库自动生成_待内容组校对
publicar,v,n/a,A2,,邮政,publicar,Contexto: publicar.,例句待内容组补充（publicar）。,publicar.jpg,A2|v|变位|日常,专四,terreno（待校对）,受欢迎的,化妆品,词库自动生成_待内容组校对
red,n,n/a,A2,,网格,red,Contexto: red.,例句待内容组补充（red）。,red.jpg,A2|n|日常,专四,aplicar（待校对）,情人,判断,词库自动生成_待内容组校对
excelente,adj,n/a,A2,,出色的,excelente,Contexto: excelente.,例句待内容组补充（excelente）。,excelente.jpg,A2|adj|日常,专四,报纸,地面,墙,词库自动生成_待内容组校对
jesús,n,n/a,A2,,耶稣,jesús,Contexto: jesús.,例句待内容组补充（jesús）。,jesús.jpg,A2|n|日常,专四,描述,generación（待校对）,军士,词库自动生成_待内容组校对
prisión,n,f,A2,,监狱,prisión,Contexto: prisión.,例句待内容组补充（prisión）。,prisión.jpg,A2|n|日常,专四,承认,垃圾,jim（待校对）,词库自动生成_待内容组校对
pelea,n,f,A2,,斗争,pelea,Contexto: pelea.,例句待内容组补充（pelea）。,pelea.jpg,A2|n|日常,专四,地狱,意图,发展,词库自动生成_待内容组校对
piedra,n,f,A2,,石头,piedra,Contexto: piedra.,例句待内容组补充（piedra）。,piedra.jpg,A2|n|日常,专四,档案,合同,放,词库自动生成_待内容组校对
cerveza,n,f,A2,,啤酒,cerveza,Contexto: cerveza.,例句待内容组补充（cerveza）。,cerveza.jpg,A2|n|日常,专四,plantear（待校对）,噪音,座位,词库自动生成_待内容组校对
añadir,v,n/a,A2,,添加,añadir,Contexto: añadir.,例句待内容组补充（añadir）。,añadir.jpg,A2|v|变位|日常,专四,指纹,dificultad（待校对）,跳,词库自动生成_待内容组校对
hogar,n,n/a,A2,,家,hogar,Contexto: hogar.,例句待内容组补充（hogar）。,hogar.jpg,A2|n|日常,专四,过去的,结构,感觉,词库自动生成_待内容组校对
copa,n,f,A2,,杯子,copa,Contexto: copa.,例句待内容组补充（copa）。,copa.jpg,A2|n|日常,专四,记忆,花费,场景,词库自动生成_待内容组校对
ciencia,n,f,A2,,科学,ciencia,Contexto: ciencia.,例句待内容组补充（ciencia）。,ciencia.jpg,A2|n|日常,专四,sencillo（待校对）,悬挂,garcía（待校对）,词库自动生成_待内容组校对
secretario,n,m,A2,,秘书,secretario,Contexto: secretario.,例句待内容组补充（secretario）。,secretario.jpg,A2|n|日常,专四,pedazo（待校对）,obviamente（待校对）,veinte（待校对）,词库自动生成_待内容组校对
mundial,adj,n/a,A2,,世界,mundial,Contexto: mundial.,例句待内容组补充（mundial）。,mundial.jpg,A2|adj|日常,专四,agujero（待校对）,哈利,acusado（待校对）,词库自动生成_待内容组校对
proponer,v,n/a,A2,,提出,proponer,Contexto: proponer.,例句待内容组补充（proponer）。,proponer.jpg,A2|v|变位|日常,专四,explotar（待校对）,幸福,activo（待校对）,词库自动生成_待内容组校对
presión,n,f,A2,,压力,presión,Contexto: presión.,例句待内容组补充（presión）。,presión.jpg,A2|n|日常,专四,描述,证人,闻,词库自动生成_待内容组校对
conversación,n,f,A2,,对话,conversación,Contexto: conversación.,例句待内容组补充（conversación）。,conversación.jpg,A2|n|日常,专四,competencia（待校对）,星期五,aburrido（待校对）,词库自动生成_待内容组校对
cultura,n,f,A2,,文化,cultura,Contexto: cultura.,例句待内容组补充（cultura）。,cultura.jpg,A2|n|日常,专四,承认,尸体,树,词库自动生成_待内容组校对
basura,n,f,A2,,垃圾,basura,Contexto: basura.,例句待内容组补充（basura）。,basura.jpg,A2|n|日常,专四,金子,conde（待校对）,展示,词库自动生成_待内容组校对
precioso,adj,n/a,A2,,宝贵的,precioso,Contexto: precioso.,例句待内容组补充（precioso）。,precioso.jpg,A2|adj|日常,专四,transformar（待校对）,车辆,肮脏的,词库自动生成_待内容组校对
baile,n,n/a,A2,,舞蹈,baile,Contexto: baile.,例句待内容组补充（baile）。,baile.jpg,A2|n|日常,专四,账单,国际的,危险,词库自动生成_待内容组校对
verde,adj,n/a,A2,,绿色的,verde,Contexto: verde.,例句待内容组补充（verde）。,verde.jpg,A2|adj|日常,专四,químico（待校对）,邻居,jimmy（待校对）,词库自动生成_待内容组校对
planta,n,f,A2,,植物,planta,Contexto: planta.,例句待内容组补充（planta）。,planta.jpg,A2|n|日常,专四,情人,吻,手表,词库自动生成_待内容组校对
cruzar,v,n/a,A2,,叉,cruzar,Contexto: cruzar.,例句待内容组补充（cruzar）。,cruzar.jpg,A2|v|变位|日常,专四,estadounidense（待校对）,王子,委员会,词库自动生成_待内容组校对
inglés,n,n/a,A2,,英语,inglés,Contexto: inglés.,例句待内容组补充（inglés）。,inglés.jpg,A2|n|日常,专四,婚姻,要求,收费,词库自动生成_待内容组校对
grado,n,m,A2,,程度,grado,Contexto: grado.,例句待内容组补充（grado）。,grado.jpg,A2|n|日常,专四,inútil（待校对）,当前的,犯罪,词库自动生成_待内容组校对
marca,n,f,A2,,品牌,marca,Contexto: marca.,例句待内容组补充（marca）。,marca.jpg,A2|n|日常,专四,鬼,没有任何,陈述,词库自动生成_待内容组校对
máximo,adj,n/a,A2,,最大限度,máximo,Contexto: máximo.,例句待内容组补充（máximo）。,máximo.jpg,A2|adj|日常,专四,网格,木板,文档,词库自动生成_待内容组校对
advertir,v,n/a,A2,,警告,advertir,Contexto: advertir.,例句待内容组补充（advertir）。,advertir.jpg,A2|v|变位|日常,专四,技术,破碎的,efectivo（待校对）,词库自动生成_待内容组校对
ciento,n,m,A2,,百,ciento,Contexto: ciento.,例句待内容组补充（ciento）。,ciento.jpg,A2|n|日常,专四,目的,bienvenida（待校对）,要求,词库自动生成_待内容组校对
maldición,n,f,A2,,诅咒,maldición,Contexto: maldición.,例句待内容组补充（maldición）。,maldición.jpg,A2|n|日常,专四,希望,conservar（待校对）,jane（待校对）,词库自动生成_待内容组校对
junta,n,f,A2,,木板,junta,Contexto: junta.,例句待内容组补充（junta）。,junta.jpg,A2|n|日常,专四,老兄,首都,努力,词库自动生成_待内容组校对
comisión,n,f,A2,,委员会,comisión,Contexto: comisión.,例句待内容组补充（comisión）。,comisión.jpg,A2|n|日常,专四,仅有的,允许,产品,词库自动生成_待内容组校对
acostar,v,n/a,A2,,放下,acostar,Contexto: acostar.,例句待内容组补充（acostar）。,acostar.jpg,A2|v|变位|日常,专四,salón（待校对）,lunes（待校对）,coño（待校对）,词库自动生成_待内容组校对
respirar,v,n/a,A2,,呼吸,respirar,Contexto: respirar.,例句待内容组补充（respirar）。,respirar.jpg,A2|v|变位|日常,专四,pez（待校对）,claramente（待校对）,外国的,词库自动生成_待内容组校对
escrito,n,m,A2,,书面,escrito,Contexto: escrito.,例句待内容组补充（escrito）。,escrito.jpg,A2|n|日常,专四,ejercicio（待校对）,婴儿,transformar（待校对）,词库自动生成_待内容组校对
américa,n,f,A2,,美国,américa,Contexto: américa.,例句待内容组补充（américa）。,américa.jpg,A2|n|日常,专四,学生,伦敦,通知,词库自动生成_待内容组校对
tarjeta,n,f,A2,,卡片,tarjeta,Contexto: tarjeta.,例句待内容组补充（tarjeta）。,tarjeta.jpg,A2|n|日常,专四,humor（待校对）,princesa（待校对）,letra（待校对）,词库自动生成_待内容组校对
vigilar,v,n/a,A2,,手表,vigilar,Contexto: vigilar.,例句待内容组补充（vigilar）。,vigilar.jpg,A2|v|变位|日常,专四,正义,preciso（待校对）,vergüenza（待校对）,词库自动生成_待内容组校对
autor,n,m,A2,,作者,autor,Contexto: autor.,例句待内容组补充（autor）。,autor.jpg,A2|n|日常,专四,记者,降低,robert（待校对）,词库自动生成_待内容组校对
mike,adv,n/a,A2,,麦克风,mike,Contexto: mike.,例句待内容组补充（mike）。,mike.jpg,A2|adv|日常,专四,talento（待校对）,承认,犯罪,词库自动生成_待内容组校对
agradable,adj,n/a,A2,,令人愉快的,agradable,Contexto: agradable.,例句待内容组补充（agradable）。,agradable.jpg,A2|adj|日常,专四,alimento（待校对）,puerto（待校对）,地面,词库自动生成_待内容组校对
capital,n,n/a,A2,,首都,capital,Contexto: capital.,例句待内容组补充（capital）。,capital.jpg,A2|n|日常,专四,lunes（待校对）,诅咒,阴影,词库自动生成_待内容组校对
declaración,n,f,A2,,陈述,declaración,Contexto: declaración.,例句待内容组补充（declaración）。,declaración.jpg,A2|n|日常,专四,代码,伤口,熟悉的,词库自动生成_待内容组校对
confirmar,v,n/a,A2,,确认,confirmar,Contexto: confirmar.,例句待内容组补充（confirmar）。,confirmar.jpg,A2|v|变位|日常,专四,家,幸福,原因,词库自动生成_待内容组校对
esfuerzo,n,m,A2,,努力,esfuerzo,Contexto: esfuerzo.,例句待内容组补充（esfuerzo）。,esfuerzo.jpg,A2|n|日常,专四,competencia（待校对）,认为,威胁,词库自动生成_待内容组校对
equivocar,v,n/a,A2,,错误,equivocar,Contexto: equivocar.,例句待内容组补充（equivocar）。,equivocar.jpg,A2|v|变位|日常,专四,资源,bienvenido（待校对）,建筑,词库自动生成_待内容组校对
soportar,v,n/a,A2,,熊,soportar,Contexto: soportar.,例句待内容组补充（soportar）。,soportar.jpg,A2|v|变位|日常,专四,惹,荒谬的,武装的,词库自动生成_待内容组校对
teatro,n,m,A2,,剧院,teatro,Contexto: teatro.,例句待内容组补充（teatro）。,teatro.jpg,A2|n|日常,专四,卡车,clásico（待校对）,花园,词库自动生成_待内容组校对
pasado,adj,n/a,A2,,过去的,pasado,Contexto: pasado.,例句待内容组补充（pasado）。,pasado.jpg,A2|adj|日常,专四,最大限度,知识,季节,词库自动生成_待内容组校对
participar,v,n/a,A2,,参加,participar,Contexto: participar.,例句待内容组补充（participar）。,participar.jpg,A2|v|变位|日常,专四,虚弱的,烧伤,抓住,词库自动生成_待内容组校对
victoria,n,f,A2,,胜利,victoria,Contexto: victoria.,例句待内容组补充（victoria）。,victoria.jpg,A2|n|日常,专四,obviamente（待校对）,尊重,英雄,词库自动生成_待内容组校对
aumentar,v,n/a,A2,,增加,aumentar,Contexto: aumentar.,例句待内容组补充（aumentar）。,aumentar.jpg,A2|v|变位|日常,专四,最喜欢的,害怕的,发射,词库自动生成_待内容组校对
saltar,v,n/a,A2,,跳,saltar,Contexto: saltar.,例句待内容组补充（saltar）。,saltar.jpg,A2|v|变位|日常,专四,防御,短的,lento（待校对）,词库自动生成_待内容组校对
comunicación,n,f,A2,,沟通,comunicación,Contexto: comunicación.,例句待内容组补充（comunicación）。,comunicación.jpg,A2|n|日常,专四,区域,假装,裙子,词库自动生成_待内容组校对
liberar,v,n/a,A2,,发布,liberar,Contexto: liberar.,例句待内容组补充（liberar）。,liberar.jpg,A2|v|变位|日常,专四,邻居,网格,描述,词库自动生成_待内容组校对
io,adv,n/a,A2,,io,io,Contexto: io.,例句待内容组补充（io）。,io.jpg,A2|adv|日常,专四,愿意的,访问,关,词库自动生成_待内容组校对
propiedad,n,f,A2,,财产,propiedad,Contexto: propiedad.,例句待内容组补充（propiedad）。,propiedad.jpg,A2|n|日常,专四,explicación（待校对）,伪造的,当地的,词库自动生成_待内容组校对
infierno,n,m,A2,,地狱,infierno,Contexto: infierno.,例句待内容组补充（infierno）。,infierno.jpg,A2|n|日常,专四,伤口,蛋,圣诞节,词库自动生成_待内容组校对
arrestar,v,n/a,A2,,逮捕,arrestar,Contexto: arrestar.,例句待内容组补充（arrestar）。,arrestar.jpg,A2|v|变位|日常,专四,伙伴,作者,有趣的,词库自动生成_待内容组校对
verano,n,m,A2,,夏天,verano,Contexto: verano.,例句待内容组补充（verano）。,verano.jpg,A2|n|日常,专四,他妈的,放弃,喝,词库自动生成_待内容组校对
sugerir,v,n/a,A2,,建议,sugerir,Contexto: sugerir.,例句待内容组补充（sugerir）。,sugerir.jpg,A2|v|变位|日常,专四,资质,砰,有趣的,词库自动生成_待内容组校对
consecuencia,n,f,A2,,结果,consecuencia,Contexto: consecuencia.,例句待内容组补充（consecuencia）。,consecuencia.jpg,A2|n|日常,专四,感兴趣的,完全地,autobús（待校对）,词库自动生成_待内容组校对
antonio,n,m,A2,,安东尼奥,antonio,Contexto: antonio.,例句待内容组补充（antonio）。,antonio.jpg,A2|n|日常,专四,衰退,简单的,ia（待校对）,词库自动生成_待内容组校对
zapato,n,m,A2,,鞋,zapato,Contexto: zapato.,例句待内容组补充（zapato）。,zapato.jpg,A2|n|日常,专四,alimento（待校对）,猜测,科学家,词库自动生成_待内容组校对
enamorado,adj,n/a,A2,,恋爱,enamorado,Contexto: enamorado.,例句待内容组补充（enamorado）。,enamorado.jpg,A2|adj|日常,专四,aeropuerto（待校对）,enfermero（待校对）,votar（待校对）,词库自动生成_待内容组校对
conocimiento,n,m,A2,,知识,conocimiento,Contexto: conocimiento.,例句待内容组补充（conocimiento）。,conocimiento.jpg,A2|n|日常,专四,重要性,移动,怪物,词库自动生成_待内容组校对
intención,n,f,A2,,意图,intención,Contexto: intención.,例句待内容组补充（intención）。,intención.jpg,A2|n|日常,专四,autobús（待校对）,九,夏天,词库自动生成_待内容组校对
guapo,adj,n/a,A2,,英俊的,guapo,Contexto: guapo.,例句待内容组补充（guapo）。,guapo.jpg,A2|adj|日常,专四,代码,marco（待校对）,firme（待校对）,词库自动生成_待内容组校对
bello,adj,n/a,A2,,美丽的,bello,Contexto: bello.,例句待内容组补充（bello）。,bello.jpg,A2|adj|日常,专四,毛皮,链,中殿,词库自动生成_待内容组校对
jugador,n,m,A2,,玩家,jugador,Contexto: jugador.,例句待内容组补充（jugador）。,jugador.jpg,A2|n|日常,专四,麦克风,犯罪,重要性,词库自动生成_待内容组校对
aguantar,v,n/a,A2,,忍受,aguantar,Contexto: aguantar.,例句待内容组补充（aguantar）。,aguantar.jpg,A2|v|变位|日常,专四,letra（待校对）,药品,一些,词库自动生成_待内容组校对
producción,n,f,A2,,生产,producción,Contexto: producción.,例句待内容组补充（producción）。,producción.jpg,A2|n|日常,专四,财,中央,你,词库自动生成_待内容组校对
avisar,v,n/a,A2,,警告,avisar,Contexto: avisar.,例句待内容组补充（avisar）。,avisar.jpg,A2|v|变位|日常,专四,熟悉的,风格,垃圾,词库自动生成_待内容组校对
mirada,n,f,A2,,看,mirada,Contexto: mirada.,例句待内容组补充（mirada）。,mirada.jpg,A2|n|日常,专四,autobús（待校对）,南,república（待校对）,词库自动生成_待内容组校对
orgulloso,adj,n/a,A2,,自豪的,orgulloso,Contexto: orgulloso.,例句待内容组补充（orgulloso）。,orgulloso.jpg,A2|adj|日常,专四,戒指,伤口,firme（待校对）,词库自动生成_待内容组校对
coronel,n,n/a,A2,,上校,coronel,Contexto: coronel.,例句待内容组补充（coronel）。,coronel.jpg,A2|n|日常,专四,化妆品,时期,部,词库自动生成_待内容组校对
ocupado,adj,n/a,A2,,忙碌的,ocupado,Contexto: ocupado.,例句待内容组补充（ocupado）。,ocupado.jpg,A2|adj|日常,专四,尝试过,conservar（待校对）,保罗,词库自动生成_待内容组校对
fecha,n,f,A2,,日期,fecha,Contexto: fecha.,例句待内容组补充（fecha）。,fecha.jpg,A2|n|日常,专四,圣,dama（待校对）,射击,词库自动生成_待内容组校对
faltar,v,n/a,A2,,缺少,faltar,Contexto: faltar.,例句待内容组补充（faltar）。,faltar.jpg,A2|v|变位|日常,专四,法语,财,怪物,词库自动生成_待内容组校对
obligar,v,n/a,A2,,力量,obligar,Contexto: obligar.,例句待内容组补充（obligar）。,obligar.jpg,A2|v|变位|日常,专四,南,故事,损失,词库自动生成_待内容组校对
registrar,v,n/a,A2,,登记,registrar,Contexto: registrar.,例句待内容组补充（registrar）。,registrar.jpg,A2|v|变位|日常,专四,alimentar（待校对）,鼻子,helado（待校对）,词库自动生成_待内容组校对
anunciar,v,n/a,A2,,宣布,anunciar,Contexto: anunciar.,例句待内容组补充（anunciar）。,anunciar.jpg,A2|v|变位|日常,专四,desnudo（待校对）,仍然,旅行,词库自动生成_待内容组校对
responsabilidad,n,f,A2,,责任,responsabilidad,Contexto: responsabilidad.,例句待内容组补充（responsabilidad）。,responsabilidad.jpg,A2|n|日常,专四,呃,helado（待校对）,所有者,词库自动生成_待内容组校对
población,n,f,A2,,人口,población,Contexto: población.,例句待内容组补充（población）。,población.jpg,A2|n|日常,专四,具有,部门,电视,词库自动生成_待内容组校对
elemento,n,m,A2,,元素,elemento,Contexto: elemento.,例句待内容组补充（elemento）。,elemento.jpg,A2|n|日常,专四,增加,邻里,相似的,词库自动生成_待内容组校对
