lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
atmósfera,n,f,B2,,atmósfera（待校对）,atmósfera,Contexto: atmósfera.,例句待内容组补充（atmósfera）。,atmósfera.jpg,B2|n|进阶,专八,jugada（待校对）,finalizar（待校对）,fuga（待校对）,词库自动生成_待内容组校对
atribuir,v,n/a,B2,,atribuir（待校对）,atribuir,Contexto: atribuir.,例句待内容组补充（atribuir）。,atribuir.jpg,B2|v|变位|进阶,专八,desperdiciar（待校对）,cafetería（待校对）,claridad（待校对）,词库自动生成_待内容组校对
elizabeth,n,n/a,B2,,elizabeth（待校对）,elizabeth,Contexto: elizabeth.,例句待内容组补充（elizabeth）。,elizabeth.jpg,B2|n|进阶,专八,estrenar（待校对）,wayne（待校对）,escape（待校对）,词库自动生成_待内容组校对
transferir,v,n/a,B2,,transferir（待校对）,transferir,Contexto: transferir.,例句待内容组补充（transferir）。,transferir.jpg,B2|v|变位|进阶,专八,parker（待校对）,lidiar（待校对）,consuelo（待校对）,词库自动生成_待内容组校对
ligar,v,n/a,B2,,ligar（待校对）,ligar,Contexto: ligar.,例句待内容组补充（ligar）。,ligar.jpg,B2|v|变位|进阶,专八,francamente（待校对）,constitucional（待校对）,creativo（待校对）,词库自动生成_待内容组校对
cuarta,n,f,B2,,cuarta（待校对）,cuarta,Contexto: cuarta.,例句待内容组补充（cuarta）。,cuarta.jpg,B2|n|进阶,专八,pausa（待校对）,procurar（待校对）,medalla（待校对）,词库自动生成_待内容组校对
olvido,n,m,B2,,olvido（待校对）,olvido,Contexto: olvido.,例句待内容组补充（olvido）。,olvido.jpg,B2|n|进阶,专八,desatar（待校对）,diamantes（待校对）,notable（待校对）,词库自动生成_待内容组校对
tripulación,n,f,B2,,tripulación（待校对）,tripulación,Contexto: tripulación.,例句待内容组补充（tripulación）。,tripulación.jpg,B2|n|进阶,专八,johnson（待校对）,chupar（待校对）,vince（待校对）,词库自动生成_待内容组校对
pulmón,n,n/a,B2,,pulmón（待校对）,pulmón,Contexto: pulmón.,例句待内容组补充（pulmón）。,pulmón.jpg,B2|n|进阶,专八,lámpara（待校对）,núcleo（待校对）,corregir（待校对）,词库自动生成_待内容组校对
biblia,n,f,B2,,biblia（待校对）,biblia,Contexto: biblia.,例句待内容组补充（biblia）。,biblia.jpg,B2|n|进阶,专八,continente（待校对）,vaquero（待校对）,distraer（待校对）,词库自动生成_待内容组校对
gabriel,n,n/a,B2,,gabriel（待校对）,gabriel,Contexto: gabriel.,例句待内容组补充（gabriel）。,gabriel.jpg,B2|n|进阶,专八,cálido（待校对）,aznar（待校对）,separación（待校对）,词库自动生成_待内容组校对
terrorista,adj,n/a,B2,,terrorista（待校对）,terrorista,Contexto: terrorista.,例句待内容组补充（terrorista）。,terrorista.jpg,B2|adj|进阶,专八,katie（待校对）,exportación（待校对）,toby（待校对）,词库自动生成_待内容组校对
proyectar,v,n/a,B2,,proyectar（待校对）,proyectar,Contexto: proyectar.,例句待内容组补充（proyectar）。,proyectar.jpg,B2|v|变位|进阶,专八,alimentación（待校对）,aproximar（待校对）,descenso（待校对）,词库自动生成_待内容组校对
oración,n,f,B2,,oración（待校对）,oración,Contexto: oración.,例句待内容组补充（oración）。,oración.jpg,B2|n|进阶,专八,corregir（待校对）,trágico（待校对）,reducido（待校对）,词库自动生成_待内容组校对
lidiar,v,n/a,B2,,lidiar（待校对）,lidiar,Contexto: lidiar.,例句待内容组补充（lidiar）。,lidiar.jpg,B2|v|变位|进阶,专八,joey（待校对）,distraer（待校对）,cruce（待校对）,词库自动生成_待内容组校对
impresionar,v,n/a,B2,,impresionar（待校对）,impresionar,Contexto: impresionar.,例句待内容组补充（impresionar）。,impresionar.jpg,B2|v|变位|进阶,专八,creador（待校对）,apartado（待校对）,reconstruir（待校对）,词库自动生成_待内容组校对
pegado,adj,n/a,B2,,pegado（待校对）,pegado,Contexto: pegado.,例句待内容组补充（pegado）。,pegado.jpg,B2|adj|进阶,专八,hábito（待校对）,explorar（待校对）,álbum（待校对）,词库自动生成_待内容组校对
calificar,v,n/a,B2,,calificar（待校对）,calificar,Contexto: calificar.,例句待内容组补充（calificar）。,calificar.jpg,B2|v|变位|进阶,专八,cementerio（待校对）,acumular（待校对）,escritura（待校对）,词库自动生成_待内容组校对
man,n,n/a,B2,,man（待校对）,man,Contexto: man.,例句待内容组补充（man）。,man.jpg,B2|n|进阶,专八,jovencito（待校对）,estadística（待校对）,transportar（待校对）,词库自动生成_待内容组校对
andrés,n,n/a,B2,,andrés（待校对）,andrés,Contexto: andrés.,例句待内容组补充（andrés）。,andrés.jpg,B2|n|进阶,专八,productivo（待校对）,infección（待校对）,conspiración（待校对）,词库自动生成_待内容组校对
ascensor,n,m,B2,,ascensor（待校对）,ascensor,Contexto: ascensor.,例句待内容组补充（ascensor）。,ascensor.jpg,B2|n|进阶,专八,tristeza（待校对）,piedad（待校对）,felicitar（待校对）,词库自动生成_待内容组校对
decente,adj,n/a,B2,,decente（待校对）,decente,Contexto: decente.,例句待内容组补充（decente）。,decente.jpg,B2|adj|进阶,专八,inmenso（待校对）,trastorno（待校对）,vaquero（待校对）,词库自动生成_待内容组校对
tonelada,n,f,B2,,tonelada（待校对）,tonelada,Contexto: tonelada.,例句待内容组补充（tonelada）。,tonelada.jpg,B2|n|进阶,专八,diagnóstico（待校对）,embajada（待校对）,marinero（待校对）,词库自动生成_待内容组校对
seno,n,m,B2,,seno（待校对）,seno,Contexto: seno.,例句待内容组补充（seno）。,seno.jpg,B2|n|进阶,专八,chofer（待校对）,ma（待校对）,satisfacción（待校对）,词库自动生成_待内容组校对
radical,adj,n/a,B2,,radical（待校对）,radical,Contexto: radical.,例句待内容组补充（radical）。,radical.jpg,B2|adj|进阶,专八,cooper（待校对）,privilegio（待校对）,jugo（待校对）,词库自动生成_待内容组校对
corrupción,n,f,B2,,corrupción（待校对）,corrupción,Contexto: corrupción.,例句待内容组补充（corrupción）。,corrupción.jpg,B2|n|进阶,专八,claridad（待校对）,书面,invasión（待校对）,词库自动生成_待内容组校对
presa,n,f,B2,,presa（待校对）,presa,Contexto: presa.,例句待内容组补充（presa）。,presa.jpg,B2|n|进阶,专八,paralizar（待校对）,abusar（待校对）,alfonso（待校对）,词库自动生成_待内容组校对
dictar,v,n/a,B2,,dictar（待校对）,dictar,Contexto: dictar.,例句待内容组补充（dictar）。,dictar.jpg,B2|v|变位|进阶,专八,nathan（待校对）,maíz（待校对）,ruptura（待校对）,词库自动生成_待内容组校对
danza,n,f,B2,,danza（待校对）,danza,Contexto: danza.,例句待内容组补充（danza）。,danza.jpg,B2|n|进阶,专八,favorecer（待校对）,instancia（待校对）,mac（待校对）,词库自动生成_待内容组校对
definición,n,f,B2,,definición（待校对）,definición,Contexto: definición.,例句待内容组补充（definición）。,definición.jpg,B2|n|进阶,专八,trastorno（待校对）,clasificación（待校对）,aldea（待校对）,词库自动生成_待内容组校对
finalizar,v,n/a,B2,,finalizar（待校对）,finalizar,Contexto: finalizar.,例句待内容组补充（finalizar）。,finalizar.jpg,B2|v|变位|进阶,专八,cicatriz（待校对）,ascenso（待校对）,almirante（待校对）,词库自动生成_待内容组校对
fuga,n,f,B2,,fuga（待校对）,fuga,Contexto: fuga.,例句待内容组补充（fuga）。,fuga.jpg,B2|n|进阶,专八,tatuaje（待校对）,venezuela（待校对）,grosero（待校对）,词库自动生成_待内容组校对
obispo,n,m,B2,,obispo（待校对）,obispo,Contexto: obispo.,例句待内容组补充（obispo）。,obispo.jpg,B2|n|进阶,专八,guante（待校对）,tapar（待校对）,visitante（待校对）,词库自动生成_待内容组校对
miro,n,m,B2,,miro（待校对）,miro,Contexto: miro.,例句待内容组补充（miro）。,miro.jpg,B2|n|进阶,专八,descender（待校对）,pulso（待校对）,paliza（待校对）,词库自动生成_待内容组校对
king,adv,n/a,B2,,king（待校对）,king,Contexto: king.,例句待内容组补充（king）。,king.jpg,B2|adv|进阶,专八,sirviente（待校对）,clasificación（待校对）,jamie（待校对）,词库自动生成_待内容组校对
adaptar,v,n/a,B2,,adaptar（待校对）,adaptar,Contexto: adaptar.,例句待内容组补充（adaptar）。,adaptar.jpg,B2|v|变位|进阶,专八,alfonso（待校对）,irlandés（待校对）,enfrente（待校对）,词库自动生成_待内容组校对
suplicar,v,n/a,B2,,suplicar（待校对）,suplicar,Contexto: suplicar.,例句待内容组补充（suplicar）。,suplicar.jpg,B2|v|变位|进阶,专八,récord（待校对）,英语,lata（待校对）,词库自动生成_待内容组校对
beneficiar,v,n/a,B2,,beneficiar（待校对）,beneficiar,Contexto: beneficiar.,例句待内容组补充（beneficiar）。,beneficiar.jpg,B2|v|变位|进阶,专八,porquería（待校对）,sexto（待校对）,píldora（待校对）,词库自动生成_待内容组校对
cuestionar,v,n/a,B2,,cuestionar（待校对）,cuestionar,Contexto: cuestionar.,例句待内容组补充（cuestionar）。,cuestionar.jpg,B2|v|变位|进阶,专八,educativo（待校对）,dañar（待校对）,seda（待校对）,词库自动生成_待内容组校对
patrick,adv,n/a,B2,,patrick（待校对）,patrick,Contexto: patrick.,例句待内容组补充（patrick）。,patrick.jpg,B2|adv|进阶,专八,hambriento（待校对）,plataforma（待校对）,gordon（待校对）,词库自动生成_待内容组校对
artificial,adj,n/a,B2,,artificial（待校对）,artificial,Contexto: artificial.,例句待内容组补充（artificial）。,artificial.jpg,B2|adj|进阶,专八,esencia（待校对）,jesse（待校对）,redondo（待校对）,词库自动生成_待内容组校对
helen,adv,n/a,B2,,helen（待校对）,helen,Contexto: helen.,例句待内容组补充（helen）。,helen.jpg,B2|adv|进阶,专八,randy（待校对）,transcurrir（待校对）,desconocer（待校对）,词库自动生成_待内容组校对
cuán,adv,n/a,B2,,cuán（待校对）,cuán,Contexto: cuán.,例句待内容组补充（cuán）。,cuán.jpg,B2|adv|进阶,专八,biblia（待校对）,adios（待校对）,galería（待校对）,词库自动生成_待内容组校对
boleto,n,m,B2,,boleto（待校对）,boleto,Contexto: boleto.,例句待内容组补充（boleto）。,boleto.jpg,B2|n|进阶,专八,cima（待校对）,ahorro（待校对）,moscú（待校对）,词库自动生成_待内容组校对
texas,n,n/a,B2,,texas（待校对）,texas,Contexto: texas.,例句待内容组补充（texas）。,texas.jpg,B2|n|进阶,专八,perú（待校对）,únicamente（待校对）,venezuela（待校对）,词库自动生成_待内容组校对
bombero,n,m,B2,,bombero（待校对）,bombero,Contexto: bombero.,例句待内容组补充（bombero）。,bombero.jpg,B2|n|进阶,专八,ruiz（待校对）,difundir（待校对）,armar（待校对）,词库自动生成_待内容组校对
drama,n,m,B2,,drama（待校对）,drama,Contexto: drama.,例句待内容组补充（drama）。,drama.jpg,B2|n|进阶,专八,renuncia（待校对）,后部,condenar（待校对）,词库自动生成_待内容组校对
barba,n,f,B2,,barba（待校对）,barba,Contexto: barba.,例句待内容组补充（barba）。,barba.jpg,B2|n|进阶,专八,circo（待校对）,juvenil（待校对）,griego（待校对）,词库自动生成_待内容组校对
constitucional,adj,n/a,B2,,constitucional（待校对）,constitucional,Contexto: constitucional.,例句待内容组补充（constitucional）。,constitucional.jpg,B2|adj|进阶,专八,decisivo（待校对）,rosas（待校对）,parker（待校对）,词库自动生成_待内容组校对
griego,n,m,B2,,griego（待校对）,griego,Contexto: griego.,例句待内容组补充（griego）。,griego.jpg,B2|n|进阶,专八,von（待校对）,terry（待校对）,anne（待校对）,词库自动生成_待内容组校对
paliza,n,f,B2,,paliza（待校对）,paliza,Contexto: paliza.,例句待内容组补充（paliza）。,paliza.jpg,B2|n|进阶,专八,olivia（待校对）,alfonso（待校对）,reconstruir（待校对）,词库自动生成_待内容组校对
exceso,n,m,B2,,exceso（待校对）,exceso,Contexto: exceso.,例句待内容组补充（exceso）。,exceso.jpg,B2|n|进阶,专八,manejo（待校对）,enfermar（待校对）,alivio（待校对）,词库自动生成_待内容组校对
diplomático,adj,n/a,B2,,diplomático（待校对）,diplomático,Contexto: diplomático.,例句待内容组补充（diplomático）。,diplomático.jpg,B2|adj|进阶,专八,decepcionar（待校对）,greg（待校对）,toalla（待校对）,词库自动生成_待内容组校对
masivo,adj,n/a,B2,,masivo（待校对）,masivo,Contexto: masivo.,例句待内容组补充（masivo）。,masivo.jpg,B2|adj|进阶,专八,escudo（待校对）,varón（待校对）,miseria（待校对）,词库自动生成_待内容组校对
alicia,n,f,B2,,alicia（待校对）,alicia,Contexto: alicia.,例句待内容组补充（alicia）。,alicia.jpg,B2|n|进阶,专八,aprobado（待校对）,soltero（待校对）,comisaría（待校对）,词库自动生成_待内容组校对
tomate,n,n/a,B2,,tomate（待校对）,tomate,Contexto: tomate.,例句待内容组补充（tomate）。,tomate.jpg,B2|n|进阶,专八,terrestre（待校对）,tonelada（待校对）,corregir（待校对）,词库自动生成_待内容组校对
orgánico,adj,n/a,B2,,orgánico（待校对）,orgánico,Contexto: orgánico.,例句待内容组补充（orgánico）。,orgánico.jpg,B2|adj|进阶,专八,elaborar（待校对）,euro（待校对）,ejemplar（待校对）,词库自动生成_待内容组校对
exclusivo,adj,n/a,B2,,exclusivo（待校对）,exclusivo,Contexto: exclusivo.,例句待内容组补充（exclusivo）。,exclusivo.jpg,B2|adj|进阶,专八,forzado（待校对）,stan（待校对）,andrés（待校对）,词库自动生成_待内容组校对
circuito,n,m,B2,,circuito（待校对）,circuito,Contexto: circuito.,例句待内容组补充（circuito）。,circuito.jpg,B2|n|进阶,专八,concreto（待校对）,reputación（待校对）,recibo（待校对）,词库自动生成_待内容组校对
donna,adv,n/a,B2,,donna（待校对）,donna,Contexto: donna.,例句待内容组补充（donna）。,donna.jpg,B2|adv|进阶,专八,infeliz（待校对）,programar（待校对）,insultar（待校对）,词库自动生成_待内容组校对
tremendo,adj,n/a,B2,,tremendo（待校对）,tremendo,Contexto: tremendo.,例句待内容组补充（tremendo）。,tremendo.jpg,B2|adj|进阶,专八,elaboración（待校对）,molestia（待校对）,gráfico（待校对）,词库自动生成_待内容组校对
barry,adv,n/a,B2,,barry（待校对）,barry,Contexto: barry.,例句待内容组补充（barry）。,barry.jpg,B2|adv|进阶,专八,joseph（待校对）,homosexual（待校对）,mantenimiento（待校对）,词库自动生成_待内容组校对
patrulla,n,f,B2,,patrulla（待校对）,patrulla,Contexto: patrulla.,例句待内容组补充（patrulla）。,patrulla.jpg,B2|n|进阶,专八,récord（待校对）,quemado（待校对）,tripulación（待校对）,词库自动生成_待内容组校对
contexto,n,m,B2,,contexto（待校对）,contexto,Contexto: contexto.,例句待内容组补充（contexto）。,contexto.jpg,B2|n|进阶,专八,modificación（待校对）,jesucristo（待校对）,manipular（待校对）,词库自动生成_待内容组校对
inconsciente,adj,n/a,B2,,inconsciente（待校对）,inconsciente,Contexto: inconsciente.,例句待内容组补充（inconsciente）。,inconsciente.jpg,B2|adj|进阶,专八,donar（待校对）,bienestar（待校对）,revisión（待校对）,词库自动生成_待内容组校对
satélite,n,n/a,B2,,satélite（待校对）,satélite,Contexto: satélite.,例句待内容组补充（satélite）。,satélite.jpg,B2|n|进阶,专八,reportero（待校对）,litro（待校对）,castigado（待校对）,词库自动生成_待内容组校对
evaluación,n,f,B2,,evaluación（待校对）,evaluación,Contexto: evaluación.,例句待内容组补充（evaluación）。,evaluación.jpg,B2|n|进阶,专八,alteza（待校对）,chocar（待校对）,orientación（待校对）,词库自动生成_待内容组校对
celebración,n,f,B2,,celebración（待校对）,celebración,Contexto: celebración.,例句待内容组补充（celebración）。,celebración.jpg,B2|n|进阶,专八,proporción（待校对）,jugo（待校对）,imitar（待校对）,词库自动生成_待内容组校对
cuadrado,adj,n/a,B2,,cuadrado（待校对）,cuadrado,Contexto: cuadrado.,例句待内容组补充（cuadrado）。,cuadrado.jpg,B2|adj|进阶,专八,bombero（待校对）,confesión（待校对）,rincón（待校对）,词库自动生成_待内容组校对
ganancia,n,f,B2,,ganancia（待校对）,ganancia,Contexto: ganancia.,例句待内容组补充（ganancia）。,ganancia.jpg,B2|n|进阶,专八,destrucción（待校对）,comprensión（待校对）,charlotte（待校对）,词库自动生成_待内容组校对
amén,n,n/a,B2,,amén（待校对）,amén,Contexto: amén.,例句待内容组补充（amén）。,amén.jpg,B2|n|进阶,专八,cabina（待校对）,injusto（待校对）,operador（待校对）,词库自动生成_待内容组校对
confesión,n,f,B2,,confesión（待校对）,confesión,Contexto: confesión.,例句待内容组补充（confesión）。,confesión.jpg,B2|n|进阶,专八,remoto（待校对）,podria（待校对）,enfermar（待校对）,词库自动生成_待内容组校对
manipular,v,n/a,B2,,manipular（待校对）,manipular,Contexto: manipular.,例句待内容组补充（manipular）。,manipular.jpg,B2|v|变位|进阶,专八,agresivo（待校对）,pandilla（待校对）,fragmento（待校对）,词库自动生成_待内容组校对
aprecio,n,m,B2,,aprecio（待校对）,aprecio,Contexto: aprecio.,例句待内容组补充（aprecio）。,aprecio.jpg,B2|n|进阶,专八,avenida（待校对）,carecer（待校对）,andrew（待校对）,词库自动生成_待内容组校对
champán,n,n/a,B2,,champán（待校对）,champán,Contexto: champán.,例句待内容组补充（champán）。,champán.jpg,B2|n|进阶,专八,ross（待校对）,espantoso（待校对）,williams（待校对）,词库自动生成_待内容组校对
jugo,n,m,B2,,jugo（待校对）,jugo,Contexto: jugo.,例句待内容组补充（jugo）。,jugo.jpg,B2|n|进阶,专八,sexto（待校对）,jovencito（待校对）,araña（待校对）,词库自动生成_待内容组校对
dignidad,n,f,B2,,dignidad（待校对）,dignidad,Contexto: dignidad.,例句待内容组补充（dignidad）。,dignidad.jpg,B2|n|进阶,专八,rango（待校对）,financiar（待校对）,hada（待校对）,词库自动生成_待内容组校对
fallo,n,m,B2,,fallo（待校对）,fallo,Contexto: fallo.,例句待内容组补充（fallo）。,fallo.jpg,B2|n|进阶,专八,exceso（待校对）,cocaína（待校对）,denominar（待校对）,词库自动生成_待内容组校对
israel,n,n/a,B2,,israel（待校对）,israel,Contexto: israel.,例句待内容组补充（israel）。,israel.jpg,B2|n|进阶,专八,granada（待校对）,marinero（待校对）,orientar（待校对）,词库自动生成_待内容组校对
ajustar,v,n/a,B2,,ajustar（待校对）,ajustar,Contexto: ajustar.,例句待内容组补充（ajustar）。,ajustar.jpg,B2|v|变位|进阶,专八,viajero（待校对）,colombiano（待校对）,publicación（待校对）,词库自动生成_待内容组校对
aburrir,v,n/a,B2,,aburrir（待校对）,aburrir,Contexto: aburrir.,例句待内容组补充（aburrir）。,aburrir.jpg,B2|v|变位|进阶,专八,hervir（待校对）,autopista（待校对）,piedad（待校对）,词库自动生成_待内容组校对
aislado,adj,n/a,B2,,aislado（待校对）,aislado,Contexto: aislado.,例句待内容组补充（aislado）。,aislado.jpg,B2|adj|进阶,专八,on（待校对）,transformación（待校对）,raya（待校对）,词库自动生成_待内容组校对
cultivo,n,m,B2,,cultivo（待校对）,cultivo,Contexto: cultivo.,例句待内容组补充（cultivo）。,cultivo.jpg,B2|n|进阶,专八,reducido（待校对）,dictar（待校对）,hank（待校对）,词库自动生成_待内容组校对
pisar,v,n/a,B2,,pisar（待校对）,pisar,Contexto: pisar.,例句待内容组补充（pisar）。,pisar.jpg,B2|v|变位|进阶,专八,intercambiar（待校对）,manifiesto（待校对）,muelle（待校对）,词库自动生成_待内容组校对
desayunar,v,n/a,B2,,desayunar（待校对）,desayunar,Contexto: desayunar.,例句待内容组补充（desayunar）。,desayunar.jpg,B2|v|变位|进阶,专八,opuesto（待校对）,transformación（待校对）,st（待校对）,词库自动生成_待内容组校对
postre,n,n/a,B2,,postre（待校对）,postre,Contexto: postre.,例句待内容组补充（postre）。,postre.jpg,B2|n|进阶,专八,culto（待校对）,selva（待校对）,tenso（待校对）,词库自动生成_待内容组校对
andrew,adv,n/a,B2,,andrew（待校对）,andrew,Contexto: andrew.,例句待内容组补充（andrew）。,andrew.jpg,B2|adv|进阶,专八,oud（待校对）,supremo（待校对）,decepcionado（待校对）,词库自动生成_待内容组校对
ricardo,n,m,B2,,ricardo（待校对）,ricardo,Contexto: ricardo.,例句待内容组补充（ricardo）。,ricardo.jpg,B2|n|进阶,专八,literario（待校对）,remoto（待校对）,informativo（待校对）,词库自动生成_待内容组校对
guerrero,n,m,B2,,guerrero（待校对）,guerrero,Contexto: guerrero.,例句待内容组补充（guerrero）。,guerrero.jpg,B2|n|进阶,专八,verdaderamente（待校对）,terrorista（待校对）,funcionamiento（待校对）,词库自动生成_待内容组校对
incapaz,adj,n/a,B2,,incapaz（待校对）,incapaz,Contexto: incapaz.,例句待内容组补充（incapaz）。,incapaz.jpg,B2|adj|进阶,专八,maquillaje（待校对）,hábito（待校对）,mercedes（待校对）,词库自动生成_待内容组校对
dramático,adj,n/a,B2,,dramático（待校对）,dramático,Contexto: dramático.,例句待内容组补充（dramático）。,dramático.jpg,B2|adj|进阶,专八,barón（待校对）,oficialmente（待校对）,uña（待校对）,词库自动生成_待内容组校对
reservado,adj,n/a,B2,,reservado（待校对）,reservado,Contexto: reservado.,例句待内容组补充（reservado）。,reservado.jpg,B2|adj|进阶,专八,jo（待校对）,redacción（待校对）,educativo（待校对）,词库自动生成_待内容组校对
variedad,n,f,B2,,variedad（待校对）,variedad,Contexto: variedad.,例句待内容组补充（variedad）。,variedad.jpg,B2|n|进阶,专八,mmm（待校对）,activar（待校对）,ordenado（待校对）,词库自动生成_待内容组校对
sed,n,n/a,B2,,sed（待校对）,sed,Contexto: sed.,例句待内容组补充（sed）。,sed.jpg,B2|n|进阶,专八,adios（待校对）,joan（待校对）,holmes（待校对）,词库自动生成_待内容组校对
amanda,n,f,B2,,amanda（待校对）,amanda,Contexto: amanda.,例句待内容组补充（amanda）。,amanda.jpg,B2|n|进阶,专八,barry（待校对）,incapaz（待校对）,variedad（待校对）,词库自动生成_待内容组校对
rincón,n,n/a,B2,,rincón（待校对）,rincón,Contexto: rincón.,例句待内容组补充（rincón）。,rincón.jpg,B2|n|进阶,专八,ansiedad（待校对）,impresionado（待校对）,inevitable（待校对）,词库自动生成_待内容组校对
editor,n,m,B2,,editor（待校对）,editor,Contexto: editor.,例句待内容组补充（editor）。,editor.jpg,B2|n|进阶,专八,west（待校对）,ética（待校对）,reservado（待校对）,词库自动生成_待内容组校对
alzar,v,n/a,B2,,alzar（待校对）,alzar,Contexto: alzar.,例句待内容组补充（alzar）。,alzar.jpg,B2|v|变位|进阶,专八,destacado（待校对）,jessica（待校对）,autorizar（待校对）,词库自动生成_待内容组校对
electricidad,n,f,B2,,electricidad（待校对）,electricidad,Contexto: electricidad.,例句待内容组补充（electricidad）。,electricidad.jpg,B2|n|进阶,专八,espléndido（待校对）,jackie（待校对）,blake（待校对）,词库自动生成_待内容组校对
republicano,adj,n/a,B2,,republicano（待校对）,republicano,Contexto: republicano.,例句待内容组补充（republicano）。,republicano.jpg,B2|adj|进阶,专八,ruina（待校对）,embajada（待校对）,patrimonio（待校对）,词库自动生成_待内容组校对
aplauso,n,m,B2,,aplauso（待校对）,aplauso,Contexto: aplauso.,例句待内容组补充（aplauso）。,aplauso.jpg,B2|n|进阶,专八,finalizar（待校对）,estupidez（待校对）,delegado（待校对）,词库自动生成_待内容组校对
distraer,v,n/a,B2,,distraer（待校对）,distraer,Contexto: distraer.,例句待内容组补充（distraer）。,distraer.jpg,B2|v|变位|进阶,专八,amanda（待校对）,autorizar（待校对）,comunicado（待校对）,词库自动生成_待内容组校对
delincuente,n,n/a,B2,,delincuente（待校对）,delincuente,Contexto: delincuente.,例句待内容组补充（delincuente）。,delincuente.jpg,B2|n|进阶,专八,ordenado（待校对）,cirujano（待校对）,书面,词库自动生成_待内容组校对
negativa,n,f,B2,,negativa（待校对）,negativa,Contexto: negativa.,例句待内容组补充（negativa）。,negativa.jpg,B2|n|进阶,专八,ajeno（待校对）,oriente（待校对）,despejar（待校对）,词库自动生成_待内容组校对
regular,adj,n/a,B2,,regular（待校对）,regular,Contexto: regular.,例句待内容组补充（regular）。,regular.jpg,B2|adj|进阶,专八,líquido（待校对）,corrupción（待校对）,desconocer（待校对）,词库自动生成_待内容组校对
hmm,adv,n/a,B2,,hmm（待校对）,hmm,Contexto: hmm.,例句待内容组补充（hmm）。,hmm.jpg,B2|adv|进阶,专八,ajeno（待校对）,corbata（待校对）,huésped（待校对）,词库自动生成_待内容组校对
oxígeno,n,m,B2,,oxígeno（待校对）,oxígeno,Contexto: oxígeno.,例句待内容组补充（oxígeno）。,oxígeno.jpg,B2|n|进阶,专八,amoroso（待校对）,mito（待校对）,drama（待校对）,词库自动生成_待内容组校对
atentado,n,m,B2,,atentado（待校对）,atentado,Contexto: atentado.,例句待内容组补充（atentado）。,atentado.jpg,B2|n|进阶,专八,miar（待校对）,remoto（待校对）,silencioso（待校对）,词库自动生成_待内容组校对
planeado,adj,n/a,B2,,planeado（待校对）,planeado,Contexto: planeado.,例句待内容组补充（planeado）。,planeado.jpg,B2|adj|进阶,专八,未来,jesse（待校对）,miro（待校对）,词库自动生成_待内容组校对
rick,adv,n/a,B2,,rick（待校对）,rick,Contexto: rick.,例句待内容组补充（rick）。,rick.jpg,B2|adv|进阶,专八,balón（待校对）,cotidiano（待校对）,conquistar（待校对）,词库自动生成_待内容组校对
pausa,n,f,B2,,pausa（待校对）,pausa,Contexto: pausa.,例句待内容组补充（pausa）。,pausa.jpg,B2|n|进阶,专八,flecha（待校对）,acero（待校对）,cirujano（待校对）,词库自动生成_待内容组校对
wilson,n,n/a,B2,,wilson（待校对）,wilson,Contexto: wilson.,例句待内容组补充（wilson）。,wilson.jpg,B2|n|进阶,专八,williams（待校对）,expectativa（待校对）,ingrediente（待校对）,词库自动生成_待内容组校对
recepción,n,f,B2,,recepción（待校对）,recepción,Contexto: recepción.,例句待内容组补充（recepción）。,recepción.jpg,B2|n|进阶,专八,contemporáneo（待校对）,extensión（待校对）,preso（待校对）,词库自动生成_待内容组校对
ma,n,m,B2,,ma（待校对）,ma,Contexto: ma.,例句待内容组补充（ma）。,ma.jpg,B2|n|进阶,专八,retrasar（待校对）,conspiración（待校对）,consuelo（待校对）,词库自动生成_待内容组校对
mago,n,m,B2,,mago（待校对）,mago,Contexto: mago.,例句待内容组补充（mago）。,mago.jpg,B2|n|进阶,专八,asaltar（待校对）,diplomático（待校对）,muchísimo（待校对）,词库自动生成_待内容组校对
dean,adv,n/a,B2,,dean（待校对）,dean,Contexto: dean.,例句待内容组补充（dean）。,dean.jpg,B2|adv|进阶,专八,dylan（待校对）,reverendo（待校对）,desorden（待校对）,词库自动生成_待内容组校对
cabaña,n,f,B2,,cabaña（待校对）,cabaña,Contexto: cabaña.,例句待内容组补充（cabaña）。,cabaña.jpg,B2|n|进阶,专八,enfrentamiento（待校对）,impresionar（待校对）,literalmente（待校对）,词库自动生成_待内容组校对
fama,n,m,B2,,fama（待校对）,fama,Contexto: fama.,例句待内容组补充（fama）。,fama.jpg,B2|n|进阶,专八,nancy（待校对）,preparación（待校对）,palomo（待校对）,词库自动生成_待内容组校对
confuso,adj,n/a,B2,,confuso（待校对）,confuso,Contexto: confuso.,例句待内容组补充（confuso）。,confuso.jpg,B2|adj|进阶,专八,ritual（待校对）,caramelo（待校对）,sordo（待校对）,词库自动生成_待内容组校对
visual,adj,n/a,B2,,visual（待校对）,visual,Contexto: visual.,例句待内容组补充（visual）。,visual.jpg,B2|adj|进阶,专八,confusión（待校对）,doc（待校对）,inevitable（待校对）,词库自动生成_待内容组校对
mear,v,n/a,B2,,mear（待校对）,mear,Contexto: mear.,例句待内容组补充（mear）。,mear.jpg,B2|v|变位|进阶,专八,almohada（待校对）,gemelo（待校对）,sabiduría（待校对）,词库自动生成_待内容组校对
