lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
reglamento,n,m,C1,,reglamento（待校对）,reglamento,Contexto: reglamento.,例句待内容组补充（reglamento）。,reglamento.jpg,C1|n|高级,专八,jonathan（待校对）,entrenado（待校对）,ruth（待校对）,词库自动生成_待内容组校对
bahía,n,f,C1,,bahía（待校对）,bahía,Contexto: bahía.,例句待内容组补充（bahía）。,bahía.jpg,C1|n|高级,专八,shawn（待校对）,bloqueo（待校对）,encubierto（待校对）,词库自动生成_待内容组校对
observador,n,m,C1,,observador（待校对）,observador,Contexto: observador.,例句待内容组补充（observador）。,observador.jpg,C1|n|高级,专八,monetario（待校对）,increíblemente（待校对）,ataúd（待校对）,词库自动生成_待内容组校对
domicilio,n,m,C1,,domicilio（待校对）,domicilio,Contexto: domicilio.,例句待内容组补充（domicilio）。,domicilio.jpg,C1|n|高级,专八,mojar（待校对）,cucharada（待校对）,vientre（待校对）,词库自动生成_待内容组校对
ficha,n,f,C1,,ficha（待校对）,ficha,Contexto: ficha.,例句待内容组补充（ficha）。,ficha.jpg,C1|n|高级,专八,stanley（待校对）,tiroteo（待校对）,masaje（待校对）,词库自动生成_待内容组校对
séptimo,adj,n/a,C1,,séptimo（待校对）,séptimo,Contexto: séptimo.,例句待内容组补充（séptimo）。,séptimo.jpg,C1|adj|高级,专八,estrellar（待校对）,perrito（待校对）,policia（待校对）,词库自动生成_待内容组校对
deducir,v,n/a,C1,,deducir（待校对）,deducir,Contexto: deducir.,例句待内容组补充（deducir）。,deducir.jpg,C1|v|变位|高级,专八,francis（待校对）,watson（待校对）,autopsia（待校对）,词库自动生成_待内容组校对
leve,adj,n/a,C1,,leve（待校对）,leve,Contexto: leve.,例句待内容组补充（leve）。,leve.jpg,C1|adj|高级,专八,luchador（待校对）,calendario（待校对）,musulmán（待校对）,词库自动生成_待内容组校对
estatuto,n,m,C1,,estatuto（待校对）,estatuto,Contexto: estatuto.,例句待内容组补充（estatuto）。,estatuto.jpg,C1|n|高级,专八,prometido（待校对）,ida（待校对）,australia（待校对）,词库自动生成_待内容组校对
mafia,n,f,C1,,mafia（待校对）,mafia,Contexto: mafia.,例句待内容组补充（mafia）。,mafia.jpg,C1|n|高级,专八,competición（待校对）,gatito（待校对）,ancho（待校对）,词库自动生成_待内容组校对
proclamar,v,n/a,C1,,proclamar（待校对）,proclamar,Contexto: proclamar.,例句待内容组补充（proclamar）。,proclamar.jpg,C1|v|变位|高级,专八,ken（待校对）,disputar（待校对）,riñón（待校对）,词库自动生成_待内容组校对
procesar,v,n/a,C1,,procesar（待校对）,procesar,Contexto: procesar.,例句待内容组补充（procesar）。,procesar.jpg,C1|v|变位|高级,专八,inspección（待校对）,siesta（待校对）,águila（待校对）,词库自动生成_待内容组校对
perrito,n,m,C1,,perrito（待校对）,perrito,Contexto: perrito.,例句待内容组补充（perrito）。,perrito.jpg,C1|n|高级,专八,antigüedad（待校对）,fluir（待校对）,latinoamericano（待校对）,词库自动生成_待内容组校对
licor,n,m,C1,,licor（待校对）,licor,Contexto: licor.,例句待内容组补充（licor）。,licor.jpg,C1|n|高级,专八,xx（待校对）,goma（待校对）,alguacil（待校对）,词库自动生成_待内容组校对
sue,adv,n/a,C1,,sue（待校对）,sue,Contexto: sue.,例句待内容组补充（sue）。,sue.jpg,C1|adv|高级,专八,freír（待校对）,igualdad（待校对）,obsesionado（待校对）,词库自动生成_待内容组校对
válido,adj,n/a,C1,,válido（待校对）,válido,Contexto: válido.,例句待内容组补充（válido）。,válido.jpg,C1|adj|高级,专八,brandon（待校对）,ví（待校对）,precisión（待校对）,词库自动生成_待内容组校对
proseguir,v,n/a,C1,,proseguir（待校对）,proseguir,Contexto: proseguir.,例句待内容组补充（proseguir）。,proseguir.jpg,C1|v|变位|高级,专八,domicilio（待校对）,conquista（待校对）,bloqueo（待校对）,词库自动生成_待内容组校对
obsesionado,adj,n/a,C1,,obsesionado（待校对）,obsesionado,Contexto: obsesionado.,例句待内容组补充（obsesionado）。,obsesionado.jpg,C1|adj|高级,专八,desplegar（待校对）,porno（待校对）,infraestructura（待校对）,词库自动生成_待内容组校对
oportuno,adj,n/a,C1,,oportuno（待校对）,oportuno,Contexto: oportuno.,例句待内容组补充（oportuno）。,oportuno.jpg,C1|adj|高级,专八,munición（待校对）,vulnerable（待校对）,tirador（待校对）,词库自动生成_待内容组校对
exclusivamente,adv,n/a,C1,,exclusivamente（待校对）,exclusivamente,Contexto: exclusivamente.,例句待内容组补充（exclusivamente）。,exclusivamente.jpg,C1|adv|高级,专八,atracción（待校对）,boy（待校对）,restante（待校对）,词库自动生成_待内容组校对
latinoamericano,adj,n/a,C1,,latinoamericano（待校对）,latinoamericano,Contexto: latinoamericano.,例句待内容组补充（latinoamericano）。,latinoamericano.jpg,C1|adj|高级,专八,perrito（待校对）,soporte（待校对）,egipto（待校对）,词库自动生成_待内容组校对
venezolano,adj,n/a,C1,,venezolano（待校对）,venezolano,Contexto: venezolano.,例句待内容组补充（venezolano）。,venezolano.jpg,C1|adj|高级,专八,alojar（待校对）,astuto（待校对）,malcolm（待校对）,词库自动生成_待内容组校对
atracción,n,f,C1,,atracción（待校对）,atracción,Contexto: atracción.,例句待内容组补充（atracción）。,atracción.jpg,C1|n|高级,专八,fundamentalmente（待校对）,relevante（待校对）,dictadura（待校对）,词库自动生成_待内容组校对
hong,adv,n/a,C1,,hong（待校对）,hong,Contexto: hong.,例句待内容组补充（hong）。,hong.jpg,C1|adv|高级,专八,cubo（待校对）,ídolo（待校对）,terminal（待校对）,词库自动生成_待内容组校对
ideológico,adj,n/a,C1,,ideológico（待校对）,ideológico,Contexto: ideológico.,例句待内容组补充（ideológico）。,ideológico.jpg,C1|adj|高级,专八,israelí（待校对）,irak（待校对）,bretaña（待校对）,词库自动生成_待内容组校对
precaución,n,f,C1,,precaución（待校对）,precaución,Contexto: precaución.,例句待内容组补充（precaución）。,precaución.jpg,C1|n|高级,专八,documental（待校对）,detestar（待校对）,administrador（待校对）,词库自动生成_待内容组校对
energético,adj,n/a,C1,,energético（待校对）,energético,Contexto: energético.,例句待内容组补充（energético）。,energético.jpg,C1|adj|高级,专八,tobillo（待校对）,objeción（待校对）,art（待校对）,词库自动生成_待内容组校对
seriamente,adv,n/a,C1,,seriamente（待校对）,seriamente,Contexto: seriamente.,例句待内容组补充（seriamente）。,seriamente.jpg,C1|adv|高级,专八,elliot（待校对）,institucional（待校对）,psíquico（待校对）,词库自动生成_待内容组校对
white,adv,n/a,C1,,white（待校对）,white,Contexto: white.,例句待内容组补充（white）。,white.jpg,C1|adv|高级,专八,éi（待校对）,demócrata（待校对）,tortuga（待校对）,词库自动生成_待内容组校对
walker,adv,n/a,C1,,walker（待校对）,walker,Contexto: walker.,例句待内容组补充（walker）。,walker.jpg,C1|adv|高级,专八,precisión（待校对）,discreto（待校对）,crónica（待校对）,词库自动生成_待内容组校对
eternidad,n,f,C1,,eternidad（待校对）,eternidad,Contexto: eternidad.,例句待内容组补充（eternidad）。,eternidad.jpg,C1|n|高级,专八,deprimido（待校对）,cadera（待校对）,pierre（待校对）,词库自动生成_待内容组校对
paris,n,f,C1,,paris（待校对）,paris,Contexto: paris.,例句待内容组补充（paris）。,paris.jpg,C1|n|高级,专八,escuadrón（待校对）,luchador（待校对）,bloqueo（待校对）,词库自动生成_待内容组校对
montado,adj,n/a,C1,,montado（待校对）,montado,Contexto: montado.,例句待内容组补充（montado）。,montado.jpg,C1|adj|高级,专八,mejilla（待校对）,mutuo（待校对）,respectivo（待校对）,词库自动生成_待内容组校对
castilla,n,f,C1,,castilla（待校对）,castilla,Contexto: castilla.,例句待内容组补充（castilla）。,castilla.jpg,C1|n|高级,专八,picar（待校对）,amargo（待校对）,alojar（待校对）,词库自动生成_待内容组校对
éi,adv,n/a,C1,,éi（待校对）,éi,Contexto: éi.,例句待内容组补充（éi）。,éi.jpg,C1|adv|高级,专八,inusual（待校对）,documentación（待校对）,infraestructura（待校对）,词库自动生成_待内容组校对
orar,v,n/a,C1,,orar（待校对）,orar,Contexto: orar.,例句待内容组补充（orar）。,orar.jpg,C1|v|变位|高级,专八,colar（待校对）,cometa（待校对）,ellen（待校对）,词库自动生成_待内容组校对
alterado,adj,n/a,C1,,alterado（待校对）,alterado,Contexto: alterado.,例句待内容组补充（alterado）。,alterado.jpg,C1|adj|高级,专八,refugiado（待校对）,animado（待校对）,bush（待校对）,词库自动生成_待内容组校对
colar,v,n/a,C1,,colar（待校对）,colar,Contexto: colar.,例句待内容组补充（colar）。,colar.jpg,C1|v|变位|高级,专八,liz（待校对）,agotar（待校对）,sue（待校对）,词库自动生成_待内容组校对
tortuga,n,f,C1,,tortuga（待校对）,tortuga,Contexto: tortuga.,例句待内容组补充（tortuga）。,tortuga.jpg,C1|n|高级,专八,munición（待校对）,soporte（待校对）,motel（待校对）,词库自动生成_待内容组校对
portal,n,n/a,C1,,portal（待校对）,portal,Contexto: portal.,例句待内容组补充（portal）。,portal.jpg,C1|n|高级,专八,infectado（待校对）,acostado（待校对）,cobertura（待校对）,词库自动生成_待内容组校对
mediado,adj,n/a,C1,,mediado（待校对）,mediado,Contexto: mediado.,例句待内容组补充（mediado）。,mediado.jpg,C1|adj|高级,专八,ruth（待校对）,aliviar（待校对）,ee. uu.（待校对）,词库自动生成_待内容组校对
liz,adv,n/a,C1,,liz（待校对）,liz,Contexto: liz.,例句待内容组补充（liz）。,liz.jpg,C1|adv|高级,专八,secretaría（待校对）,introducción（待校对）,anular（待校对）,词库自动生成_待内容组校对
afortunadamente,adv,n/a,C1,,afortunadamente（待校对）,afortunadamente,Contexto: afortunadamente.,例句待内容组补充（afortunadamente）。,afortunadamente.jpg,C1|adv|高级,专八,anthony（待校对）,shawn（待校对）,goma（待校对）,词库自动生成_待内容组校对
la habana,n,f,C1,,la habana（待校对）,la habana,Contexto: la habana.,例句待内容组补充（la habana）。,la_habana.jpg,C1|n|高级,专八,gonzalo（待校对）,julian（待校对）,orinar（待校对）,词库自动生成_待内容组校对
caroline,adv,n/a,C1,,caroline（待校对）,caroline,Contexto: caroline.,例句待内容组补充（caroline）。,caroline.jpg,C1|adv|高级,专八,ellen（待校对）,domicilio（待校对）,musulmán（待校对）,词库自动生成_待内容组校对
aliviar,v,n/a,C1,,aliviar（待校对）,aliviar,Contexto: aliviar.,例句待内容组补充（aliviar）。,aliviar.jpg,C1|v|变位|高级,专八,ballena（待校对）,táctica（待校对）,cubo（待校对）,词库自动生成_待内容组校对
jennifer,n,n/a,C1,,jennifer（待校对）,jennifer,Contexto: jennifer.,例句待内容组补充（jennifer）。,jennifer.jpg,C1|n|高级,专八,rellenar（待校对）,pilar（待校对）,alfredo（待校对）,词库自动生成_待内容组校对
déficit,n,n/a,C1,,déficit（待校对）,déficit,Contexto: déficit.,例句待内容组补充（déficit）。,déficit.jpg,C1|n|高级,专八,abundante（待校对）,lateral（待校对）,reflexionar（待校对）,词库自动生成_待内容组校对
kong,adv,n/a,C1,,kong（待校对）,kong,Contexto: kong.,例句待内容组补充（kong）。,kong.jpg,C1|adv|高级,专八,teddy（待校对）,obsesión（待校对）,refugiado（待校对）,词库自动生成_待内容组校对
am,adv,n/a,C1,,am（待校对）,am,Contexto: am.,例句待内容组补充（am）。,am.jpg,C1|adv|高级,专八,huérfano（待校对）,explotación（待校对）,supuestamente（待校对）,词库自动生成_待内容组校对
alienígena,adj,n/a,C1,,alienígena（待校对）,alienígena,Contexto: alienígena.,例句待内容组补充（alienígena）。,alienígena.jpg,C1|adj|高级,专八,estrangular（待校对）,irak（待校对）,ignacio（待校对）,词库自动生成_待内容组校对
tarifa,n,f,C1,,tarifa（待校对）,tarifa,Contexto: tarifa.,例句待内容组补充（tarifa）。,tarifa.jpg,C1|n|高级,专八,gramo（待校对）,marrón（待校对）,eficacia（待校对）,词库自动生成_待内容组校对
antigüedad,n,f,C1,,antigüedad（待校对）,antigüedad,Contexto: antigüedad.,例句待内容组补充（antigüedad）。,antigüedad.jpg,C1|n|高级,专八,concesión（待校对）,ataúd（待校对）,fundador（待校对）,词库自动生成_待内容组校对
objeción,n,f,C1,,objeción（待校对）,objeción,Contexto: objeción.,例句待内容组补充（objeción）。,objeción.jpg,C1|n|高级,专八,tortuga（待校对）,matrícula（待校对）,terminal（待校对）,词库自动生成_待内容组校对
furgoneta,n,f,C1,,furgoneta（待校对）,furgoneta,Contexto: furgoneta.,例句待内容组补充（furgoneta）。,furgoneta.jpg,C1|n|高级,专八,obsesionado（待校对）,cigarro（待校对）,gatito（待校对）,词库自动生成_待内容组校对
malcolm,adv,n/a,C1,,malcolm（待校对）,malcolm,Contexto: malcolm.,例句待内容组补充（malcolm）。,malcolm.jpg,C1|adv|高级,专八,jess（待校对）,corrección（待校对）,australia（待校对）,词库自动生成_待内容组校对
magistrado,n,m,C1,,magistrado（待校对）,magistrado,Contexto: magistrado.,例句待内容组补充（magistrado）。,magistrado.jpg,C1|n|高级,专八,marrón（待校对）,juramento（待校对）,gatito（待校对）,词库自动生成_待内容组校对
realista,adj,n/a,C1,,realista（待校对）,realista,Contexto: realista.,例句待内容组补充（realista）。,realista.jpg,C1|adj|高级,专八,carbón（待校对）,geográfico（待校对）,variación（待校对）,词库自动生成_待内容组校对
padrino,n,m,C1,,padrino（待校对）,padrino,Contexto: padrino.,例句待内容组补充（padrino）。,padrino.jpg,C1|n|高级,专八,burro（待校对）,táctica（待校对）,ernesto（待校对）,词库自动生成_待内容组校对
terminal,adj,n/a,C1,,terminal（待校对）,terminal,Contexto: terminal.,例句待内容组补充（terminal）。,terminal.jpg,C1|adj|高级,专八,recta（待校对）,vaciar（待校对）,boy（待校对）,词库自动生成_待内容组校对
condicional,adj,n/a,C1,,condicional（待校对）,condicional,Contexto: condicional.,例句待内容组补充（condicional）。,condicional.jpg,C1|adj|高级,专八,documental（待校对）,resumir（待校对）,paris（待校对）,词库自动生成_待内容组校对
legislativo,adj,n/a,C1,,legislativo（待校对）,legislativo,Contexto: legislativo.,例句待内容组补充（legislativo）。,legislativo.jpg,C1|adj|高级,专八,increíblemente（待校对）,peruano（待校对）,introducción（待校对）,词库自动生成_待内容组校对
agotar,v,n/a,C1,,agotar（待校对）,agotar,Contexto: agotar.,例句待内容组补充（agotar）。,agotar.jpg,C1|v|变位|高级,专八,cigarro（待校对）,perla（待校对）,estrellar（待校对）,词库自动生成_待内容组校对
cubo,n,m,C1,,cubo（待校对）,cubo,Contexto: cubo.,例句待内容组补充（cubo）。,cubo.jpg,C1|n|高级,专八,institucional（待校对）,dictadura（待校对）,reflexionar（待校对）,词库自动生成_待内容组校对
perjudicar,v,n/a,C1,,perjudicar（待校对）,perjudicar,Contexto: perjudicar.,例句待内容组补充（perjudicar）。,perjudicar.jpg,C1|v|变位|高级,专八,díselo（待校对）,suárez（待校对）,nombrado（待校对）,词库自动生成_待内容组校对
secretaría,n,f,C1,,secretaría（待校对）,secretaría,Contexto: secretaría.,例句待内容组补充（secretaría）。,secretaría.jpg,C1|n|高级,专八,alienígena（待校对）,fluir（待校对）,amenazado（待校对）,词库自动生成_待内容组校对
goma,n,m,C1,,goma（待校对）,goma,Contexto: goma.,例句待内容组补充（goma）。,goma.jpg,C1|n|高级,专八,igualdad（待校对）,explotación（待校对）,madrileño（待校对）,词库自动生成_待内容组校对
directivo,adj,n/a,C1,,directivo（待校对）,directivo,Contexto: directivo.,例句待内容组补充（directivo）。,directivo.jpg,C1|adj|高级,专八,venezolano（待校对）,inconveniente（待校对）,paris（待校对）,词库自动生成_待内容组校对
tirador,n,m,C1,,tirador（待校对）,tirador,Contexto: tirador.,例句待内容组补充（tirador）。,tirador.jpg,C1|n|高级,专八,monetario（待校对）,séptimo（待校对）,psíquico（待校对）,词库自动生成_待内容组校对
pervertido,adj,n/a,C1,,pervertido（待校对）,pervertido,Contexto: pervertido.,例句待内容组补充（pervertido）。,pervertido.jpg,C1|adj|高级,专八,geográfico（待校对）,peruano（待校对）,obsesión（待校对）,词库自动生成_待内容组校对
inconveniente,n,n/a,C1,,inconveniente（待校对）,inconveniente,Contexto: inconveniente.,例句待内容组补充（inconveniente）。,inconveniente.jpg,C1|n|高级,专八,anthony（待校对）,iv（待校对）,introducción（待校对）,词库自动生成_待内容组校对
refugiado,n,m,C1,,refugiado（待校对）,refugiado,Contexto: refugiado.,例句待内容组补充（refugiado）。,refugiado.jpg,C1|n|高级,专八,cobertura（待校对）,suárez（待校对）,suspendido（待校对）,词库自动生成_待内容组校对
owen,n,n/a,C1,,owen（待校对）,owen,Contexto: owen.,例句待内容组补充（owen）。,owen.jpg,C1|n|高级,专八,vietnam（待校对）,compartido（待校对）,shawn（待校对）,词库自动生成_待内容组校对
monetario,adj,n/a,C1,,monetario（待校对）,monetario,Contexto: monetario.,例句待内容组补充（monetario）。,monetario.jpg,C1|adj|高级,专八,portal（待校对）,proclamar（待校对）,prometido（待校对）,词库自动生成_待内容组校对
hill,adv,n/a,C1,,hill（待校对）,hill,Contexto: hill.,例句待内容组补充（hill）。,hill.jpg,C1|adv|高级,专八,tobillo（待校对）,veterano（待校对）,remover（待校对）,词库自动生成_待内容组校对
pierre,adv,n/a,C1,,pierre（待校对）,pierre,Contexto: pierre.,例句待内容组补充（pierre）。,pierre.jpg,C1|adv|高级,专八,irak（待校对）,suspendido（待校对）,pacífico（待校对）,词库自动生成_待内容组校对
dañado,adj,n/a,C1,,dañado（待校对）,dañado,Contexto: dañado.,例句待内容组补充（dañado）。,dañado.jpg,C1|adj|高级,专八,justamente（待校对）,ochenta（待校对）,estelar（待校对）,词库自动生成_待内容组校对
matrícula,n,f,C1,,matrícula（待校对）,matrícula,Contexto: matrícula.,例句待内容组补充（matrícula）。,matrícula.jpg,C1|n|高级,专八,afortunadamente（待校对）,domicilio（待校对）,matthew（待校对）,词库自动生成_待内容组校对
alejandro,n,m,C1,,alejandro（待校对）,alejandro,Contexto: alejandro.,例句待内容组补充（alejandro）。,alejandro.jpg,C1|n|高级,专八,precedente（待校对）,bigote（待校对）,geografía（待校对）,词库自动生成_待内容组校对
enlace,n,n/a,C1,,enlace（待校对）,enlace,Contexto: enlace.,例句待内容组补充（enlace）。,enlace.jpg,C1|n|高级,专八,implicado（待校对）,freír（待校对）,alfredo（待校对）,词库自动生成_待内容组校对
suspendido,adj,n/a,C1,,suspendido（待校对）,suspendido,Contexto: suspendido.,例句待内容组补充（suspendido）。,suspendido.jpg,C1|adj|高级,专八,buque（待校对）,desplegar（待校对）,queria（待校对）,词库自动生成_待内容组校对
expansión,n,f,C1,,expansión（待校对）,expansión,Contexto: expansión.,例句待内容组补充（expansión）。,expansión.jpg,C1|n|高级,专八,keith（待校对）,astuto（待校对）,frágil（待校对）,词库自动生成_待内容组校对
águila,n,f,C1,,águila（待校对）,águila,Contexto: águila.,例句待内容组补充（águila）。,águila.jpg,C1|n|高级,专八,provincial（待校对）,retrasado（待校对）,deducir（待校对）,词库自动生成_待内容组校对
ingenuo,adj,n/a,C1,,ingenuo（待校对）,ingenuo,Contexto: ingenuo.,例句待内容组补充（ingenuo）。,ingenuo.jpg,C1|adj|高级,专八,órbita（待校对）,castellano（待校对）,malcolm（待校对）,词库自动生成_待内容组校对
sera,adv,n/a,C1,,sera（待校对）,sera,Contexto: sera.,例句待内容组补充（sera）。,sera.jpg,C1|adv|高级,专八,bretaña（待校对）,joaquín（待校对）,captura（待校对）,词库自动生成_待内容组校对
submarino,n,m,C1,,submarino（待校对）,submarino,Contexto: submarino.,例句待内容组补充（submarino）。,submarino.jpg,C1|n|高级,专八,xx（待校对）,secretaría（待校对）,bush（待校对）,词库自动生成_待内容组校对
vulnerable,adj,n/a,C1,,vulnerable（待校对）,vulnerable,Contexto: vulnerable.,例句待内容组补充（vulnerable）。,vulnerable.jpg,C1|adj|高级,专八,colar（待校对）,restante（待校对）,infectado（待校对）,词库自动生成_待内容组校对
cadera,n,f,C1,,cadera（待校对）,cadera,Contexto: cadera.,例句待内容组补充（cadera）。,cadera.jpg,C1|n|高级,专八,australia（待校对）,irak（待校对）,vano（待校对）,词库自动生成_待内容组校对
brillo,n,m,C1,,brillo（待校对）,brillo,Contexto: brillo.,例句待内容组补充（brillo）。,brillo.jpg,C1|n|高级,专八,astuto（待校对）,discreto（待校对）,perla（待校对）,词库自动生成_待内容组校对
utilidad,n,f,C1,,utilidad（待校对）,utilidad,Contexto: utilidad.,例句待内容组补充（utilidad）。,utilidad.jpg,C1|n|高级,专八,explotación（待校对）,efectivamente（待校对）,montaje（待校对）,词库自动生成_待内容组校对
acostado,adj,n/a,C1,,acostado（待校对）,acostado,Contexto: acostado.,例句待内容组补充（acostado）。,acostado.jpg,C1|adj|高级,专八,éi（待校对）,ídolo（待校对）,monetario（待校对）,词库自动生成_待内容组校对
reforzar,v,n/a,C1,,reforzar（待校对）,reforzar,Contexto: reforzar.,例句待内容组补充（reforzar）。,reforzar.jpg,C1|v|变位|高级,专八,algun（待校对）,déficit（待校对）,deprimido（待校对）,词库自动生成_待内容组校对
banca,n,f,C1,,banca（待校对）,banca,Contexto: banca.,例句待内容组补充（banca）。,banca.jpg,C1|n|高级,专八,ataúd（待校对）,autopsia（待校对）,complejo（待校对）,词库自动生成_待内容组校对
alfredo,n,m,C1,,alfredo（待校对）,alfredo,Contexto: alfredo.,例句待内容组补充（alfredo）。,alfredo.jpg,C1|n|高级,专八,soporte（待校对）,utilidad（待校对）,la habana（待校对）,词库自动生成_待内容组校对
panamá,n,n/a,C1,,panamá（待校对）,panamá,Contexto: panamá.,例句待内容组补充（panamá）。,panamá.jpg,C1|n|高级,专八,watson（待校对）,walker（待校对）,suspendido（待校对）,词库自动生成_待内容组校对
complicar,v,n/a,C1,,complicar（待校对）,complicar,Contexto: complicar.,例句待内容组补充（complicar）。,complicar.jpg,C1|v|变位|高级,专八,eficacia（待校对）,autopsia（待校对）,bloqueo（待校对）,词库自动生成_待内容组校对
costilla,n,f,C1,,costilla（待校对）,costilla,Contexto: costilla.,例句待内容组补充（costilla）。,costilla.jpg,C1|n|高级,专八,castilla（待校对）,orar（待校对）,malcolm（待校对）,词库自动生成_待内容组校对
inusual,adj,n/a,C1,,inusual（待校对）,inusual,Contexto: inusual.,例句待内容组补充（inusual）。,inusual.jpg,C1|adj|高级,专八,evidentemente（待校对）,aplicado（待校对）,obsesionado（待校对）,词库自动生成_待内容组校对
karl,adv,n/a,C1,,karl（待校对）,karl,Contexto: karl.,例句待内容组补充（karl）。,karl.jpg,C1|adv|高级,专八,ataúd（待校对）,dennis（待校对）,precisión（待校对）,词库自动生成_待内容组校对
salas,n,n/a,C1,,salas（待校对）,salas,Contexto: salas.,例句待内容组补充（salas）。,salas.jpg,C1|n|高级,专八,matthew（待校对）,afirmación（待校对）,graduar（待校对）,词库自动生成_待内容组校对
eficacia,n,f,C1,,eficacia（待校对）,eficacia,Contexto: eficacia.,例句待内容组补充（eficacia）。,eficacia.jpg,C1|n|高级,专八,desprender（待校对）,precaución（待校对）,eternidad（待校对）,词库自动生成_待内容组校对
postal,adj,n/a,C1,,postal（待校对）,postal,Contexto: postal.,例句待内容组补充（postal）。,postal.jpg,C1|adj|高级,专八,quema（待校对）,bretaña（待校对）,cometa（待校对）,词库自动生成_待内容组校对
manga,n,f,C1,,manga（待校对）,manga,Contexto: manga.,例句待内容组补充（manga）。,manga.jpg,C1|n|高级,专八,fiscalía（待校对）,expansión（待校对）,igualdad（待校对）,词库自动生成_待内容组校对
remitir,v,n/a,C1,,remitir（待校对）,remitir,Contexto: remitir.,例句待内容组补充（remitir）。,remitir.jpg,C1|v|变位|高级,专八,admirador（待校对）,órbita（待校对）,gatito（待校对）,词库自动生成_待内容组校对
interponer,v,n/a,C1,,interponer（待校对）,interponer,Contexto: interponer.,例句待内容组补充（interponer）。,interponer.jpg,C1|v|变位|高级,专八,keith（待校对）,panamá（待校对）,afeitar（待校对）,词库自动生成_待内容组校对
quema,n,m,C1,,quema（待校对）,quema,Contexto: quema.,例句待内容组补充（quema）。,quema.jpg,C1|n|高级,专八,bigote（待校对）,australia（待校对）,matrícula（待校对）,词库自动生成_待内容组校对
supuestamente,adv,n/a,C1,,supuestamente（待校对）,supuestamente,Contexto: supuestamente.,例句待内容组补充（supuestamente）。,supuestamente.jpg,C1|adv|高级,专八,willie（待校对）,deprimido（待校对）,estímulo（待校对）,词库自动生成_待内容组校对
israelí,adj,n/a,C1,,israelí（待校对）,israelí,Contexto: israelí.,例句待内容组补充（israelí）。,israelí.jpg,C1|adj|高级,专八,evolucionar（待校对）,bloqueo（待校对）,walker（待校对）,词库自动生成_待内容组校对
nido,n,m,C1,,nido（待校对）,nido,Contexto: nido.,例句待内容组补充（nido）。,nido.jpg,C1|n|高级,专八,balcón（待校对）,liz（待校对）,susto（待校对）,词库自动生成_待内容组校对
susto,n,m,C1,,susto（待校对）,susto,Contexto: susto.,例句待内容组补充（susto）。,susto.jpg,C1|n|高级,专八,demócrata（待校对）,polémica（待校对）,setenta（待校对）,词库自动生成_待内容组校对
ídolo,n,m,C1,,ídolo（待校对）,ídolo,Contexto: ídolo.,例句待内容组补充（ídolo）。,ídolo.jpg,C1|n|高级,专八,lincoln（待校对）,juramento（待校对）,sanguíneo（待校对）,词库自动生成_待内容组校对
provincial,adj,n/a,C1,,provincial（待校对）,provincial,Contexto: provincial.,例句待内容组补充（provincial）。,provincial.jpg,C1|adj|高级,专八,honrado（待校对）,montado（待校对）,escuadrón（待校对）,词库自动生成_待内容组校对
rol,n,n/a,C1,,rol（待校对）,rol,Contexto: rol.,例句待内容组补充（rol）。,rol.jpg,C1|n|高级,专八,refugiado（待校对）,owen（待校对）,ladrillo（待校对）,词库自动生成_待内容组校对
egipto,n,m,C1,,egipto（待校对）,egipto,Contexto: egipto.,例句待内容组补充（egipto）。,egipto.jpg,C1|n|高级,专八,terminal（待校对）,complejo（待校对）,observador（待校对）,词库自动生成_待内容组校对
luchador,n,m,C1,,luchador（待校对）,luchador,Contexto: luchador.,例句待内容组补充（luchador）。,luchador.jpg,C1|n|高级,专八,nacionalista（待校对）,motel（待校对）,harris（待校对）,词库自动生成_待内容组校对
infectado,adj,n/a,C1,,infectado（待校对）,infectado,Contexto: infectado.,例句待内容组补充（infectado）。,infectado.jpg,C1|adj|高级,专八,ladrillo（待校对）,secretaría（待校对）,la habana（待校对）,词库自动生成_待内容组校对
veterano,n,m,C1,,veterano（待校对）,veterano,Contexto: veterano.,例句待内容组补充（veterano）。,veterano.jpg,C1|n|高级,专八,brigada（待校对）,caroline（待校对）,apetito（待校对）,词库自动生成_待内容组校对
cultivar,v,n/a,C1,,cultivar（待校对）,cultivar,Contexto: cultivar.,例句待内容组补充（cultivar）。,cultivar.jpg,C1|v|变位|高级,专八,admirador（待校对）,leve（待校对）,práctico（待校对）,词库自动生成_待内容组校对
suicida,adj,n/a,C1,,suicida（待校对）,suicida,Contexto: suicida.,例句待内容组补充（suicida）。,suicida.jpg,C1|adj|高级,专八,afortunadamente（待校对）,boy（待校对）,hong（待校对）,词库自动生成_待内容组校对
fundador,n,m,C1,,fundador（待校对）,fundador,Contexto: fundador.,例句待内容组补充（fundador）。,fundador.jpg,C1|n|高级,专八,entrenado（待校对）,eternidad（待校对）,lesbiano（待校对）,词库自动生成_待内容组校对
lateral,adj,n/a,C1,,lateral（待校对）,lateral,Contexto: lateral.,例句待内容组补充（lateral）。,lateral.jpg,C1|adj|高级,专八,lorenzo（待校对）,suprema（待校对）,adicto（待校对）,词库自动生成_待内容组校对
