lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
explosivo,n,m,C2,,explosivo（待校对）,explosivo,Contexto: explosivo.,例句待内容组补充（explosivo）。,explosivo.jpg,C2|n|高级,专八,sillón（待校对）,gibbs（待校对）,blando（待校对）,词库自动生成_待内容组校对
brindis,n,f,C2,,brindis（待校对）,brindis,Contexto: brindis.,例句待内容组补充（brindis）。,brindis.jpg,C2|n|高级,专八,ofensiva（待校对）,protector（待校对）,sofisticado（待校对）,词库自动生成_待内容组校对
ginebra,n,f,C2,,ginebra（待校对）,ginebra,Contexto: ginebra.,例句待内容组补充（ginebra）。,ginebra.jpg,C2|n|高级,专八,desesperación（待校对）,considerable（待校对）,bandeja（待校对）,词库自动生成_待内容组校对
ebrio,adj,n/a,C2,,ebrio（待校对）,ebrio,Contexto: ebrio.,例句待内容组补充（ebrio）。,ebrio.jpg,C2|adj|高级,专八,porción（待校对）,taco（待校对）,tercio（待校对）,词库自动生成_待内容组校对
estreno,n,m,C2,,estreno（待校对）,estreno,Contexto: estreno.,例句待内容组补充（estreno）。,estreno.jpg,C2|n|高级,专八,ingeniería（待校对）,ralph（待校对）,lance（待校对）,词库自动生成_待内容组校对
fractura,n,f,C2,,fractura（待校对）,fractura,Contexto: fractura.,例句待内容组补充（fractura）。,fractura.jpg,C2|n|高级,专八,fugitivo（待校对）,algodón（待校对）,ausente（待校对）,词库自动生成_待内容组校对
go,n,m,C2,,go（待校对）,go,Contexto: go.,例句待内容组补充（go）。,go.jpg,C2|n|高级,专八,salvación（待校对）,indicio（待校对）,concentrado（待校对）,词库自动生成_待内容组校对
hongo,n,m,C2,,hongo（待校对）,hongo,Contexto: hongo.,例句待内容组补充（hongo）。,hongo.jpg,C2|n|高级,专八,maletín（待校对）,félix（待校对）,sammy（待校对）,词库自动生成_待内容组校对
maletín,n,n/a,C2,,maletín（待校对）,maletín,Contexto: maletín.,例句待内容组补充（maletín）。,maletín.jpg,C2|n|高级,专八,taco（待校对）,superficial（待校对）,ligeramente（待校对）,词库自动生成_待内容组校对
tambor,n,m,C2,,tambor（待校对）,tambor,Contexto: tambor.,例句待内容组补充（tambor）。,tambor.jpg,C2|n|高级,专八,quizas（待校对）,mason（待校对）,ralph（待校对）,词库自动生成_待内容组校对
jin,adv,n/a,C2,,jin（待校对）,jin,Contexto: jin.,例句待内容组补充（jin）。,jin.jpg,C2|adv|高级,专八,maletín（待校对）,cereal（待校对）,liquidar（待校对）,词库自动生成_待内容组校对
publicitario,adj,n/a,C2,,publicitario（待校对）,publicitario,Contexto: publicitario.,例句待内容组补充（publicitario）。,publicitario.jpg,C2|adj|高级,专八,orina（待校对）,asociar（待校对）,vestuario（待校对）,词库自动生成_待内容组校对
trece,n,n/a,C2,,trece（待校对）,trece,Contexto: trece.,例句待内容组补充（trece）。,trece.jpg,C2|n|高级,专八,equivalente（待校对）,calibrar（待校对）,chimenea（待校对）,词库自动生成_待内容组校对
subasta,n,f,C2,,subasta（待校对）,subasta,Contexto: subasta.,例句待内容组补充（subasta）。,subasta.jpg,C2|n|高级,专八,financiación（待校对）,coser（待校对）,enfermería（待校对）,词库自动生成_待内容组校对
kennedy,adv,n/a,C2,,kennedy（待校对）,kennedy,Contexto: kennedy.,例句待内容组补充（kennedy）。,kennedy.jpg,C2|adv|高级,专八,trama（待校对）,granjero（待校对）,convocatoria（待校对）,词库自动生成_待内容组校对
traslado,n,m,C2,,traslado（待校对）,traslado,Contexto: traslado.,例句待内容组补充（traslado）。,traslado.jpg,C2|n|高级,专八,finca（待校对）,amiguito（待校对）,vagina（待校对）,词库自动生成_待内容组校对
vergonzoso,adj,n/a,C2,,vergonzoso（待校对）,vergonzoso,Contexto: vergonzoso.,例句待内容组补充（vergonzoso）。,vergonzoso.jpg,C2|adj|高级,专八,tentación（待校对）,publicitario（待校对）,blando（待校对）,词库自动生成_待内容组校对
indicio,n,m,C2,,indicio（待校对）,indicio,Contexto: indicio.,例句待内容组补充（indicio）。,indicio.jpg,C2|n|高级,专八,debilitar（待校对）,seleccionado（待校对）,desvanecer（待校对）,词库自动生成_待内容组校对
latir,v,n/a,C2,,latir（待校对）,latir,Contexto: latir.,例句待内容组补充（latir）。,latir.jpg,C2|v|变位|高级,专八,sobrepasar（待校对）,grecia（待校对）,cumplimiento（待校对）,词库自动生成_待内容组校对
bandido,n,m,C2,,bandido（待校对）,bandido,Contexto: bandido.,例句待内容组补充（bandido）。,bandido.jpg,C2|n|高级,专八,sudor（待校对）,radar（待校对）,lotería（待校对）,词库自动生成_待内容组校对
noción,n,f,C2,,noción（待校对）,noción,Contexto: noción.,例句待内容组补充（noción）。,noción.jpg,C2|n|高级,专八,quito（待校对）,estacionar（待校对）,cretino（待校对）,词库自动生成_待内容组校对
expedición,n,f,C2,,expedición（待校对）,expedición,Contexto: expedición.,例句待内容组补充（expedición）。,expedición.jpg,C2|n|高级,专八,capullo（待校对）,ortega（待校对）,poético（待校对）,词库自动生成_待内容组校对
planteamiento,n,m,C2,,planteamiento（待校对）,planteamiento,Contexto: planteamiento.,例句待内容组补充（planteamiento）。,planteamiento.jpg,C2|n|高级,专八,desvanecer（待校对）,legislación（待校对）,aparcar（待校对）,词库自动生成_待内容组校对
racional,adj,n/a,C2,,racional（待校对）,racional,Contexto: racional.,例句待内容组补充（racional）。,racional.jpg,C2|adj|高级,专八,ligeramente（待校对）,ampliación（待校对）,expandir（待校对）,词库自动生成_待内容组校对
tóxico,adj,n/a,C2,,tóxico（待校对）,tóxico,Contexto: tóxico.,例句待内容组补充（tóxico）。,tóxico.jpg,C2|adj|高级,专八,maricón（待校对）,acomodar（待校对）,cancha（待校对）,词库自动生成_待内容组校对
onu,n,n/a,C2,,onu（待校对）,onu,Contexto: onu.,例句待内容组补充（onu）。,onu.jpg,C2|n|高级,专八,nicole（待校对）,quito（待校对）,ashley（待校对）,词库自动生成_待内容组校对
excitar,v,n/a,C2,,excitar（待校对）,excitar,Contexto: excitar.,例句待内容组补充（excitar）。,excitar.jpg,C2|v|变位|高级,专八,tercio（待校对）,enfermería（待校对）,noción（待校对）,词库自动生成_待内容组校对
gratuito,adj,n/a,C2,,gratuito（待校对）,gratuito,Contexto: gratuito.,例句待内容组补充（gratuito）。,gratuito.jpg,C2|adj|高级,专八,burla（待校对）,ampliación（待校对）,respiro（待校对）,词库自动生成_待内容组校对
protector,n,m,C2,,protector（待校对）,protector,Contexto: protector.,例句待内容组补充（protector）。,protector.jpg,C2|n|高级,专八,crucero（待校对）,consolidar（待校对）,bus（待校对）,词库自动生成_待内容组校对
coco,n,m,C2,,coco（待校对）,coco,Contexto: coco.,例句待内容组补充（coco）。,coco.jpg,C2|n|高级,专八,relativamente（待校对）,ocasionar（待校对）,sudor（待校对）,词库自动生成_待内容组校对
envidia,n,f,C2,,envidia（待校对）,envidia,Contexto: envidia.,例句待内容组补充（envidia）。,envidia.jpg,C2|n|高级,专八,rosario（待校对）,honrar（待校对）,portada（待校对）,词库自动生成_待内容组校对
quito,n,m,C2,,quito（待校对）,quito,Contexto: quito.,例句待内容组补充（quito）。,quito.jpg,C2|n|高级,专八,ocasionar（待校对）,imprescindible（待校对）,estrecho（待校对）,词库自动生成_待内容组校对
gibbs,adv,n/a,C2,,gibbs（待校对）,gibbs,Contexto: gibbs.,例句待内容组补充（gibbs）。,gibbs.jpg,C2|adv|高级,专八,algodón（待校对）,anfitrión（待校对）,sillón（待校对）,词库自动生成_待内容组校对
correos,n,n/a,C2,,correos（待校对）,correos,Contexto: correos.,例句待内容组补充（correos）。,correos.jpg,C2|n|高级,专八,suspensión（待校对）,marea（待校对）,baloncesto（待校对）,词库自动生成_待内容组校对
aterrador,adj,n/a,C2,,aterrador（待校对）,aterrador,Contexto: aterrador.,例句待内容组补充（aterrador）。,aterrador.jpg,C2|adj|高级,专八,nuez（待校对）,cuaderno（待校对）,inflación（待校对）,词库自动生成_待内容组校对
poético,adj,n/a,C2,,poético（待校对）,poético,Contexto: poético.,例句待内容组补充（poético）。,poético.jpg,C2|adj|高级,专八,lotería（待校对）,telegrama（待校对）,carolina（待校对）,词库自动生成_待内容组校对
humedad,n,f,C2,,humedad（待校对）,humedad,Contexto: humedad.,例句待内容组补充（humedad）。,humedad.jpg,C2|n|高级,专八,wendy（待校对）,contraer（待校对）,star（待校对）,词库自动生成_待内容组校对
vodka,n,f,C2,,vodka（待校对）,vodka,Contexto: vodka.,例句待内容组补充（vodka）。,vodka.jpg,C2|n|高级,专八,jamón（待校对）,uva（待校对）,portada（待校对）,词库自动生成_待内容组校对
coser,v,n/a,C2,,coser（待校对）,coser,Contexto: coser.,例句待内容组补充（coser）。,coser.jpg,C2|v|变位|高级,专八,vestuario（待校对）,estacionar（待校对）,generalizar（待校对）,词库自动生成_待内容组校对
expandir,v,n/a,C2,,expandir（待校对）,expandir,Contexto: expandir.,例句待内容组补充（expandir）。,expandir.jpg,C2|v|变位|高级,专八,tracy（待校对）,batman（待校对）,polaco（待校对）,词库自动生成_待内容组校对
abandono,n,m,C2,,abandono（待校对）,abandono,Contexto: abandono.,例句待内容组补充（abandono）。,abandono.jpg,C2|n|高级,专八,pescador（待校对）,ocasionar（待校对）,vagabundo（待校对）,词库自动生成_待内容组校对
hall,n,n/a,C2,,hall（待校对）,hall,Contexto: hall.,例句待内容组补充（hall）。,hall.jpg,C2|n|高级,专八,nora（待校对）,jin（待校对）,imaginario（待校对）,词库自动生成_待内容组校对
editar,v,n/a,C2,,editar（待校对）,editar,Contexto: editar.,例句待内容组补充（editar）。,editar.jpg,C2|v|变位|高级,专八,prolongar（待校对）,orina（待校对）,generalizar（待校对）,词库自动生成_待内容组校对
telegrama,n,m,C2,,telegrama（待校对）,telegrama,Contexto: telegrama.,例句待内容组补充（telegrama）。,telegrama.jpg,C2|n|高级,专八,dominante（待校对）,coco（待校对）,extenso（待校对）,词库自动生成_待内容组校对
vagina,n,f,C2,,vagina（待校对）,vagina,Contexto: vagina.,例句待内容组补充（vagina）。,vagina.jpg,C2|n|高级,专八,contraer（待校对）,podrido（待校对）,em（待校对）,词库自动生成_待内容组校对
centenar,n,n/a,C2,,centenar（待校对）,centenar,Contexto: centenar.,例句待内容组补充（centenar）。,centenar.jpg,C2|n|高级,专八,repentino（待校对）,jamón（待校对）,abandono（待校对）,词库自动生成_待内容组校对
retorno,n,m,C2,,retorno（待校对）,retorno,Contexto: retorno.,例句待内容组补充（retorno）。,retorno.jpg,C2|n|高级,专八,vodka（待校对）,craig（待校对）,regir（待校对）,词库自动生成_待内容组校对
delgado,adj,n/a,C2,,delgado（待校对）,delgado,Contexto: delgado.,例句待内容组补充（delgado）。,delgado.jpg,C2|adj|高级,专八,house（待校对）,voltear（待校对）,defensivo（待校对）,词库自动生成_待内容组校对
demostración,n,f,C2,,demostración（待校对）,demostración,Contexto: demostración.,例句待内容组补充（demostración）。,demostración.jpg,C2|n|高级,专八,relativamente（待校对）,clan（待校对）,descifrar（待校对）,词库自动生成_待内容组校对
asiático,adj,n/a,C2,,asiático（待校对）,asiático,Contexto: asiático.,例句待内容组补充（asiático）。,asiático.jpg,C2|adj|高级,专八,contaminación（待校对）,melodía（待校对）,enfermería（待校对）,词库自动生成_待内容组校对
plástico,adj,n/a,C2,,plástico（待校对）,plástico,Contexto: plástico.,例句待内容组补充（plástico）。,plástico.jpg,C2|adj|高级,专八,subida（待校对）,respiro（待校对）,descifrar（待校对）,词库自动生成_待内容组校对
baby,n,n/a,C2,,baby（待校对）,baby,Contexto: baby.,例句待内容组补充（baby）。,baby.jpg,C2|n|高级,专八,andalucía（待校对）,filósofo（待校对）,cordero（待校对）,词库自动生成_待内容组校对
receptor,n,m,C2,,receptor（待校对）,receptor,Contexto: receptor.,例句待内容组补充（receptor）。,receptor.jpg,C2|n|高级,专八,quizas（待校对）,adelantado（待校对）,capilla（待校对）,词库自动生成_待内容组校对
sanción,n,f,C2,,sanción（待校对）,sanción,Contexto: sanción.,例句待内容组补充（sanción）。,sanción.jpg,C2|n|高级,专八,derrumbar（待校对）,desesperación（待校对）,todavia（待校对）,词库自动生成_待内容组校对
catedral,n,n/a,C2,,catedral（待校对）,catedral,Contexto: catedral.,例句待内容组补充（catedral）。,catedral.jpg,C2|n|高级,专八,tentación（待校对）,aparcar（待校对）,cría（待校对）,词库自动生成_待内容组校对
monumento,n,m,C2,,monumento（待校对）,monumento,Contexto: monumento.,例句待内容组补充（monumento）。,monumento.jpg,C2|n|高级,专八,contraer（待校对）,calibrar（待校对）,anfitrión（待校对）,词库自动生成_待内容组校对
héctor,n,m,C2,,héctor（待校对）,héctor,Contexto: héctor.,例句待内容组补充（héctor）。,héctor.jpg,C2|n|高级,专八,travis（待校对）,prolongar（待校对）,ortega（待校对）,词库自动生成_待内容组校对
regir,v,n/a,C2,,regir（待校对）,regir,Contexto: regir.,例句待内容组补充（regir）。,regir.jpg,C2|v|变位|高级,专八,normalidad（待校对）,sobrepasar（待校对）,guillermo（待校对）,词库自动生成_待内容组校对
tokio,n,m,C2,,tokio（待校对）,tokio,Contexto: tokio.,例句待内容组补充（tokio）。,tokio.jpg,C2|n|高级,专八,vestuario（待校对）,asiático（待校对）,coser（待校对）,词库自动生成_待内容组校对
niñito,n,m,C2,,niñito（待校对）,niñito,Contexto: niñito.,例句待内容组补充（niñito）。,niñito.jpg,C2|n|高级,专八,contradicción（待校对）,aparcar（待校对）,colaborador（待校对）,词库自动生成_待内容组校对
ausente,adj,n/a,C2,,ausente（待校对）,ausente,Contexto: ausente.,例句待内容组补充（ausente）。,ausente.jpg,C2|adj|高级,专八,derrumbar（待校对）,audrey（待校对）,adelantado（待校对）,词库自动生成_待内容组校对
b.,adv,n/a,C2,,b.（待校对）,b.,Contexto: b..,例句待内容组补充（b.）。,b.jpg,C2|adv|高级,专八,sutil（待校对）,difunto（待校对）,sueco（待校对）,词库自动生成_待内容组校对
presentimiento,n,m,C2,,presentimiento（待校对）,presentimiento,Contexto: presentimiento.,例句待内容组补充（presentimiento）。,presentimiento.jpg,C2|n|高级,专八,convocatoria（待校对）,traslado（待校对）,otan（待校对）,词库自动生成_待内容组校对
drogado,adj,n/a,C2,,drogado（待校对）,drogado,Contexto: drogado.,例句待内容组补充（drogado）。,drogado.jpg,C2|adj|高级,专八,furia（待校对）,liquidar（待校对）,leonard（待校对）,词库自动生成_待内容组校对
inmigrante,n,n/a,C2,,inmigrante（待校对）,inmigrante,Contexto: inmigrante.,例句待内容组补充（inmigrante）。,inmigrante.jpg,C2|n|高级,专八,niñito（待校对）,rudo（待校对）,cría（待校对）,词库自动生成_待内容组校对
difusión,n,f,C2,,difusión（待校对）,difusión,Contexto: difusión.,例句待内容组补充（difusión）。,difusión.jpg,C2|n|高级,专八,contaminación（待校对）,corrupto（待校对）,difunto（待校对）,词库自动生成_待内容组校对
leonard,adv,n/a,C2,,leonard（待校对）,leonard,Contexto: leonard.,例句待内容组补充（leonard）。,leonard.jpg,C2|adv|高级,专八,despreciar（待校对）,tercio（待校对）,coco（待校对）,词库自动生成_待内容组校对
honrar,v,n/a,C2,,honrar（待校对）,honrar,Contexto: honrar.,例句待内容组补充（honrar）。,honrar.jpg,C2|v|变位|高级,专八,sanción（待校对）,ashley（待校对）,expedición（待校对）,词库自动生成_待内容组校对
imprescindible,adj,n/a,C2,,imprescindible（待校对）,imprescindible,Contexto: imprescindible.,例句待内容组补充（imprescindible）。,imprescindible.jpg,C2|adj|高级,专八,teatral（待校对）,descarga（待校对）,asignado（待校对）,词库自动生成_待内容组校对
contraer,v,n/a,C2,,contraer（待校对）,contraer,Contexto: contraer.,例句待内容组补充（contraer）。,contraer.jpg,C2|v|变位|高级,专八,we（待校对）,intimidad（待校对）,dinámica（待校对）,词库自动生成_待内容组校对
reagan,adv,n/a,C2,,reagan（待校对）,reagan,Contexto: reagan.,例句待内容组补充（reagan）。,reagan.jpg,C2|adv|高级,专八,disputa（待校对）,burbuja（待校对）,humedad（待校对）,词库自动生成_待内容组校对
radar,n,n/a,C2,,radar（待校对）,radar,Contexto: radar.,例句待内容组补充（radar）。,radar.jpg,C2|n|高级,专八,shane（待校对）,cretino（待校对）,receptor（待校对）,词库自动生成_待内容组校对
turco,n,m,C2,,turco（待校对）,turco,Contexto: turco.,例句待内容组补充（turco）。,turco.jpg,C2|n|高级,专八,estética（待校对）,doscientos（待校对）,arrebatar（待校对）,词库自动生成_待内容组校对
intacto,adj,n/a,C2,,intacto（待校对）,intacto,Contexto: intacto.,例句待内容组补充（intacto）。,intacto.jpg,C2|adj|高级,专八,intérprete（待校对）,devorar（待校对）,allen（待校对）,词库自动生成_待内容组校对
gala,n,f,C2,,gala（待校对）,gala,Contexto: gala.,例句待内容组补充（gala）。,gala.jpg,C2|n|高级,专八,glorioso（待校对）,estreno（待校对）,inmigrante（待校对）,词库自动生成_待内容组校对
bandeja,n,f,C2,,bandeja（待校对）,bandeja,Contexto: bandeja.,例句待内容组补充（bandeja）。,bandeja.jpg,C2|n|高级,专八,allison（待校对）,subida（待校对）,respectivamente（待校对）,词库自动生成_待内容组校对
superficial,adj,n/a,C2,,superficial（待校对）,superficial,Contexto: superficial.,例句待内容组补充（superficial）。,superficial.jpg,C2|adj|高级,专八,b.（待校对）,travis（待校对）,derrumbar（待校对）,词库自动生成_待内容组校对
cóctel,n,n/a,C2,,cóctel（待校对）,cóctel,Contexto: cóctel.,例句待内容组补充（cóctel）。,cóctel.jpg,C2|n|高级,专八,intacto（待校对）,jabón（待校对）,tejado（待校对）,词库自动生成_待内容组校对
convencional,adj,n/a,C2,,convencional（待校对）,convencional,Contexto: convencional.,例句待内容组补充（convencional）。,convencional.jpg,C2|adj|高级,专八,alabar（待校对）,cuaderno（待校对）,contaminación（待校对）,词库自动生成_待内容组校对
estrecho,adj,n/a,C2,,estrecho（待校对）,estrecho,Contexto: estrecho.,例句待内容组补充（estrecho）。,estrecho.jpg,C2|adj|高级,专八,mochila（待校对）,inyectar（待校对）,excitar（待校对）,词库自动生成_待内容组校对
rudo,adj,n/a,C2,,rudo（待校对）,rudo,Contexto: rudo.,例句待内容组补充（rudo）。,rudo.jpg,C2|adj|高级,专八,diferenciar（待校对）,abandono（待校对）,we（待校对）,词库自动生成_待内容组校对
podrido,adj,n/a,C2,,podrido（待校对）,podrido,Contexto: podrido.,例句待内容组补充（podrido）。,podrido.jpg,C2|adj|高级,专八,presentimiento（待校对）,chimenea（待校对）,fugitivo（待校对）,词库自动生成_待内容组校对
despreciar,v,n/a,C2,,despreciar（待校对）,despreciar,Contexto: despreciar.,例句待内容组补充（despreciar）。,despreciar.jpg,C2|v|变位|高级,专八,go（待校对）,shane（待校对）,presentimiento（待校对）,词库自动生成_待内容组校对
amistoso,adj,n/a,C2,,amistoso（待校对）,amistoso,Contexto: amistoso.,例句待内容组补充（amistoso）。,amistoso.jpg,C2|adj|高级,专八,imprescindible（待校对）,lane（待校对）,diane（待校对）,词库自动生成_待内容组校对
venda,n,f,C2,,venda（待校对）,venda,Contexto: venda.,例句待内容组补充（venda）。,venda.jpg,C2|n|高级,专八,restricción（待校对）,desvanecer（待校对）,green（待校对）,词库自动生成_待内容组校对
vulgar,adj,n/a,C2,,vulgar（待校对）,vulgar,Contexto: vulgar.,例句待内容组补充（vulgar）。,vulgar.jpg,C2|adj|高级,专八,torpe（待校对）,sueco（待校对）,love（待校对）,词库自动生成_待内容组校对
finca,n,f,C2,,finca（待校对）,finca,Contexto: finca.,例句待内容组补充（finca）。,finca.jpg,C2|n|高级,专八,love（待校对）,vulgar（待校对）,mansión（待校对）,词库自动生成_待内容组校对
respectivamente,adv,n/a,C2,,respectivamente（待校对）,respectivamente,Contexto: respectivamente.,例句待内容组补充（respectivamente）。,respectivamente.jpg,C2|adv|高级,专八,abarcar（待校对）,ampliación（待校对）,calibrar（待校对）,词库自动生成_待内容组校对
enfermería,n,f,C2,,enfermería（待校对）,enfermería,Contexto: enfermería.,例句待内容组补充（enfermería）。,enfermería.jpg,C2|n|高级,专八,brindis（待校对）,pescador（待校对）,matón（待校对）,词库自动生成_待内容组校对
connor,adv,n/a,C2,,connor（待校对）,connor,Contexto: connor.,例句待内容组补充（connor）。,connor.jpg,C2|adv|高级,专八,colaborador（待校对）,receptor（待校对）,exilio（待校对）,词库自动生成_待内容组校对
riley,adv,n/a,C2,,riley（待校对）,riley,Contexto: riley.,例句待内容组补充（riley）。,riley.jpg,C2|adv|高级,专八,imprescindible（待校对）,convento（待校对）,seleccionar（待校对）,词库自动生成_待内容组校对
baloncesto,n,m,C2,,baloncesto（待校对）,baloncesto,Contexto: baloncesto.,例句待内容组补充（baloncesto）。,baloncesto.jpg,C2|n|高级,专八,ocasionar（待校对）,vacuna（待校对）,star（待校对）,词库自动生成_待内容组校对
ideología,n,f,C2,,ideología（待校对）,ideología,Contexto: ideología.,例句待内容组补充（ideología）。,ideología.jpg,C2|n|高级,专八,audrey（待校对）,otan（待校对）,all（待校对）,词库自动生成_待内容组校对
sofía,n,f,C2,,sofía（待校对）,sofía,Contexto: sofía.,例句待内容组补充（sofía）。,sofía.jpg,C2|n|高级,专八,defensivo（待校对）,correos（待校对）,pepe（待校对）,词库自动生成_待内容组校对
cortesía,n,f,C2,,cortesía（待校对）,cortesía,Contexto: cortesía.,例句待内容组补充（cortesía）。,cortesía.jpg,C2|n|高级,专八,infinito（待校对）,pepe（待校对）,vulgar（待校对）,词库自动生成_待内容组校对
prolongar,v,n/a,C2,,prolongar（待校对）,prolongar,Contexto: prolongar.,例句待内容组补充（prolongar）。,prolongar.jpg,C2|v|变位|高级,专八,algodón（待校对）,telegrama（待校对）,sueco（待校对）,词库自动生成_待内容组校对
alabar,v,n/a,C2,,alabar（待校对）,alabar,Contexto: alabar.,例句待内容组补充（alabar）。,alabar.jpg,C2|v|变位|高级,专八,black（待校对）,pino（待校对）,moderado（待校对）,词库自动生成_待内容组校对
mason,adv,n/a,C2,,mason（待校对）,mason,Contexto: mason.,例句待内容组补充（mason）。,mason.jpg,C2|adv|高级,专八,derrumbar（待校对）,tokio（待校对）,ranchar（待校对）,词库自动生成_待内容组校对
quizas,adv,n/a,C2,,quizas（待校对）,quizas,Contexto: quizas.,例句待内容组补充（quizas）。,quizas.jpg,C2|adv|高级,专八,presentimiento（待校对）,orina（待校对）,finanza（待校对）,词库自动生成_待内容组校对
ortega,n,f,C2,,ortega（待校对）,ortega,Contexto: ortega.,例句待内容组补充（ortega）。,ortega.jpg,C2|n|高级,专八,asiático（待校对）,sofía（待校对）,grecia（待校对）,词库自动生成_待内容组校对
descifrar,v,n/a,C2,,descifrar（待校对）,descifrar,Contexto: descifrar.,例句待内容组补充（descifrar）。,descifrar.jpg,C2|v|变位|高级,专八,convento（待校对）,estándar（待校对）,amistoso（待校对）,词库自动生成_待内容组校对
cerradura,n,f,C2,,cerradura（待校对）,cerradura,Contexto: cerradura.,例句待内容组补充（cerradura）。,cerradura.jpg,C2|n|高级,专八,coco（待校对）,presumir（待校对）,brutal（待校对）,词库自动生成_待内容组校对
conmover,v,n/a,C2,,conmover（待校对）,conmover,Contexto: conmover.,例句待内容组补充（conmover）。,conmover.jpg,C2|v|变位|高级,专八,house（待校对）,sammy（待校对）,baby（待校对）,词库自动生成_待内容组校对
foro,n,m,C2,,foro（待校对）,foro,Contexto: foro.,例句待内容组补充（foro）。,foro.jpg,C2|n|高级,专八,porción（待校对）,cretino（待校对）,sammy（待校对）,词库自动生成_待内容组校对
candidatura,n,f,C2,,candidatura（待校对）,candidatura,Contexto: candidatura.,例句待内容组补充（candidatura）。,candidatura.jpg,C2|n|高级,专八,modales（待校对）,cumplimiento（待校对）,radar（待校对）,词库自动生成_待内容组校对
puñado,n,m,C2,,puñado（待校对）,puñado,Contexto: puñado.,例句待内容组补充（puñado）。,puñado.jpg,C2|n|高级,专八,lotería（待校对）,rosario（待校对）,debilitar（待校对）,词库自动生成_待内容组校对
liam,adv,n/a,C2,,liam（待校对）,liam,Contexto: liam.,例句待内容组补充（liam）。,liam.jpg,C2|adv|高级,专八,envenenar（待校对）,ashley（待校对）,estacionar（待校对）,词库自动生成_待内容组校对
ahorcar,v,n/a,C2,,ahorcar（待校对）,ahorcar,Contexto: ahorcar.,例句待内容组补充（ahorcar）。,ahorcar.jpg,C2|v|变位|高级,专八,arturo（待校对）,generalizar（待校对）,estrecho（待校对）,词库自动生成_待内容组校对
colin,adv,n/a,C2,,colin（待校对）,colin,Contexto: colin.,例句待内容组补充（colin）。,colin.jpg,C2|adv|高级,专八,acomodar（待校对）,quito（待校对）,capilla（待校对）,词库自动生成_待内容组校对
amiguito,n,m,C2,,amiguito（待校对）,amiguito,Contexto: amiguito.,例句待内容组补充（amiguito）。,amiguito.jpg,C2|n|高级,专八,descifrar（待校对）,resaltar（待校对）,leonard（待校对）,词库自动生成_待内容组校对
contradicción,n,f,C2,,contradicción（待校对）,contradicción,Contexto: contradicción.,例句待内容组补充（contradicción）。,contradicción.jpg,C2|n|高级,专八,maricón（待校对）,publicitario（待校对）,craig（待校对）,词库自动生成_待内容组校对
crucero,n,m,C2,,crucero（待校对）,crucero,Contexto: crucero.,例句待内容组补充（crucero）。,crucero.jpg,C2|n|高级,专八,inyectar（待校对）,reagan（待校对）,alexander（待校对）,词库自动生成_待内容组校对
fugitivo,adj,n/a,C2,,fugitivo（待校对）,fugitivo,Contexto: fugitivo.,例句待内容组补充（fugitivo）。,fugitivo.jpg,C2|adj|高级,专八,quito（待校对）,lance（待校对）,cojo（待校对）,词库自动生成_待内容组校对
martillo,n,m,C2,,martillo（待校对）,martillo,Contexto: martillo.,例句待内容组补充（martillo）。,martillo.jpg,C2|n|高级,专八,filósofo（待校对）,regir（待校对）,financiación（待校对）,词库自动生成_待内容组校对
ajedrez,n,f,C2,,ajedrez（待校对）,ajedrez,Contexto: ajedrez.,例句待内容组补充（ajedrez）。,ajedrez.jpg,C2|n|高级,专八,conmover（待校对）,asignado（待校对）,respiro（待校对）,词库自动生成_待内容组校对
contribución,n,f,C2,,contribución（待校对）,contribución,Contexto: contribución.,例句待内容组补充（contribución）。,contribución.jpg,C2|n|高级,专八,extenso（待校对）,escultura（待校对）,repentino（待校对）,词库自动生成_待内容组校对
sereno,n,m,C2,,sereno（待校对）,sereno,Contexto: sereno.,例句待内容组补充（sereno）。,sereno.jpg,C2|n|高级,专八,lotería（待校对）,protector（待校对）,publicitario（待校对）,词库自动生成_待内容组校对
ofensiva,n,f,C2,,ofensiva（待校对）,ofensiva,Contexto: ofensiva.,例句待内容组补充（ofensiva）。,ofensiva.jpg,C2|n|高级,专八,ardiente（待校对）,retorno（待校对）,cereal（待校对）,词库自动生成_待内容组校对
circular,n,n/a,C2,,circular（待校对）,circular,Contexto: circular.,例句待内容组补充（circular）。,circular.jpg,C2|n|高级,专八,legislación（待校对）,hongo（待校对）,bandeja（待校对）,词库自动生成_待内容组校对
pino,n,m,C2,,pino（待校对）,pino,Contexto: pino.,例句待内容组补充（pino）。,pino.jpg,C2|n|高级,专八,acosar（待校对）,publicitario（待校对）,catorce（待校对）,词库自动生成_待内容组校对
relativamente,adv,n/a,C2,,relativamente（待校对）,relativamente,Contexto: relativamente.,例句待内容组补充（relativamente）。,relativamente.jpg,C2|adv|高级,专八,alabar（待校对）,ahorcar（待校对）,numerar（待校对）,词库自动生成_待内容组校对
dominante,adj,n/a,C2,,dominante（待校对）,dominante,Contexto: dominante.,例句待内容组补充（dominante）。,dominante.jpg,C2|adj|高级,专八,onu（待校对）,fugitivo（待校对）,colaborador（待校对）,词库自动生成_待内容组校对
