lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
morder,v,n/a,B1,,morder（待校对）,morder,Contexto: morder.,例句待内容组补充（morder）。,morder.jpg,B1|v|变位|进阶,专四,primario（待校对）,treinta（待校对）,cubierta（待校对）,词库自动生成_待内容组校对
martes,n,n/a,B1,,martes（待校对）,martes,Contexto: martes.,例句待内容组补充（martes）。,martes.jpg,B1|n|进阶,专四,eduardo（待校对）,aéreo（待校对）,interpretación（待校对）,词库自动生成_待内容组校对
bote,n,n/a,B1,,bote（待校对）,bote,Contexto: bote.,例句待内容组补充（bote）。,bote.jpg,B1|n|进阶,专四,embajador（待校对）,thomas（待校对）,batir（待校对）,词库自动生成_待内容组校对
treinta,n,f,B1,,treinta（待校对）,treinta,Contexto: treinta.,例句待内容组补充（treinta）。,treinta.jpg,B1|n|进阶,专四,medir（待校对）,conexión（待校对）,promesa（待校对）,词库自动生成_待内容组校对
gira,n,f,B1,,gira（待校对）,gira,Contexto: gira.,例句待内容组补充（gira）。,gira.jpg,B1|n|进阶,专四,horno（待校对）,conducta（待校对）,lópez（待校对）,词库自动生成_待内容组校对
experimentar,v,n/a,B1,,experimentar（待校对）,experimentar,Contexto: experimentar.,例句待内容组补充（experimentar）。,experimentar.jpg,B1|v|变位|进阶,专四,saludo（待校对）,timar（待校对）,grasa（待校对）,词库自动生成_待内容组校对
marina,n,f,B1,,marina（待校对）,marina,Contexto: marina.,例句待内容组补充（marina）。,marina.jpg,B1|n|进阶,专四,constitución（待校对）,concurso（待校对）,cifra（待校对）,词库自动生成_待内容组校对
esclavo,n,m,B1,,esclavo（待校对）,esclavo,Contexto: esclavo.,例句待内容组补充（esclavo）。,esclavo.jpg,B1|n|进阶,专四,valiente（待校对）,ordenador（待校对）,ayudante（待校对）,词库自动生成_待内容组校对
musical,adj,n/a,B1,,musical（待校对）,musical,Contexto: musical.,例句待内容组补充（musical）。,musical.jpg,B1|adj|进阶,专四,pasillo（待校对）,cuarenta（待校对）,involucrar（待校对）,词库自动生成_待内容组校对
pasión,n,f,B1,,pasión（待校对）,pasión,Contexto: pasión.,例句待内容组补充（pasión）。,pasión.jpg,B1|n|进阶,专四,patria（待校对）,ed（待校对）,extra（待校对）,词库自动生成_待内容组校对
integrar,v,n/a,B1,,integrar（待校对）,integrar,Contexto: integrar.,例句待内容组补充（integrar）。,integrar.jpg,B1|v|变位|进阶,专四,examinar（待校对）,estimar（待校对）,cristal（待校对）,词库自动生成_待内容组校对
democrático,adj,n/a,B1,,democrático（待校对）,democrático,Contexto: democrático.,例句待内容组补充（democrático）。,democrático.jpg,B1|adj|进阶,专四,doce（待校对）,castigar（待校对）,lucas（待校对）,词库自动生成_待内容组校对
conducta,n,f,B1,,conducta（待校对）,conducta,Contexto: conducta.,例句待内容组补充（conducta）。,conducta.jpg,B1|n|进阶,专四,grabación（待校对）,moneda（待校对）,bordo（待校对）,词库自动生成_待内容组校对
rumor,n,m,B1,,rumor（待校对）,rumor,Contexto: rumor.,例句待内容组补充（rumor）。,rumor.jpg,B1|n|进阶,专四,edición（待校对）,debilidad（待校对）,enterrar（待校对）,词库自动生成_待内容组校对
ruta,n,f,B1,,ruta（待校对）,ruta,Contexto: ruta.,例句待内容组补充（ruta）。,ruta.jpg,B1|n|进阶,专四,gracia（待校对）,ejercer（待校对）,caza（待校对）,词库自动生成_待内容组校对
aplicación,n,f,B1,,aplicación（待校对）,aplicación,Contexto: aplicación.,例句待内容组补充（aplicación）。,aplicación.jpg,B1|n|进阶,专四,mecánico（待校对）,j（待校对）,permanente（待校对）,词库自动生成_待内容组校对
bobby,adv,n/a,B1,,bobby（待校对）,bobby,Contexto: bobby.,例句待内容组补充（bobby）。,bobby.jpg,B1|adv|进阶,专四,febrero（待校对）,entrenamiento（待校对）,encajar（待校对）,词库自动生成_待内容组校对
municipal,adj,n/a,B1,,municipal（待校对）,municipal,Contexto: municipal.,例句待内容组补充（municipal）。,municipal.jpg,B1|adj|进阶,专四,esclavo（待校对）,noviembre（待校对）,tribu（待校对）,词库自动生成_待内容组校对
jueves,n,n/a,B1,,jueves（待校对）,jueves,Contexto: jueves.,例句待内容组补充（jueves）。,jueves.jpg,B1|n|进阶,专四,matt（待校对）,fortuna（待校对）,tribu（待校对）,词库自动生成_待内容组校对
mentiroso,adj,n/a,B1,,mentiroso（待校对）,mentiroso,Contexto: mentiroso.,例句待内容组补充（mentiroso）。,mentiroso.jpg,B1|adj|进阶,专四,ángel（待校对）,regional（待校对）,completar（待校对）,词库自动生成_待内容组校对
rica,n,f,B1,,rica（待校对）,rica,Contexto: rica.,例句待内容组补充（rica）。,rica.jpg,B1|n|进阶,专四,salvador（待校对）,ligero（待校对）,primario（待校对）,词库自动生成_待内容组校对
consciente,adj,n/a,B1,,consciente（待校对）,consciente,Contexto: consciente.,例句待内容组补充（consciente）。,consciente.jpg,B1|adj|进阶,专四,gesto（待校对）,lógica（待校对）,especialista（待校对）,词库自动生成_待内容组校对
lástima,n,m,B1,,lástima（待校对）,lástima,Contexto: lástima.,例句待内容组补充（lástima）。,lástima.jpg,B1|n|进阶,专四,charles（待校对）,femenino（待校对）,poquito（待校对）,词库自动生成_待内容组校对
japonés,adj,n/a,B1,,japonés（待校对）,japonés,Contexto: japonés.,例句待内容组补充（japonés）。,japonés.jpg,B1|adj|进阶,专四,emitir（待校对）,india（待校对）,fruto（待校对）,词库自动生成_待内容组校对
carro,n,m,B1,,carro（待校对）,carro,Contexto: carro.,例句待内容组补充（carro）。,carro.jpg,B1|n|进阶,专四,localizar（待校对）,generoso（待校对）,jones（待校对）,词库自动生成_待内容组校对
tradicional,adj,n/a,B1,,tradicional（待校对）,tradicional,Contexto: tradicional.,例句待内容组补充（tradicional）。,tradicional.jpg,B1|adj|进阶,专四,bote（待校对）,presentado（待校对）,jurídico（待校对）,词库自动生成_待内容组校对
ahorrar,v,n/a,B1,,ahorrar（待校对）,ahorrar,Contexto: ahorrar.,例句待内容组补充（ahorrar）。,ahorrar.jpg,B1|v|变位|进阶,专四,valiente（待校对）,sangrar（待校对）,facultad（待校对）,词库自动生成_待内容组校对
fila,n,f,B1,,fila（待校对）,fila,Contexto: fila.,例句待内容组补充（fila）。,fila.jpg,B1|n|进阶,专四,abrigo（待校对）,explosión（待校对）,lío（待校对）,词库自动生成_待内容组校对
pablo,n,m,B1,,pablo（待校对）,pablo,Contexto: pablo.,例句待内容组补充（pablo）。,pablo.jpg,B1|n|进阶,专四,almuerzo（待校对）,viudo（待校对）,básicamente（待校对）,词库自动生成_待内容组校对
toro,n,m,B1,,toro（待校对）,toro,Contexto: toro.,例句待内容组补充（toro）。,toro.jpg,B1|n|进阶,专四,vampiro（待校对）,tráfico（待校对）,excepción（待校对）,词库自动生成_待内容组校对
curar,v,n/a,B1,,curar（待校对）,curar,Contexto: curar.,例句待内容组补充（curar）。,curar.jpg,B1|v|变位|进阶,专四,titular（待校对）,consumo（待校对）,botón（待校对）,词库自动生成_待内容组校对
apurar,v,n/a,B1,,apurar（待校对）,apurar,Contexto: apurar.,例句待内容组补充（apurar）。,apurar.jpg,B1|v|变位|进阶,专四,presentado（待校对）,fracasar（待校对）,gallo（待校对）,词库自动生成_待内容组校对
conformar,v,n/a,B1,,conformar（待校对）,conformar,Contexto: conformar.,例句待内容组补充（conformar）。,conformar.jpg,B1|v|变位|进阶,专四,lord（待校对）,aterrizar（待校对）,iniciativa（待校对）,词库自动生成_待内容组校对
definitivo,adj,n/a,B1,,definitivo（待校对）,definitivo,Contexto: definitivo.,例句待内容组补充（definitivo）。,definitivo.jpg,B1|adj|进阶,专四,diciembre（待校对）,fabricar（待校对）,lucir（待校对）,词库自动生成_待内容组校对
cristal,n,n/a,B1,,cristal（待校对）,cristal,Contexto: cristal.,例句待内容组补充（cristal）。,cristal.jpg,B1|n|进阶,专四,localizar（待校对）,doce（待校对）,alegre（待校对）,词库自动生成_待内容组校对
pescado,n,m,B1,,pescado（待校对）,pescado,Contexto: pescado.,例句待内容组补充（pescado）。,pescado.jpg,B1|n|进阶,专四,traducir（待校对）,emocionante（待校对）,emocionado（待校对）,词库自动生成_待内容组校对
capturar,v,n/a,B1,,capturar（待校对）,capturar,Contexto: capturar.,例句待内容组补充（capturar）。,capturar.jpg,B1|v|变位|进阶,专四,rebelde（待校对）,harto（待校对）,máscara（待校对）,词库自动生成_待内容组校对
sano,adj,n/a,B1,,sano（待校对）,sano,Contexto: sano.,例句待内容组补充（sano）。,sano.jpg,B1|adj|进阶,专四,embajador（待校对）,presidencia（待校对）,denunciar（待校对）,词库自动生成_待内容组校对
gratis,adj,n/a,B1,,gratis（待校对）,gratis,Contexto: gratis.,例句待内容组补充（gratis）。,gratis.jpg,B1|adj|进阶,专四,presidencia（待校对）,uniforme（待校对）,saludo（待校对）,词库自动生成_待内容组校对
jake,adv,n/a,B1,,jake（待校对）,jake,Contexto: jake.,例句待内容组补充（jake）。,jake.jpg,B1|adv|进阶,专四,tendencia（待校对）,encargado（待校对）,extremo（待校对）,词库自动生成_待内容组校对
ei,n,n/a,B1,,ei（待校对）,ei,Contexto: ei.,例句待内容组补充（ei）。,ei.jpg,B1|n|进阶,专四,video（待校对）,celoso（待校对）,componer（待校对）,词库自动生成_待内容组校对
tropa,n,f,B1,,tropa（待校对）,tropa,Contexto: tropa.,例句待内容组补充（tropa）。,tropa.jpg,B1|n|进阶,专四,profundar（待校对）,normalmente（待校对）,campamento（待校对）,词库自动生成_待内容组校对
dirigente,n,n/a,B1,,dirigente（待校对）,dirigente,Contexto: dirigente.,例句待内容组补充（dirigente）。,dirigente.jpg,B1|n|进阶,专四,oposición（待校对）,cañón（待校对）,tráfico（待校对）,词库自动生成_待内容组校对
previsto,adj,n/a,B1,,previsto（待校对）,previsto,Contexto: previsto.,例句待内容组补充（previsto）。,previsto.jpg,B1|adj|进阶,专四,avergonzar（待校对）,adelantar（待校对）,comprometido（待校对）,词库自动生成_待内容组校对
presentación,n,f,B1,,presentación（待校对）,presentación,Contexto: presentación.,例句待内容组补充（presentación）。,presentación.jpg,B1|n|进阶,专四,instrucción（待校对）,perfil（待校对）,elevado（待校对）,词库自动生成_待内容组校对
transmitir,v,n/a,B1,,transmitir（待校对）,transmitir,Contexto: transmitir.,例句待内容组补充（transmitir）。,transmitir.jpg,B1|v|变位|进阶,专四,brian（待校对）,lágrima（待校对）,órgano（待校对）,词库自动生成_待内容组校对
presentado,adj,n/a,B1,,presentado（待校对）,presentado,Contexto: presentado.,例句待内容组补充（presentado）。,presentado.jpg,B1|adj|进阶,专四,bandera（待校对）,ámbito（待校对）,nombrar（待校对）,词库自动生成_待内容组校对
grandioso,adj,n/a,B1,,grandioso（待校对）,grandioso,Contexto: grandioso.,例句待内容组补充（grandioso）。,grandioso.jpg,B1|adj|进阶,专四,inteligencia（待校对）,marina（待校对）,saludo（待校对）,词库自动生成_待内容组校对
mina,n,f,B1,,mina（待校对）,mina,Contexto: mina.,例句待内容组补充（mina）。,mina.jpg,B1|n|进阶,专四,invertir（待校对）,principalmente（待校对）,adorable（待校对）,词库自动生成_待内容组校对
homicidio,n,m,B1,,homicidio（待校对）,homicidio,Contexto: homicidio.,例句待内容组补充（homicidio）。,homicidio.jpg,B1|n|进阶,专四,sano（待校对）,dave（待校对）,literatura（待校对）,词库自动生成_待内容组校对
obvio,adj,n/a,B1,,obvio（待校对）,obvio,Contexto: obvio.,例句待内容组补充（obvio）。,obvio.jpg,B1|adj|进阶,专四,fortuna（待校对）,básico（待校对）,jason（待校对）,词库自动生成_待内容组校对
instalación,n,f,B1,,instalación（待校对）,instalación,Contexto: instalación.,例句待内容组补充（instalación）。,instalación.jpg,B1|n|进阶,专四,cierre（待校对）,democrático（待校对）,ejecutar（待校对）,词库自动生成_待内容组校对
pesadilla,n,f,B1,,pesadilla（待校对）,pesadilla,Contexto: pesadilla.,例句待内容组补充（pesadilla）。,pesadilla.jpg,B1|n|进阶,专四,parlamentario（待校对）,apretar（待校对）,ámbito（待校对）,词库自动生成_待内容组校对
círculo,n,m,B1,,círculo（待校对）,círculo,Contexto: círculo.,例句待内容组补充（círculo）。,círculo.jpg,B1|n|进阶,专四,aéreo（待校对）,aparición（待校对）,castigar（待校对）,词库自动生成_待内容组校对
basado,adj,n/a,B1,,basado（待校对）,basado,Contexto: basado.,例句待内容组补充（basado）。,basado.jpg,B1|adj|进阶,专四,noble（待校对）,estatal（待校对）,actualmente（待校对）,词库自动生成_待内容组校对
humanidad,n,f,B1,,humanidad（待校对）,humanidad,Contexto: humanidad.,例句待内容组补充（humanidad）。,humanidad.jpg,B1|n|进阶,专四,pastilla（待校对）,pescado（待校对）,apetecer（待校对）,词库自动生成_待内容组校对
borrar,v,n/a,B1,,borrar（待校对）,borrar,Contexto: borrar.,例句待内容组补充（borrar）。,borrar.jpg,B1|v|变位|进阶,专四,museo（待校对）,traducir（待校对）,bandera（待校对）,词库自动生成_待内容组校对
marzo,n,m,B1,,marzo（待校对）,marzo,Contexto: marzo.,例句待内容组补充（marzo）。,marzo.jpg,B1|n|进阶,专四,gobernar（待校对）,sobrino（待校对）,juzgado（待校对）,词库自动生成_待内容组校对
aéreo,adj,n/a,B1,,aéreo（待校对）,aéreo,Contexto: aéreo.,例句待内容组补充（aéreo）。,aéreo.jpg,B1|adj|进阶,专四,ámbito（待校对）,regalar（待校对）,elegante（待校对）,词库自动生成_待内容组校对
bienvenido,adj,n/a,B1,,bienvenido（待校对）,bienvenido,Contexto: bienvenido.,例句待内容组补充（bienvenido）。,bienvenido.jpg,B1|adj|进阶,专四,mark（待校对）,categoría（待校对）,cañón（待校对）,词库自动生成_待内容组校对
liga,n,f,B1,,liga（待校对）,liga,Contexto: liga.,例句待内容组补充（liga）。,liga.jpg,B1|n|进阶,专四,confundido（待校对）,hierro（待校对）,recomendar（待校对）,词库自动生成_待内容组校对
chocolate,n,n/a,B1,,chocolate（待校对）,chocolate,Contexto: chocolate.,例句待内容组补充（chocolate）。,chocolate.jpg,B1|n|进阶,专四,veneno（待校对）,estallar（待校对）,matt（待校对）,词库自动生成_待内容组校对
amy,adv,n/a,B1,,amy（待校对）,amy,Contexto: amy.,例句待内容组补充（amy）。,amy.jpg,B1|adv|进阶,专四,prostituto（待校对）,pagado（待校对）,independencia（待校对）,词库自动生成_待内容组校对
ala,n,f,B1,,ala（待校对）,ala,Contexto: ala.,例句待内容组补充（ala）。,ala.jpg,B1|n|进阶,专四,enterrar（待校对）,elevado（待校对）,pintor（待校对）,词库自动生成_待内容组校对
adolescente,n,n/a,B1,,adolescente（待校对）,adolescente,Contexto: adolescente.,例句待内容组补充（adolescente）。,adolescente.jpg,B1|n|进阶,专四,profundo（待校对）,rose（待校对）,cazador（待校对）,词库自动生成_待内容组校对
ahogar,v,n/a,B1,,ahogar（待校对）,ahogar,Contexto: ahogar.,例句待内容组补充（ahogar）。,ahogar.jpg,B1|v|变位|进阶,专四,sobrar（待校对）,filmar（待校对）,obvio（待校对）,词库自动生成_待内容组校对
virgen,n,n/a,B1,,virgen（待校对）,virgen,Contexto: virgen.,例句待内容组补充（virgen）。,virgen.jpg,B1|n|进阶,专四,músico（待校对）,mezclar（待校对）,naturalmente（待校对）,词库自动生成_待内容组校对
contemplar,v,n/a,B1,,contemplar（待校对）,contemplar,Contexto: contemplar.,例句待内容组补充（contemplar）。,contemplar.jpg,B1|v|变位|进阶,专四,emily（待校对）,fortuna（待校对）,taller（待校对）,词库自动生成_待内容组校对
prácticamente,adv,n/a,B1,,prácticamente（待校对）,prácticamente,Contexto: prácticamente.,例句待内容组补充（prácticamente）。,prácticamente.jpg,B1|adv|进阶,专四,ceder（待校对）,distrito（待校对）,isabel（待校对）,词库自动生成_待内容组校对
regalar,v,n/a,B1,,regalar（待校对）,regalar,Contexto: regalar.,例句待内容组补充（regalar）。,regalar.jpg,B1|v|变位|进阶,专四,perfil（待校对）,apurar（待校对）,entidad（待校对）,词库自动生成_待内容组校对
l,n,n/a,B1,,l（待校对）,l,Contexto: l.,例句待内容组补充（l）。,l.jpg,B1|n|进阶,专四,tirado（待校对）,grace（待校对）,ahogar（待校对）,词库自动生成_待内容组校对
componer,v,n/a,B1,,componer（待校对）,componer,Contexto: componer.,例句待内容组补充（componer）。,componer.jpg,B1|v|变位|进阶,专四,identificación（待校对）,pesadilla（待校对）,potencial（待校对）,词库自动生成_待内容组校对
oso,n,m,B1,,oso（待校对）,oso,Contexto: oso.,例句待内容组补充（oso）。,oso.jpg,B1|n|进阶,专四,federación（待校对）,obstante（待校对）,reconocimiento（待校对）,词库自动生成_待内容组校对
sincero,adj,n/a,B1,,sincero（待校对）,sincero,Contexto: sincero.,例句待内容组补充（sincero）。,sincero.jpg,B1|adj|进阶,专四,fracaso（待校对）,conectado（待校对）,jackson（待校对）,词库自动生成_待内容组校对
oreja,n,f,B1,,oreja（待校对）,oreja,Contexto: oreja.,例句待内容组补充（oreja）。,oreja.jpg,B1|n|进阶,专四,posiblemente（待校对）,museo（待校对）,aceite（待校对）,词库自动生成_待内容组校对
gigante,adj,n/a,B1,,gigante（待校对）,gigante,Contexto: gigante.,例句待内容组补充（gigante）。,gigante.jpg,B1|adj|进阶,专四,destinado（待校对）,moto（待校对）,noviembre（待校对）,词库自动生成_待内容组校对
quejarse,v,n/a,B1,,quejarse（待校对）,quejarse,Contexto: quejarse.,例句待内容组补充（quejarse）。,quejarse.jpg,B1|v|变位|进阶,专四,parado（待校对）,incendio（待校对）,intenso（待校对）,词库自动生成_待内容组校对
condenado,adj,n/a,B1,,condenado（待校对）,condenado,Contexto: condenado.,例句待内容组补充（condenado）。,condenado.jpg,B1|adj|进阶,专四,novedad（待校对）,carl（待校对）,reciente（待校对）,词库自动生成_待内容组校对
barato,adj,n/a,B1,,barato（待校对）,barato,Contexto: barato.,例句待内容组补充（barato）。,barato.jpg,B1|adj|进阶,专四,derribar（待校对）,esencial（待校对）,telefónico（待校对）,词库自动生成_待内容组校对
tensión,n,f,B1,,tensión（待校对）,tensión,Contexto: tensión.,例句待内容组补充（tensión）。,tensión.jpg,B1|n|进阶,专四,audiencia（待校对）,traducir（待校对）,extra（待校对）,词库自动生成_待内容组校对
of,adv,n/a,B1,,of（待校对）,of,Contexto: of.,例句待内容组补充（of）。,of.jpg,B1|adv|进阶,专四,and（待校对）,involucrado（待校对）,pp（待校对）,词库自动生成_待内容组校对
romántico,adj,n/a,B1,,romántico（待校对）,romántico,Contexto: romántico.,例句待内容组补充（romántico）。,romántico.jpg,B1|adj|进阶,专四,kyle（待校对）,castillo（待校对）,kate（待校对）,词库自动生成_待内容组校对
contactar,v,n/a,B1,,contactar（待校对）,contactar,Contexto: contactar.,例句待内容组补充（contactar）。,contactar.jpg,B1|v|变位|进阶,专四,petición（待校对）,salsa（待校对）,nervio（待校对）,词库自动生成_待内容组校对
maleta,n,f,B1,,maleta（待校对）,maleta,Contexto: maleta.,例句待内容组补充（maleta）。,maleta.jpg,B1|n|进阶,专四,petición（待校对）,temblar（待校对）,convocar（待校对）,词库自动生成_待内容组校对
negociación,n,f,B1,,negociación（待校对）,negociación,Contexto: negociación.,例句待内容组补充（negociación）。,negociación.jpg,B1|n|进阶,专四,chaqueta（待校对）,consciente（待校对）,cubierto（待校对）,词库自动生成_待内容组校对
amado,adj,n/a,B1,,amado（待校对）,amado,Contexto: amado.,例句待内容组补充（amado）。,amado.jpg,B1|adj|进阶,专四,saco（待校对）,caída（待校对）,claire（待校对）,词库自动生成_待内容组校对
harto,adj,n/a,B1,,harto（待校对）,harto,Contexto: harto.,例句待内容组补充（harto）。,harto.jpg,B1|adj|进阶,专四,igualmente（待校对）,ronda（待校对）,referencia（待校对）,词库自动生成_待内容组校对
dra.,adv,n/a,B1,,dra.（待校对）,dra.,Contexto: dra..,例句待内容组补充（dra.）。,dra.jpg,B1|adv|进阶,专四,gary（待校对）,clínica（待校对）,criatura（待校对）,词库自动生成_待内容组校对
violento,adj,n/a,B1,,violento（待校对）,violento,Contexto: violento.,例句待内容组补充（violento）。,violento.jpg,B1|adj|进阶,专四,cargado（待校对）,ligero（待校对）,jenny（待校对）,词库自动生成_待内容组校对
india,n,f,B1,,india（待校对）,india,Contexto: india.,例句待内容组补充（india）。,india.jpg,B1|n|进阶,专四,presidencia（待校对）,romántico（待校对）,diputado（待校对）,词库自动生成_待内容组校对
pata,n,f,B1,,pata（待校对）,pata,Contexto: pata.,例句待内容组补充（pata）。,pata.jpg,B1|n|进阶,专四,infancia（待校对）,once（待校对）,antecedente（待校对）,词库自动生成_待内容组校对
denunciar,v,n/a,B1,,denunciar（待校对）,denunciar,Contexto: denunciar.,例句待内容组补充（denunciar）。,denunciar.jpg,B1|v|变位|进阶,专四,estrategia（待校对）,alice（待校对）,oso（待校对）,词库自动生成_待内容组校对
celular,adj,n/a,B1,,celular（待校对）,celular,Contexto: celular.,例句待内容组补充（celular）。,celular.jpg,B1|adj|进阶,专四,gigante（待校对）,productor（待校对）,separado（待校对）,词库自动生成_待内容组校对
punta,n,f,B1,,punta（待校对）,punta,Contexto: punta.,例句待内容组补充（punta）。,punta.jpg,B1|n|进阶,专四,chino（待校对）,distrito（待校对）,significado（待校对）,词库自动生成_待内容组校对
noviembre,n,n/a,B1,,noviembre（待校对）,noviembre,Contexto: noviembre.,例句待内容组补充（noviembre）。,noviembre.jpg,B1|n|进阶,专四,sótano（待校对）,riqueza（待校对）,naranja（待校对）,词库自动生成_待内容组校对
explosión,n,f,B1,,explosión（待校对）,explosión,Contexto: explosión.,例句待内容组补充（explosión）。,explosión.jpg,B1|n|进阶,专四,fiebre（待校对）,marina（待校对）,lenguaje（待校对）,词库自动生成_待内容组校对
invierno,n,m,B1,,invierno（待校对）,invierno,Contexto: invierno.,例句待内容组补充（invierno）。,invierno.jpg,B1|n|进阶,专四,bienvenido（待校对）,mate（待校对）,italia（待校对）,词库自动生成_待内容组校对
diseño,n,m,B1,,diseño（待校对）,diseño,Contexto: diseño.,例句待内容组补充（diseño）。,diseño.jpg,B1|n|进阶,专四,will（待校对）,incorporar（待校对）,previo（待校对）,词库自动生成_待内容组校对
mágico,adj,n/a,B1,,mágico（待校对）,mágico,Contexto: mágico.,例句待内容组补充（mágico）。,mágico.jpg,B1|adj|进阶,专四,nocturno（待校对）,democracia（待校对）,encargado（待校对）,词库自动生成_待内容组校对
emitir,v,n/a,B1,,emitir（待校对）,emitir,Contexto: emitir.,例句待内容组补充（emitir）。,emitir.jpg,B1|v|变位|进阶,专四,divino（待校对）,soviético（待校对）,valioso（待校对）,词库自动生成_待内容组校对
poeta,n,f,B1,,poeta（待校对）,poeta,Contexto: poeta.,例句待内容组补充（poeta）。,poeta.jpg,B1|n|进阶,专四,ciertamente（待校对）,ted（待校对）,tranquilizar（待校对）,词库自动生成_待内容组校对
ii,adv,n/a,B1,,ii（待校对）,ii,Contexto: ii.,例句待内容组补充（ii）。,ii.jpg,B1|adv|进阶,专四,propietario（待校对）,calcular（待校对）,género（待校对）,词库自动生成_待内容组校对
discusión,n,f,B1,,discusión（待校对）,discusión,Contexto: discusión.,例句待内容组补充（discusión）。,discusión.jpg,B1|n|进阶,专四,venganza（待校对）,laboral（待校对）,alcance（待校对）,词库自动生成_待内容组校对
judicial,adj,n/a,B1,,judicial（待校对）,judicial,Contexto: judicial.,例句待内容组补充（judicial）。,judicial.jpg,B1|adj|进阶,专四,patria（待校对）,fortuna（待校对）,moto（待校对）,词库自动生成_待内容组校对
actualmente,adv,n/a,B1,,actualmente（待校对）,actualmente,Contexto: actualmente.,例句待内容组补充（actualmente）。,actualmente.jpg,B1|adv|进阶,专四,conductor（待校对）,década（待校对）,asistente（待校对）,词库自动生成_待内容组校对
excusa,n,f,B1,,excusa（待校对）,excusa,Contexto: excusa.,例句待内容组补充（excusa）。,excusa.jpg,B1|n|进阶,专四,lejano（待校对）,intervención（待校对）,enfadar（待校对）,词库自动生成_待内容组校对
consistir,v,n/a,B1,,consistir（待校对）,consistir,Contexto: consistir.,例句待内容组补充（consistir）。,consistir.jpg,B1|v|变位|进阶,专四,impacto（待校对）,enamorar（待校对）,hierro（待校对）,词库自动生成_待内容组校对
célula,n,f,B1,,célula（待校对）,célula,Contexto: célula.,例句待内容组补充（célula）。,célula.jpg,B1|n|进阶,专四,negociar（待校对）,justificar（待校对）,generoso（待校对）,词库自动生成_待内容组校对
conclusión,n,f,B1,,conclusión（待校对）,conclusión,Contexto: conclusión.,例句待内容组补充（conclusión）。,conclusión.jpg,B1|n|进阶,专四,convencido（待校对）,fácilmente（待校对）,escala（待校对）,词库自动生成_待内容组校对
productor,n,m,B1,,productor（待校对）,productor,Contexto: productor.,例句待内容组补充（productor）。,productor.jpg,B1|n|进阶,专四,proporcionar（待校对）,gestión（待校对）,almorzar（待校对）,词库自动生成_待内容组校对
pillar,v,n/a,B1,,pillar（待校对）,pillar,Contexto: pillar.,例句待内容组补充（pillar）。,pillar.jpg,B1|v|变位|进阶,专四,valioso（待校对）,jason（待校对）,monte（待校对）,词库自动生成_待内容组校对
adam,n,n/a,B1,,adam（待校对）,adam,Contexto: adam.,例句待内容组补充（adam）。,adam.jpg,B1|n|进阶,专四,castillo（待校对）,saludo（待校对）,amado（待校对）,词库自动生成_待内容组校对
enterrar,v,n/a,B1,,enterrar（待校对）,enterrar,Contexto: enterrar.,例句待内容组补充（enterrar）。,enterrar.jpg,B1|v|变位|进阶,专四,sospecha（待校对）,tim（待校对）,pastor（待校对）,词库自动生成_待内容组校对
rata,n,f,B1,,rata（待校对）,rata,Contexto: rata.,例句待内容组补充（rata）。,rata.jpg,B1|n|进阶,专四,encajar（待校对）,apretar（待校对）,sótano（待校对）,词库自动生成_待内容组校对
pasillo,n,m,B1,,pasillo（待校对）,pasillo,Contexto: pasillo.,例句待内容组补充（pasillo）。,pasillo.jpg,B1|n|进阶,专四,componer（待校对）,policial（待校对）,colección（待校对）,词库自动生成_待内容组校对
r,n,n/a,B1,,r（待校对）,r,Contexto: r.,例句待内容组补充（r）。,r.jpg,B1|n|进阶,专四,municipal（待校对）,sobrar（待校对）,observación（待校对）,词库自动生成_待内容组校对
tenia,n,f,B1,,tenia（待校对）,tenia,Contexto: tenia.,例句待内容组补充（tenia）。,tenia.jpg,B1|n|进阶,专四,emitir（待校对）,división（待校对）,celular（待校对）,词库自动生成_待内容组校对
comunista,adj,n/a,B1,,comunista（待校对）,comunista,Contexto: comunista.,例句待内容组补充（comunista）。,comunista.jpg,B1|adj|进阶,专四,eva（待校对）,escaso（待校对）,interpretación（待校对）,词库自动生成_待内容组校对
thomas,adv,n/a,B1,,thomas（待校对）,thomas,Contexto: thomas.,例句待内容组补充（thomas）。,thomas.jpg,B1|adv|进阶,专四,chicago（待校对）,filosofía（待校对）,encerrado（待校对）,词库自动生成_待内容组校对
lectura,n,f,B1,,lectura（待校对）,lectura,Contexto: lectura.,例句待内容组补充（lectura）。,lectura.jpg,B1|n|进阶,专四,once（待校对）,impacto（待校对）,encerrar（待校对）,词库自动生成_待内容组校对
intervenir,v,n/a,B1,,intervenir（待校对）,intervenir,Contexto: intervenir.,例句待内容组补充（intervenir）。,intervenir.jpg,B1|v|变位|进阶,专四,sección（待校对）,campesino（待校对）,esencial（待校对）,词库自动生成_待内容组校对
desgracia,n,f,B1,,desgracia（待校对）,desgracia,Contexto: desgracia.,例句待内容组补充（desgracia）。,desgracia.jpg,B1|n|进阶,专四,referencia（待校对）,dicho（待校对）,cazar（待校对）,词库自动生成_待内容组校对
oposición,n,f,B1,,oposición（待校对）,oposición,Contexto: oposición.,例句待内容组补充（oposición）。,oposición.jpg,B1|n|进阶,专四,mapa（待校对）,ayudante（待校对）,cirugía（待校对）,词库自动生成_待内容组校对
