lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
proponer,v,n/a,A2,,提出,proponer,Contexto: proponer.,例句待内容组补充（proponer）。,proponer.jpg,A2|v|变位|日常,专四,explotar（待校对）,幸福,activo（待校对）,词库自动生成_待内容组校对
presión,n,f,A2,,压力,presión,Contexto: presión.,例句待内容组补充（presión）。,presión.jpg,A2|n|日常,专四,描述,证人,闻,词库自动生成_待内容组校对
conversación,n,f,A2,,对话,conversación,Contexto: conversación.,例句待内容组补充（conversación）。,conversación.jpg,A2|n|日常,专四,competencia（待校对）,星期五,aburrido（待校对）,词库自动生成_待内容组校对
cultura,n,f,A2,,文化,cultura,Contexto: cultura.,例句待内容组补充（cultura）。,cultura.jpg,A2|n|日常,专四,承认,尸体,树,词库自动生成_待内容组校对
basura,n,f,A2,,垃圾,basura,Contexto: basura.,例句待内容组补充（basura）。,basura.jpg,A2|n|日常,专四,金子,conde（待校对）,展示,词库自动生成_待内容组校对
precioso,adj,n/a,A2,,宝贵的,precioso,Contexto: precioso.,例句待内容组补充（precioso）。,precioso.jpg,A2|adj|日常,专四,transformar（待校对）,车辆,肮脏的,词库自动生成_待内容组校对
baile,n,n/a,A2,,舞蹈,baile,Contexto: baile.,例句待内容组补充（baile）。,baile.jpg,A2|n|日常,专四,账单,国际的,危险,词库自动生成_待内容组校对
verde,adj,n/a,A2,,绿色的,verde,Contexto: verde.,例句待内容组补充（verde）。,verde.jpg,A2|adj|日常,专四,químico（待校对）,邻居,jimmy（待校对）,词库自动生成_待内容组校对
planta,n,f,A2,,植物,planta,Contexto: planta.,例句待内容组补充（planta）。,planta.jpg,A2|n|日常,专四,情人,吻,手表,词库自动生成_待内容组校对
cruzar,v,n/a,A2,,叉,cruzar,Contexto: cruzar.,例句待内容组补充（cruzar）。,cruzar.jpg,A2|v|变位|日常,专四,estadounidense（待校对）,王子,委员会,词库自动生成_待内容组校对
inglés,n,n/a,A2,,英语,inglés,Contexto: inglés.,例句待内容组补充（inglés）。,inglés.jpg,A2|n|日常,专四,婚姻,要求,收费,词库自动生成_待内容组校对
grado,n,m,A2,,程度,grado,Contexto: grado.,例句待内容组补充（grado）。,grado.jpg,A2|n|日常,专四,inútil（待校对）,当前的,犯罪,词库自动生成_待内容组校对
marca,n,f,A2,,品牌,marca,Contexto: marca.,例句待内容组补充（marca）。,marca.jpg,A2|n|日常,专四,鬼,没有任何,陈述,词库自动生成_待内容组校对
máximo,adj,n/a,A2,,最大限度,máximo,Contexto: máximo.,例句待内容组补充（máximo）。,máximo.jpg,A2|adj|日常,专四,网格,木板,文档,词库自动生成_待内容组校对
advertir,v,n/a,A2,,警告,advertir,Contexto: advertir.,例句待内容组补充（advertir）。,advertir.jpg,A2|v|变位|日常,专四,技术,破碎的,efectivo（待校对）,词库自动生成_待内容组校对
ciento,n,m,A2,,百,ciento,Contexto: ciento.,例句待内容组补充（ciento）。,ciento.jpg,A2|n|日常,专四,目的,bienvenida（待校对）,要求,词库自动生成_待内容组校对
maldición,n,f,A2,,诅咒,maldición,Contexto: maldición.,例句待内容组补充（maldición）。,maldición.jpg,A2|n|日常,专四,希望,conservar（待校对）,jane（待校对）,词库自动生成_待内容组校对
junta,n,f,A2,,木板,junta,Contexto: junta.,例句待内容组补充（junta）。,junta.jpg,A2|n|日常,专四,老兄,首都,努力,词库自动生成_待内容组校对
comisión,n,f,A2,,委员会,comisión,Contexto: comisión.,例句待内容组补充（comisión）。,comisión.jpg,A2|n|日常,专四,仅有的,允许,产品,词库自动生成_待内容组校对
acostar,v,n/a,A2,,放下,acostar,Contexto: acostar.,例句待内容组补充（acostar）。,acostar.jpg,A2|v|变位|日常,专四,salón（待校对）,lunes（待校对）,coño（待校对）,词库自动生成_待内容组校对
respirar,v,n/a,A2,,呼吸,respirar,Contexto: respirar.,例句待内容组补充（respirar）。,respirar.jpg,A2|v|变位|日常,专四,pez（待校对）,claramente（待校对）,外国的,词库自动生成_待内容组校对
escrito,n,m,A2,,书面,escrito,Contexto: escrito.,例句待内容组补充（escrito）。,escrito.jpg,A2|n|日常,专四,ejercicio（待校对）,婴儿,transformar（待校对）,词库自动生成_待内容组校对
américa,n,f,A2,,美国,américa,Contexto: américa.,例句待内容组补充（américa）。,américa.jpg,A2|n|日常,专四,学生,伦敦,通知,词库自动生成_待内容组校对
tarjeta,n,f,A2,,卡片,tarjeta,Contexto: tarjeta.,例句待内容组补充（tarjeta）。,tarjeta.jpg,A2|n|日常,专四,humor（待校对）,princesa（待校对）,letra（待校对）,词库自动生成_待内容组校对
vigilar,v,n/a,A2,,手表,vigilar,Contexto: vigilar.,例句待内容组补充（vigilar）。,vigilar.jpg,A2|v|变位|日常,专四,正义,preciso（待校对）,vergüenza（待校对）,词库自动生成_待内容组校对
autor,n,m,A2,,作者,autor,Contexto: autor.,例句待内容组补充（autor）。,autor.jpg,A2|n|日常,专四,记者,降低,robert（待校对）,词库自动生成_待内容组校对
mike,adv,n/a,A2,,麦克风,mike,Contexto: mike.,例句待内容组补充（mike）。,mike.jpg,A2|adv|日常,专四,talento（待校对）,承认,犯罪,词库自动生成_待内容组校对
agradable,adj,n/a,A2,,令人愉快的,agradable,Contexto: agradable.,例句待内容组补充（agradable）。,agradable.jpg,A2|adj|日常,专四,alimento（待校对）,puerto（待校对）,地面,词库自动生成_待内容组校对
capital,n,n/a,A2,,首都,capital,Contexto: capital.,例句待内容组补充（capital）。,capital.jpg,A2|n|日常,专四,lunes（待校对）,诅咒,阴影,词库自动生成_待内容组校对
declaración,n,f,A2,,陈述,declaración,Contexto: declaración.,例句待内容组补充（declaración）。,declaración.jpg,A2|n|日常,专四,代码,伤口,熟悉的,词库自动生成_待内容组校对
confirmar,v,n/a,A2,,确认,confirmar,Contexto: confirmar.,例句待内容组补充（confirmar）。,confirmar.jpg,A2|v|变位|日常,专四,家,幸福,原因,词库自动生成_待内容组校对
esfuerzo,n,m,A2,,努力,esfuerzo,Contexto: esfuerzo.,例句待内容组补充（esfuerzo）。,esfuerzo.jpg,A2|n|日常,专四,competencia（待校对）,认为,威胁,词库自动生成_待内容组校对
equivocar,v,n/a,A2,,错误,equivocar,Contexto: equivocar.,例句待内容组补充（equivocar）。,equivocar.jpg,A2|v|变位|日常,专四,资源,bienvenido（待校对）,建筑,词库自动生成_待内容组校对
soportar,v,n/a,A2,,熊,soportar,Contexto: soportar.,例句待内容组补充（soportar）。,soportar.jpg,A2|v|变位|日常,专四,惹,荒谬的,武装的,词库自动生成_待内容组校对
teatro,n,m,A2,,剧院,teatro,Contexto: teatro.,例句待内容组补充（teatro）。,teatro.jpg,A2|n|日常,专四,卡车,clásico（待校对）,花园,词库自动生成_待内容组校对
pasado,adj,n/a,A2,,过去的,pasado,Contexto: pasado.,例句待内容组补充（pasado）。,pasado.jpg,A2|adj|日常,专四,最大限度,知识,季节,词库自动生成_待内容组校对
participar,v,n/a,A2,,参加,participar,Contexto: participar.,例句待内容组补充（participar）。,participar.jpg,A2|v|变位|日常,专四,虚弱的,烧伤,抓住,词库自动生成_待内容组校对
victoria,n,f,A2,,胜利,victoria,Contexto: victoria.,例句待内容组补充（victoria）。,victoria.jpg,A2|n|日常,专四,obviamente（待校对）,尊重,英雄,词库自动生成_待内容组校对
aumentar,v,n/a,A2,,增加,aumentar,Contexto: aumentar.,例句待内容组补充（aumentar）。,aumentar.jpg,A2|v|变位|日常,专四,最喜欢的,害怕的,发射,词库自动生成_待内容组校对
saltar,v,n/a,A2,,跳,saltar,Contexto: saltar.,例句待内容组补充（saltar）。,saltar.jpg,A2|v|变位|日常,专四,防御,短的,lento（待校对）,词库自动生成_待内容组校对
comunicación,n,f,A2,,沟通,comunicación,Contexto: comunicación.,例句待内容组补充（comunicación）。,comunicación.jpg,A2|n|日常,专四,区域,假装,裙子,词库自动生成_待内容组校对
liberar,v,n/a,A2,,发布,liberar,Contexto: liberar.,例句待内容组补充（liberar）。,liberar.jpg,A2|v|变位|日常,专四,邻居,网格,描述,词库自动生成_待内容组校对
io,adv,n/a,A2,,io,io,Contexto: io.,例句待内容组补充（io）。,io.jpg,A2|adv|日常,专四,愿意的,访问,关,词库自动生成_待内容组校对
propiedad,n,f,A2,,财产,propiedad,Contexto: propiedad.,例句待内容组补充（propiedad）。,propiedad.jpg,A2|n|日常,专四,explicación（待校对）,伪造的,当地的,词库自动生成_待内容组校对
infierno,n,m,A2,,地狱,infierno,Contexto: infierno.,例句待内容组补充（infierno）。,infierno.jpg,A2|n|日常,专四,伤口,蛋,圣诞节,词库自动生成_待内容组校对
arrestar,v,n/a,A2,,逮捕,arrestar,Contexto: arrestar.,例句待内容组补充（arrestar）。,arrestar.jpg,A2|v|变位|日常,专四,伙伴,作者,有趣的,词库自动生成_待内容组校对
verano,n,m,A2,,夏天,verano,Contexto: verano.,例句待内容组补充（verano）。,verano.jpg,A2|n|日常,专四,他妈的,放弃,喝,词库自动生成_待内容组校对
sugerir,v,n/a,A2,,建议,sugerir,Contexto: sugerir.,例句待内容组补充（sugerir）。,sugerir.jpg,A2|v|变位|日常,专四,资质,砰,有趣的,词库自动生成_待内容组校对
consecuencia,n,f,A2,,结果,consecuencia,Contexto: consecuencia.,例句待内容组补充（consecuencia）。,consecuencia.jpg,A2|n|日常,专四,感兴趣的,完全地,autobús（待校对）,词库自动生成_待内容组校对
antonio,n,m,A2,,安东尼奥,antonio,Contexto: antonio.,例句待内容组补充（antonio）。,antonio.jpg,A2|n|日常,专四,衰退,简单的,ia（待校对）,词库自动生成_待内容组校对
zapato,n,m,A2,,鞋,zapato,Contexto: zapato.,例句待内容组补充（zapato）。,zapato.jpg,A2|n|日常,专四,alimento（待校对）,猜测,科学家,词库自动生成_待内容组校对
enamorado,adj,n/a,A2,,恋爱,enamorado,Contexto: enamorado.,例句待内容组补充（enamorado）。,enamorado.jpg,A2|adj|日常,专四,aeropuerto（待校对）,enfermero（待校对）,votar（待校对）,词库自动生成_待内容组校对
conocimiento,n,m,A2,,知识,conocimiento,Contexto: conocimiento.,例句待内容组补充（conocimiento）。,conocimiento.jpg,A2|n|日常,专四,重要性,移动,怪物,词库自动生成_待内容组校对
intención,n,f,A2,,意图,intención,Contexto: intención.,例句待内容组补充（intención）。,intención.jpg,A2|n|日常,专四,autobús（待校对）,九,夏天,词库自动生成_待内容组校对
guapo,adj,n/a,A2,,英俊的,guapo,Contexto: guapo.,例句待内容组补充（guapo）。,guapo.jpg,A2|adj|日常,专四,代码,marco（待校对）,firme（待校对）,词库自动生成_待内容组校对
bello,adj,n/a,A2,,美丽的,bello,Contexto: bello.,例句待内容组补充（bello）。,bello.jpg,A2|adj|日常,专四,毛皮,链,中殿,词库自动生成_待内容组校对
jugador,n,m,A2,,玩家,jugador,Contexto: jugador.,例句待内容组补充（jugador）。,jugador.jpg,A2|n|日常,专四,麦克风,犯罪,重要性,词库自动生成_待内容组校对
aguantar,v,n/a,A2,,忍受,aguantar,Contexto: aguantar.,例句待内容组补充（aguantar）。,aguantar.jpg,A2|v|变位|日常,专四,letra（待校对）,药品,一些,词库自动生成_待内容组校对
producción,n,f,A2,,生产,producción,Contexto: producción.,例句待内容组补充（producción）。,producción.jpg,A2|n|日常,专四,财,中央,你,词库自动生成_待内容组校对
avisar,v,n/a,A2,,警告,avisar,Contexto: avisar.,例句待内容组补充（avisar）。,avisar.jpg,A2|v|变位|日常,专四,熟悉的,风格,垃圾,词库自动生成_待内容组校对
mirada,n,f,A2,,看,mirada,Contexto: mirada.,例句待内容组补充（mirada）。,mirada.jpg,A2|n|日常,专四,autobús（待校对）,南,república（待校对）,词库自动生成_待内容组校对
orgulloso,adj,n/a,A2,,自豪的,orgulloso,Contexto: orgulloso.,例句待内容组补充（orgulloso）。,orgulloso.jpg,A2|adj|日常,专四,戒指,伤口,firme（待校对）,词库自动生成_待内容组校对
coronel,n,n/a,A2,,上校,coronel,Contexto: coronel.,例句待内容组补充（coronel）。,coronel.jpg,A2|n|日常,专四,化妆品,时期,部,词库自动生成_待内容组校对
ocupado,adj,n/a,A2,,忙碌的,ocupado,Contexto: ocupado.,例句待内容组补充（ocupado）。,ocupado.jpg,A2|adj|日常,专四,尝试过,conservar（待校对）,保罗,词库自动生成_待内容组校对
fecha,n,f,A2,,日期,fecha,Contexto: fecha.,例句待内容组补充（fecha）。,fecha.jpg,A2|n|日常,专四,圣,dama（待校对）,射击,词库自动生成_待内容组校对
faltar,v,n/a,A2,,缺少,faltar,Contexto: faltar.,例句待内容组补充（faltar）。,faltar.jpg,A2|v|变位|日常,专四,法语,财,怪物,词库自动生成_待内容组校对
obligar,v,n/a,A2,,力量,obligar,Contexto: obligar.,例句待内容组补充（obligar）。,obligar.jpg,A2|v|变位|日常,专四,南,故事,损失,词库自动生成_待内容组校对
registrar,v,n/a,A2,,登记,registrar,Contexto: registrar.,例句待内容组补充（registrar）。,registrar.jpg,A2|v|变位|日常,专四,alimentar（待校对）,鼻子,helado（待校对）,词库自动生成_待内容组校对
anunciar,v,n/a,A2,,宣布,anunciar,Contexto: anunciar.,例句待内容组补充（anunciar）。,anunciar.jpg,A2|v|变位|日常,专四,desnudo（待校对）,仍然,旅行,词库自动生成_待内容组校对
responsabilidad,n,f,A2,,责任,responsabilidad,Contexto: responsabilidad.,例句待内容组补充（responsabilidad）。,responsabilidad.jpg,A2|n|日常,专四,呃,helado（待校对）,所有者,词库自动生成_待内容组校对
población,n,f,A2,,人口,población,Contexto: población.,例句待内容组补充（población）。,población.jpg,A2|n|日常,专四,具有,部门,电视,词库自动生成_待内容组校对
elemento,n,m,A2,,元素,elemento,Contexto: elemento.,例句待内容组补充（elemento）。,elemento.jpg,A2|n|日常,专四,增加,邻里,相似的,词库自动生成_待内容组校对
huevo,n,m,A2,,蛋,huevo,Contexto: huevo.,例句待内容组补充（huevo）。,huevo.jpg,A2|n|日常,专四,夫妻,地区,计划,词库自动生成_待内容组校对
inmediato,adj,n/a,A2,,即时,inmediato,Contexto: inmediato.,例句待内容组补充（inmediato）。,inmediato.jpg,A2|adj|日常,专四,化妆品,部门,紧急情况,词库自动生成_待内容组校对
famoso,adj,n/a,A2,,著名的,famoso,Contexto: famoso.,例句待内容组补充（famoso）。,famoso.jpg,A2|adj|日常,专四,habilidad（待校对）,reino（待校对）,princesa（待校对）,词库自动生成_待内容组校对
debajo,adv,n/a,A2,,以下,debajo,Contexto: debajo.,例句待内容组补充（debajo）。,debajo.jpg,A2|adv|日常,专四,射击,以前的,conceder（待校对）,词库自动生成_待内容组校对
página,n,f,A2,,页,página,Contexto: página.,例句待内容组补充（página）。,página.jpg,A2|n|日常,专四,efectivo（待校对）,岛,放,词库自动生成_待内容组校对
separar,v,n/a,A2,,分离,separar,Contexto: separar.,例句待内容组补充（separar）。,separar.jpg,A2|v|变位|日常,专四,提取,逃跑,演员,词库自动生成_待内容组校对
enseguida,adv,n/a,A2,,立即地,enseguida,Contexto: enseguida.,例句待内容组补充（enseguida）。,enseguida.jpg,A2|adv|日常,专四,销售,特点,英雄,词库自动生成_待内容组校对
gato,n,m,A2,,猫,gato,Contexto: gato.,例句待内容组补充（gato）。,gato.jpg,A2|n|日常,专四,ejecutivo（待校对）,实验室,鞋,词库自动生成_待内容组校对
fiscal,adj,n/a,A2,,财,fiscal,Contexto: fiscal.,例句待内容组补充（fiscal）。,fiscal.jpg,A2|adj|日常,专四,superficie（待校对）,发展,教育,词库自动生成_待内容组校对
personaje,n,m,A2,,特点,personaje,Contexto: personaje.,例句待内容组补充（personaje）。,personaje.jpg,A2|n|日常,专四,对不起,干净的,迈克尔,词库自动生成_待内容组校对
período,n,m,A2,,时期,período,Contexto: período.,例句待内容组补充（período）。,período.jpg,A2|n|日常,专四,磁盘,后部,descanso（待校对）,词库自动生成_待内容组校对
voto,n,m,A2,,投票,voto,Contexto: voto.,例句待内容组补充（voto）。,voto.jpg,A2|n|日常,专四,木板,多少,bola（待校对）,词库自动生成_待内容组校对
expresar,v,n/a,A2,,表达,expresar,Contexto: expresar.,例句待内容组补充（expresar）。,expresar.jpg,A2|v|变位|日常,专四,子弹,cómodo（待校对）,展示,词库自动生成_待内容组校对
nueve,n,n/a,A2,,九,nueve,Contexto: nueve.,例句待内容组补充（nueve）。,nueve.jpg,A2|n|日常,专四,提出,借,百,词库自动生成_待内容组校对
fijar,v,n/a,A2,,放,fijar,Contexto: fijar.,例句待内容组补充（fijar）。,fijar.jpg,A2|v|变位|日常,专四,陈述,熟悉的,letra（待校对）,词库自动生成_待内容组校对
fumar,v,n/a,A2,,抽烟,fumar,Contexto: fumar.,例句待内容组补充（fumar）。,fumar.jpg,A2|v|变位|日常,专四,椅子,就业,主题,词库自动生成_待内容组校对
mejorar,v,n/a,A2,,提升,mejorar,Contexto: mejorar.,例句待内容组补充（mejorar）。,mejorar.jpg,A2|v|变位|日常,专四,化妆品,开始,indio（待校对）,词库自动生成_待内容组校对
sexual,adj,n/a,A2,,性的,sexual,Contexto: sexual.,例句待内容组补充（sexual）。,sexual.jpg,A2|adj|日常,专四,呃,inglaterra（待校对）,útil（待校对）,词库自动生成_待内容组校对
herida,n,f,A2,,伤口,herida,Contexto: herida.,例句待内容组补充（herida）。,herida.jpg,A2|n|日常,专四,paseo（待校对）,特点,命令,词库自动生成_待内容组校对
adentro,adv,n/a,A2,,里面,adentro,Contexto: adentro.,例句待内容组补充（adentro）。,adentro.jpg,A2|adv|日常,专四,阴影,通知,确认,词库自动生成_待内容组校对
premio,n,m,A2,,奖,premio,Contexto: premio.,例句待内容组补充（premio）。,premio.jpg,A2|n|日常,专四,claramente（待校对）,任何,骨,词库自动生成_待内容组校对
notar,v,n/a,A2,,注意,notar,Contexto: notar.,例句待内容组补充（notar）。,notar.jpg,A2|v|变位|日常,专四,电视,表明,同事,词库自动生成_待内容组校对
francia,n,f,A2,,法国,francia,Contexto: francia.,例句待内容组补充（francia）。,francia.jpg,A2|n|日常,专四,fresco（待校对）,性的,candidato（待校对）,词库自动生成_待内容组校对
felicidad,n,f,A2,,幸福,felicidad,Contexto: felicidad.,例句待内容组补充（felicidad）。,felicidad.jpg,A2|n|日常,专四,目的,感兴趣的,展示,词库自动生成_待内容组校对
educación,n,f,A2,,教育,educación,Contexto: educación.,例句待内容组补充（educación）。,educación.jpg,A2|n|日常,专四,触碰,cargar（待校对）,identidad（待校对）,词库自动生成_待内容组校对
roto,adj,n/a,A2,,破碎的,roto,Contexto: roto.,例句待内容组补充（roto）。,roto.jpg,A2|adj|日常,专四,海岸,cargar（待校对）,建筑,词库自动生成_待内容组校对
propósito,n,m,A2,,目的,propósito,Contexto: propósito.,例句待内容组补充（propósito）。,propósito.jpg,A2|n|日常,专四,金子,感觉,operar（待校对）,词库自动生成_待内容组校对
contratar,v,n/a,A2,,聘请,contratar,Contexto: contratar.,例句待内容组补充（contratar）。,contratar.jpg,A2|v|变位|日常,专四,就业,裙子,compromiso（待校对）,词库自动生成_待内容组校对
artista,n,f,A2,,艺术家,artista,Contexto: artista.,例句待内容组补充（artista）。,artista.jpg,A2|n|日常,专四,financiero（待校对）,按,场景,词库自动生成_待内容组校对
técnico,adj,n/a,A2,,技术的,técnico,Contexto: técnico.,例句待内容组补充（técnico）。,técnico.jpg,A2|adj|日常,专四,experto（待校对）,石头,pesado（待校对）,词库自动生成_待内容组校对
costa,n,f,A2,,海岸,costa,Contexto: costa.,例句待内容组补充（costa）。,costa.jpg,A2|n|日常,专四,跳,合适的,猫,词库自动生成_待内容组校对
tribunal,n,n/a,A2,,法庭,tribunal,Contexto: tribunal.,例句待内容组补充（tribunal）。,tribunal.jpg,A2|n|日常,专四,确认,实践,牛奶,词库自动生成_待内容组校对
santo,n,m,A2,,圣,santo,Contexto: santo.,例句待内容组补充（santo）。,santo.jpg,A2|n|日常,专四,helado（待校对）,确实,tratado（待校对）,词库自动生成_待内容组校对
apuntar,v,n/a,A2,,目的,apuntar,Contexto: apuntar.,例句待内容组补充（apuntar）。,apuntar.jpg,A2|v|变位|日常,专四,命令,教育,ciego（待校对）,词库自动生成_待内容组校对
asumir,v,n/a,A2,,认为,asumir,Contexto: asumir.,例句待内容组补充（asumir）。,asumir.jpg,A2|v|变位|日常,专四,信仰,逮捕,arrastrar（待校对）,词库自动生成_待内容组校对
capacidad,n,f,A2,,能力,capacidad,Contexto: capacidad.,例句待内容组补充（capacidad）。,capacidad.jpg,A2|n|日常,专四,actuación（待校对）,同事,齿,词库自动生成_待内容组校对
término,n,m,A2,,学期,término,Contexto: término.,例句待内容组补充（término）。,término.jpg,A2|n|日常,专四,山,回答,上校,词库自动生成_待内容组校对
julio,n,m,A2,,七月,julio,Contexto: julio.,例句待内容组补充（julio）。,julio.jpg,A2|n|日常,专四,método（待校对）,哀叹,etapa（待校对）,词库自动生成_待内容组校对
peter,adv,n/a,A2,,彼得,peter,Contexto: peter.,例句待内容组补充（peter）。,peter.jpg,A2|adv|日常,专四,鬼,hoja（待校对）,肉,词库自动生成_待内容组校对
pieza,n,f,A2,,部分,pieza,Contexto: pieza.,例句待内容组补充（pieza）。,pieza.jpg,A2|n|日常,专四,agujero（待校对）,添加,吻,词库自动生成_待内容组校对
teoría,n,f,A2,,理论,teoría,Contexto: teoría.,例句待内容组补充（teoría）。,teoría.jpg,A2|n|日常,专四,地区,obviamente（待校对）,风,词库自动生成_待内容组校对
puro,adj,n/a,A2,,纯的,puro,Contexto: puro.,例句待内容组补充（puro）。,puro.jpg,A2|adj|日常,专四,comportamiento（待校对）,encantador（待校对）,邮政,词库自动生成_待内容组校对
domingo,n,m,A2,,星期日,domingo,Contexto: domingo.,例句待内容组补充（domingo）。,domingo.jpg,A2|n|日常,专四,盘子,imponer（待校对）,已婚,词库自动生成_待内容组校对
exacto,adj,n/a,A2,,精确的,exacto,Contexto: exacto.,例句待内容组补充（exacto）。,exacto.jpg,A2|adj|日常,专四,记者,formación（待校对）,代码,词库自动生成_待内容组校对
soñar,v,n/a,A2,,梦,soñar,Contexto: soñar.,例句待内容组补充（soñar）。,soñar.jpg,A2|v|变位|日常,专四,线索,入口,comportamiento（待校对）,词库自动生成_待内容组校对
paul,adv,n/a,A2,,保罗,paul,Contexto: paul.,例句待内容组补充（paul）。,paul.jpg,A2|adv|日常,专四,地区,移动,jurado（待校对）,词库自动生成_待内容组校对
tarea,n,f,A2,,任务,tarea,Contexto: tarea.,例句待内容组补充（tarea）。,tarea.jpg,A2|n|日常,专四,斗争,jim（待校对）,尸体,词库自动生成_待内容组校对
sonido,n,m,A2,,声音,sonido,Contexto: sonido.,例句待内容组补充（sonido）。,sonido.jpg,A2|n|日常,专四,pesado（待校对）,裙子,secundario（待校对）,词库自动生成_待内容组校对
bosque,n,n/a,A2,,森林,bosque,Contexto: bosque.,例句待内容组补充（bosque）。,bosque.jpg,A2|n|日常,专四,alimento（待校对）,italiano（待校对）,confesar（待校对）,词库自动生成_待内容组校对
encantado,adj,n/a,A2,,高兴极了,encantado,Contexto: encantado.,例句待内容组补充（encantado）。,encantado.jpg,A2|adj|日常,专四,态度,同意,atravesar（待校对）,词库自动生成_待内容组校对
atrever,v,n/a,A2,,敢,atrever,Contexto: atrever.,例句待内容组补充（atrever）。,atrever.jpg,A2|v|变位|日常,专四,笔记,富有的,比塞塔,词库自动生成_待内容组校对
regreso,n,m,A2,,返回,regreso,Contexto: regreso.,例句待内容组补充（regreso）。,regreso.jpg,A2|n|日常,专四,赌注,提议,你,词库自动生成_待内容组校对
venta,n,f,A2,,销售,venta,Contexto: venta.,例句待内容组补充（venta）。,venta.jpg,A2|n|日常,专四,科学,生病的,虚弱的,词库自动生成_待内容组校对
solución,n,f,A2,,解决方案,solución,Contexto: solución.,例句待内容组补充（solución）。,solución.jpg,A2|n|日常,专四,增加,自然,山,词库自动生成_待内容组校对
apagar,v,n/a,A2,,关,apagar,Contexto: apagar.,例句待内容组补充（apagar）。,apagar.jpg,A2|v|变位|日常,专四,意识,empleado（待校对）,reino（待校对）,词库自动生成_待内容组校对
documento,n,m,A2,,文档,documento,Contexto: documento.,例句待内容组补充（documento）。,documento.jpg,A2|n|日常,专四,座位,受伤的,虚弱的,词库自动生成_待内容组校对
nación,n,f,A2,,国家,nación,Contexto: nación.,例句待内容组补充（nación）。,nación.jpg,A2|n|日常,专四,他妈的,闻,面试,词库自动生成_待内容组校对
cuadro,n,m,A2,,图表,cuadro,Contexto: cuadro.,例句待内容组补充（cuadro）。,cuadro.jpg,A2|n|日常,专四,放,绝对,借,词库自动生成_待内容组校对
registro,n,m,A2,,记录,registro,Contexto: registro.,例句待内容组补充（registro）。,registro.jpg,A2|n|日常,专四,cómodo（待校对）,要求,conflicto（待校对）,词库自动生成_待内容组校对
tardar,v,n/a,A2,,晚的,tardar,Contexto: tardar.,例句待内容组补充（tardar）。,tardar.jpg,A2|v|变位|日常,专四,经济,足球,展示,词库自动生成_待内容组校对
nene,n,n/a,A2,,婴儿,nene,Contexto: nene.,例句待内容组补充（nene）。,nene.jpg,A2|n|日常,专四,受伤的,担心的,开始,词库自动生成_待内容组校对
vecino,n,m,A2,,邻居,vecino,Contexto: vecino.,例句待内容组补充（vecino）。,vecino.jpg,A2|n|日常,专四,命令,分享,característica（待校对）,词库自动生成_待内容组校对
temprano,adv,n/a,A2,,早期的,temprano,Contexto: temprano.,例句待内容组补充（temprano）。,temprano.jpg,A2|adv|日常,专四,开玩笑,忙碌的,脸,词库自动生成_待内容组校对
distancia,n,f,A2,,距离,distancia,Contexto: distancia.,例句待内容组补充（distancia）。,distancia.jpg,A2|n|日常,专四,存活,仅有的,除了,词库自动生成_待内容组校对
firmar,v,n/a,A2,,符号,firmar,Contexto: firmar.,例句待内容组补充（firmar）。,firmar.jpg,A2|v|变位|日常,专四,alimento（待校对）,deporte（待校对）,艺术家,词库自动生成_待内容组校对
convencer,v,n/a,A2,,说服,convencer,Contexto: convencer.,例句待内容组补充（convencer）。,convencer.jpg,A2|v|变位|日常,专四,技术的,惊喜,identidad（待校对）,词库自动生成_待内容组校对
sostener,v,n/a,A2,,抓住,sostener,Contexto: sostener.,例句待内容组补充（sostener）。,sostener.jpg,A2|v|变位|日常,专四,ray（待校对）,俄语,哀叹,词库自动生成_待内容组校对
papa,n,f,A2,,爸爸,papa,Contexto: papa.,例句待内容组补充（papa）。,papa.jpg,A2|n|日常,专四,文章,明亮的,赌注,词库自动生成_待内容组校对
veras,n,n/a,A2,,你会看到,veras,Contexto: veras.,例句待内容组补充（veras）。,veras.jpg,A2|n|日常,专四,要求,意识,químico（待校对）,词库自动生成_待内容组校对
solamente,adv,n/a,A2,,仅有的,solamente,Contexto: solamente.,例句待内容组补充（solamente）。,solamente.jpg,A2|adv|日常,专四,垃圾,航班,治疗,词库自动生成_待内容组校对
pintar,v,n/a,A2,,画,pintar,Contexto: pintar.,例句待内容组补充（pintar）。,pintar.jpg,A2|v|变位|日常,专四,军士,cultural（待校对）,添加,词库自动生成_待内容组校对
batalla,n,f,A2,,战斗,batalla,Contexto: batalla.,例句待内容组补充（batalla）。,batalla.jpg,A2|n|日常,专四,canal（待校对）,寻找,单元,词库自动生成_待内容组校对
brillante,adj,n/a,A2,,明亮的,brillante,Contexto: brillante.,例句待内容组补充（brillante）。,brillante.jpg,A2|adj|日常,专四,lunes（待校对）,conceder（待校对）,在场,词库自动生成_待内容组校对
culpable,adj,n/a,A2,,有罪的,culpable,Contexto: culpable.,例句待内容组补充（culpable）。,culpable.jpg,A2|adj|日常,专四,inversión（待校对）,公民,etapa（待校对）,词库自动生成_待内容组校对
vuelo,n,m,A2,,航班,vuelo,Contexto: vuelo.,例句待内容组补充（vuelo）。,vuelo.jpg,A2|n|日常,专四,已婚,重要性,减少,词库自动生成_待内容组校对
