lemma,pos,gender,level,sense,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
perder,v,n/a,A1,1,,丢失；输掉,,Perdí las llaves.,我丢了钥匙。,,易混词支持|A1|v,专四,找到,赢得,保存,易混词辨析配套词条_2026-07
aumentar,v,n/a,B1,1,,增加,,Aumenta el precio.,价格上涨。,,易混词支持|B1|v,专四,减少,保持,开始,易混词辨析配套词条_2026-07
reducir,v,n/a,B1,1,,减少；降低,,Reducen los costos.,他们降低成本。,,易混词支持|B1|v,专四,增加,保持,开始,易混词辨析配套词条_2026-07
iniciar,v,n/a,B1,1,,启动；开始（正式）,,Inician el proyecto.,他们启动项目。,,易混词支持|B1|v,专四,结束,暂停,取消,易混词辨析配套词条_2026-07
finalizar,v,n/a,B1,1,,结束；完成（正式）,,Finalizan la reunión.,他们结束会议。,,易混词支持|B1|v,专四,开始,暂停,取消,易混词辨析配套词条_2026-07
parar,v,n/a,A2,1,,停下,,Para el coche.,停车。,,易混词支持|A2|v,专四,继续,开始,加速,易混词辨析配套词条_2026-07
detener,v,n/a,B1,1,,使停止；拘留,,Detienen el tráfico.,他们拦住交通。,,易混词支持|B1|v,专四,继续,开始,加速,易混词辨析配套词条_2026-07
restar,v,n/a,A2,1,,减去；尚余,,Resta cinco.,减五。,,易混词支持|A2|v,专四,加上,剩下口语,乘,易混词辨析配套词条_2026-07
faltar,v,n/a,A2,1,,缺少,,Falta pan.,缺少面包。,,易混词支持|A2|v,专四,多余,拥有,需要,易混词辨析配套词条_2026-07
sobrar,v,n/a,A2,1,,多余,,Sobra tiempo.,时间有余。,,易混词支持|A2|v,专四,缺少,需要,结束,易混词辨析配套词条_2026-07
necesitar,v,n/a,A1,1,,需要,,Necesito ayuda.,我需要帮助。,,易混词支持|A1|v,专四,想要,拥有,多余,易混词辨析配套词条_2026-07
requerir,v,n/a,B1,1,,要求；需要（正式）,,Requiere experiencia.,需要经验。,,易混词支持|B1|v,专四,拥有,放弃,拒绝,易混词辨析配套词条_2026-07
usar,v,n/a,A1,1,,使用,,Uso el móvil.,我用手机。,,易混词支持|A1|v,专四,丢弃,保存,修理,易混词辨析配套词条_2026-07
utilizar,v,n/a,B1,1,,使用（正式）,,Utilizan este método.,他们使用该方法。,,易混词支持|B1|v,专四,丢弃,保存,修理,易混词辨析配套词条_2026-07
probar,v,n/a,A2,1,,尝试；品尝；证明,,Prueba el pastel.,尝尝蛋糕。,,易混词支持|A2|v,专四,放弃,拒绝,完成,易混词辨析配套词条_2026-07
lamentar,v,n/a,B1,1,,感到遗憾,,Lamentamos el error.,我们对错误感到遗憾。,,易混词支持|B1|v,专四,高兴,庆祝,忽略,易混词辨析配套词条_2026-07
odiar,v,n/a,A2,1,,恨；讨厌,,Odio madrugar.,我讨厌早起。,,易混词支持|A2|v,专四,爱,喜欢,无视,易混词辨析配套词条_2026-07
detestar,v,n/a,B1,1,,憎恶,,Detesto la mentira.,我憎恶谎言。,,易混词支持|B1|v,专四,爱,喜欢,无视,易混词辨析配套词条_2026-07
amar,v,n/a,A2,1,,爱（深）,,Ama su trabajo.,他热爱工作。,,易混词支持|A2|v,专四,恨,喜欢,想要,易混词辨析配套词条_2026-07
molestar,v,n/a,A2,1,,打扰；使不快,,Me molesta el ruido.,噪音让我不快。,,易混词支持|A2|v,专四,喜欢,帮助,忽略,易混词辨析配套词条_2026-07
alegrarse,v,n/a,A2,1,,感到高兴,,Me alegro de verte.,见到你很高兴。,,易混词支持|A2|v,专四,生气,悲伤,害怕,易混词辨析配套词条_2026-07
enfadarse,v,n/a,A2,1,,生气,,Se enfadó.,他生气了。,,易混词支持|A2|v,专四,高兴,平静,害怕,易混词辨析配套词条_2026-07
reír,v,n/a,A1,1,,笑,,Ríe mucho.,他笑得多。,,易混词支持|A1|v,专四,哭,喊,睡,易混词辨析配套词条_2026-07
llorar,v,n/a,A1,1,,哭,,Lloró.,他哭了。,,易混词支持|A1|v,专四,笑,喊,睡,易混词辨析配套词条_2026-07
nacer,v,n/a,A1,1,,出生,,Nació en 1999.,他1999年出生。,,易混词支持|A1|v,专四,死亡,生活,结婚,易混词辨析配套词条_2026-07
morir,v,n/a,A1,1,,死亡,,Murió anciano.,他年迈去世。,,易混词支持|A1|v,专四,出生,生活,睡觉,易混词辨析配套词条_2026-07
divorciarse,v,n/a,B1,1,,离婚,,Se divorciaron.,他们离婚了。,,易混词支持|B1|v,专四,结婚,认识,见面,易混词辨析配套词条_2026-07
reconocer,v,n/a,A2,1,,认出；承认,,Reconocí su voz.,我听出了他的声音。,,易混词支持|A2|v,专四,认识,忘记,否认,易混词辨析配套词条_2026-07
enterarse,v,n/a,B1,1,,得知,,Me enteré de la noticia.,我得知了消息。,,易混词支持|B1|v,专四,知道,忘记,隐瞒,易混词辨析配套词条_2026-07
imaginar,v,n/a,A2,1,,想象,,Imagina el futuro.,想象未来。,,易混词支持|A2|v,专四,记得,看见,知道,易混词辨析配套词条_2026-07
suponer,v,n/a,B1,1,,假定；猜测,,Supongo que vendrá.,我猜他会来。,,易混词支持|B1|v,专四,知道,证明,否认,易混词辨析配套词条_2026-07
dudar,v,n/a,A2,1,,怀疑,,Dudo que sea verdad.,我怀疑那是真的。,,易混词支持|A2|v,专四,相信,肯定,知道,易混词辨析配套词条_2026-07
sospechar,v,n/a,B1,1,,猜疑,,Sospecho un error.,我怀疑有错误。,,易混词支持|B1|v,专四,相信,肯定,知道,易混词辨析配套词条_2026-07
aguardar,v,n/a,B1,1,,等候（正式）,,Aguardan la respuesta.,他们等候答复。,,易混词支持|B1|v,专四,离开,到达,忘记,易混词辨析配套词条_2026-07
alcanzar,v,n/a,B1,1,,达到；够到,,Alcanzó sus metas.,他达成了目标。,,易混词支持|B1|v,专四,失败,开始,放弃,易混词辨析配套词条_2026-07
partir,v,n/a,B1,1,,动身；分开,,Partimos mañana.,我们明天出发。,,易混词支持|B1|v,专四,到达,留下,返回,易混词辨析配套词条_2026-07
regresar,v,n/a,A2,1,,返回,,Regreso a las ocho.,我八点回来。,,易混词支持|A2|v,专四,离开,到达,留下,易混词辨析配套词条_2026-07
acercarse,v,n/a,A2,1,,靠近,,Acércate.,靠近点。,,易混词支持|A2|v,专四,远离,离开,进入,易混词辨析配套词条_2026-07
alejarse,v,n/a,A2,1,,远离,,Se alejó.,他走开了。,,易混词支持|A2|v,专四,靠近,进入,留下,易混词辨析配套词条_2026-07
montar,v,n/a,A2,1,,骑；登上,,Monto en bici.,我骑自行车。,,易混词支持|A2|v,专四,下来,走,跑,易混词辨析配套词条_2026-07
bajarse,v,n/a,A2,1,,从…下来,,Me bajo del tren.,我下火车。,,易混词支持|A2|v,专四,上去,进入,留下,易混词辨析配套词条_2026-07
llenar,v,n/a,A2,1,,装满,,Llena el vaso.,把杯子装满。,,易混词支持|A2|v,专四,倒空,打开,关闭,易混词辨析配套词条_2026-07
vaciar,v,n/a,B1,1,,倒空,,Vacía la caja.,把箱子倒空。,,易混词支持|B1|v,专四,装满,打开,关闭,易混词辨析配套词条_2026-07
limpiar,v,n/a,A1,1,,打扫；弄干净,,Limpio la mesa.,我擦桌子。,,易混词支持|A1|v,专四,弄脏,打破,修理,易混词辨析配套词条_2026-07
ensuciar,v,n/a,A2,1,,弄脏,,No ensucies.,别弄脏。,,易混词支持|A2|v,专四,弄干净,修理,打开,易混词辨析配套词条_2026-07
arreglar,v,n/a,A2,1,,修理；整理,,Arreglo la bici.,我修自行车。,,易混词支持|A2|v,专四,弄坏,打开,关闭,易混词辨析配套词条_2026-07
construir,v,n/a,A2,1,,建造,,Construyen un puente.,他们建桥。,,易混词支持|A2|v,专四,摧毁,打开,关闭,易混词辨析配套词条_2026-07
destruir,v,n/a,B1,1,,摧毁,,El fuego destruyó la casa.,火烧毁了房子。,,易混词支持|B1|v,专四,建造,修理,保护,易混词辨析配套词条_2026-07
crear,v,n/a,A2,1,,创造,,Crea una cuenta.,创建一个账户。,,易混词支持|A2|v,专四,删除,发明,发现,易混词辨析配套词条_2026-07
inventar,v,n/a,A2,1,,发明；编造,,Inventó una excusa.,他编了个借口。,,易混词支持|A2|v,专四,发现,删除,复制,易混词辨析配套词条_2026-07
descubrir,v,n/a,A2,1,,发现,,Descubrió una isla.,他发现一座岛。,,易混词支持|A2|v,专四,发明,隐藏,丢失,易混词辨析配套词条_2026-07
mostrar,v,n/a,A1,1,,展示,,Muéstrame la foto.,给我看照片。,,易混词支持|A1|v,专四,隐藏,证明,解释,易混词辨析配套词条_2026-07
demostrar,v,n/a,B1,1,,证明；表明,,Demuestra su hipótesis.,他证明自己的假设。,,易混词支持|B1|v,专四,展示,否认,猜测,易混词辨析配套词条_2026-07
indicar,v,n/a,A2,1,,指示；表明,,Indica la dirección.,指出方向。,,易混词支持|A2|v,专四,隐藏,询问,猜测,易混词辨析配套词条_2026-07
señalar,v,n/a,B1,1,,指出；标示,,Señala el error.,指出错误。,,易混词支持|B1|v,专四,隐藏,忽略,修复,易混词辨析配套词条_2026-07
significar,v,n/a,A2,1,,意味着,,¿Qué significa?,这是什么意思？,,易混词支持|A2|v,专四,翻译,书写,读,易混词辨析配套词条_2026-07
traducir,v,n/a,A2,1,,翻译,,Traduce el texto.,翻译文本。,,易混词支持|A2|v,专四,口译,写作,阅读,易混词辨析配套词条_2026-07
interpretar,v,n/a,B1,1,,口译；解读,,Interpreta en la conferencia.,他在会议上口译。,,易混词支持|B1|v,专四,笔译,写作,阅读,易混词辨析配套词条_2026-07
escribir,v,n/a,A1,1,,写,,Escribo un mensaje.,我写一条消息。,,易混词支持|A1|v,专四,阅读,说,听,易混词辨析配套词条_2026-07
redactar,v,n/a,B1,1,,撰写；起草,,Redacta el informe.,撰写报告。,,易混词支持|B1|v,专四,阅读,说,听,易混词辨析配套词条_2026-07
releer,v,n/a,B1,1,,重读,,Relee el párrafo.,重读该段。,,易混词支持|B1|v,专四,写,说,听,易混词辨析配套词条_2026-07
charlar,v,n/a,A2,1,,闲聊,,Charlan en el café.,他们在咖啡馆闲聊。,,易混词支持|A2|v,专四,演讲,沉默,写作,易混词辨析配套词条_2026-07
gritar,v,n/a,A1,1,,喊叫,,No grites.,别喊。,,易混词支持|A1|v,专四,低语,说,听,易混词辨析配套词条_2026-07
susurrar,v,n/a,B1,1,,低语,,Susurra la respuesta.,低声说出答案。,,易混词支持|B1|v,专四,喊叫,说,听,易混词辨析配套词条_2026-07
observar,v,n/a,A2,1,,观察,,Observan el comportamiento.,他们观察行为。,,易混词支持|A2|v,专四,忽视,触摸,听说,易混词辨析配套词条_2026-07
notar,v,n/a,A2,1,,注意到,,Noté el cambio.,我注意到了变化。,,易混词支持|A2|v,专四,忽视,看见粗略,忘记,易混词辨析配套词条_2026-07
disminuir,v,n/a,B1,1,,减少,,Disminuye el ruido.,噪音减少。,,易混词支持|B1|v,专四,增加,保持,开始,易混词辨析配套词条_2026-07
empeorar,v,n/a,B1,1,,恶化,,La situación empeora.,局势恶化。,,易混词支持|B1|v,专四,改善,保持,开始,易混词辨析配套词条_2026-07
completar,v,n/a,A2,1,,完成；填完,,Completa el formulario.,填完表格。,,易混词支持|A2|v,专四,开始,删除,打开,易混词辨析配套词条_2026-07
incluir,v,n/a,A2,1,,包括,,Incluye el IVA.,含增值税。,,易混词支持|A2|v,专四,排除,删除,打开,易混词辨析配套词条_2026-07
excluir,v,n/a,B1,1,,排除,,Excluyen ese caso.,排除该情形。,,易混词支持|B1|v,专四,包括,添加,打开,易混词辨析配套词条_2026-07
rechazar,v,n/a,B1,1,,拒绝,,Rechazan la oferta.,他们拒绝报价。,,易混词支持|B1|v,专四,接受,接收,邀请,易混词辨析配套词条_2026-07
prohibir,v,n/a,A2,1,,禁止,,Prohíben fumar.,禁止吸烟。,,易混词支持|A2|v,专四,允许,邀请,要求,易混词辨析配套词条_2026-07
inaugurar,v,n/a,B1,1,,揭幕；启用,,Inauguran el museo.,博物馆揭幕。,,易混词支持|B1|v,专四,关闭,打开日常,结束,易混词辨析配套词条_2026-07
concluir,v,n/a,B1,1,,得出结论；结束,,Concluyen el estudio.,他们结束研究。,,易混词支持|B1|v,专四,开始,继续,打开,易混词辨析配套词条_2026-07
arrancar,v,n/a,B1,1,,启动；突然开始,,Arranca el coche.,发动汽车。,,易混词支持|B1|v,专四,停下,结束,打开门,易混词辨析配套词条_2026-07
pausar,v,n/a,B1,1,,暂停,,Pausa el vídeo.,暂停视频。,,易混词支持|B1|v,专四,继续,停止彻底,开始,易混词辨析配套词条_2026-07
guardar,v,n/a,A2,1,,保存；收好,,Guarda el documento.,保存文档。,,易混词支持|A2|v,专四,删除,打开,发送,易混词辨析配套词条_2026-07
salvar,v,n/a,A2,1,,拯救；保存,,Salvan al herido.,他们救伤者。,,易混词支持|A2|v,专四,伤害,删除,丢失,易混词辨析配套词条_2026-07
borrar,v,n/a,A2,1,,删除；擦掉,,Borra el mensaje.,删除消息。,,易混词支持|A2|v,专四,保存,写,打开,易混词辨析配套词条_2026-07
eliminar,v,n/a,B1,1,,删除；消除,,Eliminan el archivo.,删除文件。,,易混词支持|B1|v,专四,保存,创建,打开,易混词辨析配套词条_2026-07
añadir,v,n/a,A2,1,,添加,,Añade sal.,加点盐。,,易混词支持|A2|v,专四,删除,减少,打开,易混词辨析配套词条_2026-07
agregar,v,n/a,B1,1,,添加,,Agrega un ejemplo.,添加一个例子。,,易混词支持|B1|v,专四,删除,减少,打开,易混词辨析配套词条_2026-07
colocar,v,n/a,A2,1,,安放；放置,,Coloca los libros.,把书放好。,,易混词支持|A2|v,专四,拿走,扔掉,打开,易混词辨析配套词条_2026-07
enviar,v,n/a,A2,1,,发送；寄出,,Envía el correo.,发送邮件。,,易混词支持|A2|v,专四,接收,删除,打开,易混词辨析配套词条_2026-07
mandar,v,n/a,A2,1,,寄送；命令,,Manda un mensaje.,发一条消息。,,易混词支持|A2|v,专四,接收,请求,打开,易混词辨析配套词条_2026-07
obtener,v,n/a,B1,1,,获得,,Obtuvo una beca.,他获得奖学金。,,易混词支持|B1|v,专四,失去,给予,拒绝,易混词辨析配套词条_2026-07
investigar,v,n/a,B1,1,,调查；研究,,Investigan el caso.,他们调查案件。,,易混词支持|B1|v,专四,忽略,学习入门,玩耍,易混词辨析配套词条_2026-07
laborar,v,n/a,B1,1,,劳动；工作（正式）,,Laboran en el campo.,他们在田间劳作。,,易混词支持|B1|v,专四,休息,玩耍,睡觉,易混词辨析配套词条_2026-07
descansar,v,n/a,A1,1,,休息,,Descanso un rato.,我休息一会儿。,,易混词支持|A1|v,专四,工作,跑步,学习,易混词辨析配套词条_2026-07
relajarse,v,n/a,A2,1,,放松,,Me relajo.,我放松一下。,,易混词支持|A2|v,专四,紧张,工作,跑步,易混词辨析配套词条_2026-07
pasear,v,n/a,A2,1,,散步,,Paseamos por el parque.,我们在公园散步。,,易混词支持|A2|v,专四,跑步,睡觉,工作,易混词辨析配套词条_2026-07
acelerar,v,n/a,B1,1,,加速,,Acelera el coche.,给汽车加速。,,易混词支持|B1|v,专四,减速,停下,开始,易混词辨析配套词条_2026-07
