lemma,pos,gender,level,sense,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
sinonimia,n,f,B2,1,,同义关系,,La sinonimia absoluta es rara: casi siempre hay matices.,绝对同义很少见：几乎总有细微差别。,sinonimia_1.jpg,考试路径|B2|n,专八,说服；劝说,承诺；介入,证据,大创内容组_words_tem8.csv
sintaxis,n,f,B2,1,,句法学；句法,,La sintaxis describe cómo se combinan las palabras en la oración.,句法学描述词语如何组成句子。,sintaxis_1.jpg,考试路径|B2|n,专八,断言；肯定说法,评论；批评,学术语体,大创内容组_words_tem8.csv
sostenibilidad,n,f,B2,1,,可持续性,,La sostenibilidad urbana exige transporte público eficiente y espacios verdes accesibles.,城市可持续性要求高效公交与市民可达的绿色空间。,sostenibilidad_1.jpg,考试路径|B2|n,专八,迁移；转移,可信度,视角；观点,大创内容组_senses_table_tem8_with_images.xlsx
síntesis,n,f,B2,1,,综合；综述,,La síntesis reúne las ideas principales sin detalles superfluos.,综述汇总主要观点，不含多余细节。,sintesis_1.jpg,考试路径|B2|n,专八|专四,叙事；叙事作品,反驳；驳论,对等,大创内容组_words_tem8.csv
terminología,n,f,B2,1,,术语,,Dominar la terminología especializada es necesario para leer artículos científicos con precisión.,要精确阅读科研文章，必须掌握专业术语。,terminologia_1.jpg,考试路径|B2|n,专八,变异；变体差异,伦理,分歧；分化,大创内容组_senses_table_tem8_with_images.xlsx
tesis,n,f,B2,1,,论点；（亦指）学位论文,,La tesis del artículo afirma que el subtitulado favorece el aprendizaje incidental de vocabulario.,文章的论点是：字幕有利于词汇的附带习得。,tesis_1.jpg,考试路径|B2|n,专八,细化；限定说法,文献；文档工作,风格；文风,大创内容组_senses_table_tem8_with_images.xlsx
tipología,n,f,B2,1,,类型学；分类,,"La tipología textual distingue narración, descripción y argumentación.",语篇类型学区分叙述、描写与论证。,tipologia_1.jpg,考试路径|B2|n,专八,量表；尺度,综合；综述,期待,大创内容组_words_tem8.csv
variación,n,f,B2,1,,变异；变体差异,,La variación dialectal se observa en el léxico y la pronunciación.,方言变异体现在词汇与发音上。,variacion_1.jpg,考试路径|B2|n,专八,词素,评价；评估,遗产（文化）,大创内容组_words_tem8.csv
ética,n,f,B2,1,,伦理,,La ética periodística exige verificar fuentes antes de publicar una acusación grave.,新闻伦理要求在刊发严重指控前核实消息来源。,etica_1.jpg,考试路径|B2|n,专八,惯例；公约,术语,说明文；陈述,大创内容组_senses_table_tem8_with_images.xlsx
abstracción,n,f,C1,1,,抽象；抽象化,,La abstracción permite generalizar a partir de casos concretos.,抽象使人能从具体案例中概括。,abstraccion_1.jpg,考试路径|C1|n,专八,理论范式,消歧,历史记忆,大创内容组_words_tem8.csv
abstract,n,m,C1,1,,摘要（学术论文）,,"El abstract debe condensar objetivos, método, resultados y conclusión en un párrafo denso.",摘要需在紧凑一段中概括目标、方法、结果与结论。,abstract_1.jpg,考试路径|C1|n,专八,语料库,内涵含义；联想义,定量方法,大创内容组_senses_table_tem8_with_images.xlsx
alegato,n,m,C1,1,,申辩；陈词,,El abogado presentó un alegato contundente.,律师提出了有力申辩。,alegato_1.jpg,考试路径|C1|n,专八,范式,转喻,公理；基本命题,大创内容组_words_tem8.csv
alegoría,n,f,C1,1,,寓言；讽喻,,En la alegoría cada elemento del relato representa una idea abstracta sobre la sociedad.,在寓言/讽喻中，故事里每个元素都象征某种关于社会的抽象观念。,alegoria_1.jpg,考试路径|C1|n,专八,话语的；论述的,结构主义,语料库,大创内容组_senses_table_tem8_with_images.xlsx
ambigüedad,n,f,C1,1,,歧义；含混,,La ambigüedad deliberada en el poema permite varias lecturas sin una interpretación única.,诗中故意的含混允许多种解读，而非单一解释。,ambiguedad_1.jpg,考试路径|C1|n,专八,范畴化,深描,委婉语,大创内容组_senses_table_tem8_with_images.xlsx
antagonismo,n,m,C1,1,,对立；拮抗,,Hay un claro antagonismo entre ambas posturas.,两种立场之间存在明显对立。,antagonismo_1.jpg,考试路径|C1|n,专八,胁迫；强制,音系学,申辩；陈词,大创内容组_words_tem8.csv
análisis crítico,n,m,C1,1,,批判性分析,,El análisis crítico examina supuestos ideológicos.,批判性分析审视意识形态前提。,analisis_critico_1.jpg,考试路径|C1|n,专八,价值论,认识论,解构,大创内容组_words_tem8.csv
apología,n,f,C1,1,,辩护文；颂扬,,El ensayo es una apología del multiculturalismo.,这篇论文是对多元文化主义的辩护。,apologia_1.jpg,考试路径|C1|n,专八,会话含义（语用学）,语料库,深描,大创内容组_words_tem8.csv
asimetría,n,f,C1,1,,不对称,,La asimetría de poder marca el diálogo.,权力不对称塑造了对话。,asimetria_1.jpg,考试路径|C1|n,专八,内涵含义；联想义,形式主义,会话含义（语用学）,大创内容组_words_tem8.csv
axiología,n,f,C1,1,,价值论,,La axiología estudia los sistemas de valores.,价值论研究价值体系。,axiologia_1.jpg,考试路径|C1|n,专八,语言禁忌,谬误,简洁,大创内容组_words_tem8.csv
axioma,n,m,C1,1,,公理；基本命题,,Partimos de un axioma que no se discute en este marco.,我们从本框架内不讨论的公理出发。,axioma_1.jpg,考试路径|C1|n,专八,认识论,胁迫；强制,会话含义（语用学）,大创内容组_words_tem8.csv
canónico,adj,n/a,C1,1,,经典的；正典的,,Forma parte del corpus canónico de la literatura.,它属于文学正典语料。,canonico_1.jpg,考试路径|C1|adj,专八,话语共同体,诠释学,外推,大创内容组_words_tem8.csv
categorización,n,f,C1,1,,范畴化,,La categorización social influye en el discurso.,社会范畴化影响话语。,categorizacion_1.jpg,考试路径|C1|n,专八,胁迫；强制,诠释学,学位论文,大创内容组_words_tem8.csv
coacción,n,f,C1,1,,胁迫；强制,,El consentimiento no es válido bajo coacción.,胁迫下的同意无效。,coaccion_1.jpg,考试路径|C1|n,专八,范畴化,文化霸权,话语共同体,大创内容组_words_tem8.csv
colocación,n,f,C1,1,,搭配（词汇学）,,Es más natural decir «tomar una decisión» que «hacer una decisión»; eso es una colocación.,说 tomar una decisión 比 hacer una decisión 更自然，这就是搭配。,colocacion_1.jpg,考试路径|C1|n,专八,话语体裁,学位论文,偶然性；或然,大创内容组_senses_table_tem8_with_images.xlsx
comparatismo,n,m,C1,1,,比较研究,,El comparatismo literario cruza tradiciones.,文学比较研究跨越不同传统。,comparatismo_1.jpg,考试路径|C1|n,专八,话语共同体,霸权；主导地位,经注；详解,大创内容组_words_tem8.csv
comunidad discursiva,n,f,C1,1,,话语共同体,,Cada comunidad discursiva comparte convenciones.,每个话语共同体共享惯例。,comunidad_discursiva_1.jpg,考试路径|C1|n,专八,社会语言学,胁迫；强制,社会建构,大创内容组_words_tem8.csv
concisión,n,f,C1,1,,简洁,,"La concisión no significa empobrecer el estilo, sino eliminar repeticiones innecesarias.",简洁并不意味着风格贫乏，而是去掉不必要的重复。,concision_1.jpg,考试路径|C1|n,专八,形象化；修辞形象,委婉语,申辩；陈词,大创内容组_senses_table_tem8_with_images.xlsx
condensación,n,f,C1,1,,浓缩；凝练,,La poesía privilegia la condensación semántica.,诗歌讲究语义凝练。,condensacion_1.jpg,考试路径|C1|n,专八,决定论,图式化；简略化,辩护文；颂扬,大创内容组_words_tem8.csv
connotación,n,f,C1,1,,内涵含义；联想义,,La connotación de «rojo» varía según la cultura y el contexto.,「rojo」的联想义随文化与语境而变。,connotacion_1.jpg,考试路径|C1|n,专八,偶然性；或然,寓言；讽喻,胁迫；强制,大创内容组_words_tem8.csv
construcción social,n,f,C1,1,,社会建构,,El género se entiende como construcción social.,性别被理解为社会建构。,construccion_social_1.jpg,考试路径|C1|n,专八,寓言；讽喻,认识论,形式主义,大创内容组_words_tem8.csv
contingencia,n,f,C1,1,,偶然性；或然,,La historia no es pura contingencia.,历史并非纯粹偶然。,contingencia_1.jpg,考试路径|C1|n,专八,社会语言学,形式主义,浓缩；凝练,大创内容组_words_tem8.csv
corpus,n,m,C1,1,,语料库,,El corpus digital permite observar frecuencias reales de uso y colocaciones frecuentes.,数字语料库能观察真实使用频率与常见搭配。,corpus_1.jpg,考试路径|C1|n,专八,简洁,话语的；论述的,图式化；简略化,大创内容组_senses_table_tem8_with_images.xlsx
deconstrucción,n,f,C1,1,,解构,,La deconstrucción interroga oposiciones binarias.,解构追问二元对立。,deconstruccion_1.jpg,考试路径|C1|n,专八,细微差别；语感差别,双言制,理论范式,大创内容组_words_tem8.csv
definición operativa,n,f,C1,1,,操作性定义,,Necesitamos una definición operativa del término.,我们需要该术语的操作性定义。,definicion_operativa_1.jpg,考试路径|C1|n,专八,内涵含义；联想义,经验主义,双言制,大创内容组_words_tem8.csv
denotación,n,f,C1,1,,本义；字面义,,La denotación de una palabra es su significado literal en el diccionario.,词语的本义是词典中的字面意义。,denotacion_1.jpg,考试路径|C1|n,专八,不对称,对立；拮抗,认识型；知识型,大创内容组_words_tem8.csv
desambiguación,n,f,C1,1,,消歧,,La desambiguación depende del contexto.,消歧依赖语境。,desambiguacion_1.jpg,考试路径|C1|n,专八,象征手法；象征主义,胁迫；强制,方言学,大创内容组_words_tem8.csv
descripción densa,n,f,C1,1,,深描,,La antropología usa la descripción densa.,人类学使用深描。,descripcion_densa_1.jpg,考试路径|C1|n,专八,认识型；知识型,简洁,消歧,大创内容组_words_tem8.csv
determinismo,n,m,C1,1,,决定论,,Critica el determinismo lingüístico extremo.,他批判极端语言决定论。,determinismo_1.jpg,考试路径|C1|n,专八,委婉语,形象化；修辞形象,诠释学,大创内容组_words_tem8.csv
dialectología,n,f,C1,1,,方言学,,La dialectología cartografía variedades regionales.,方言学绘制地区变体地图。,dialectologia_1.jpg,考试路径|C1|n,专八,内涵含义；联想义,寓言；讽喻,预设,大创内容组_words_tem8.csv
diglosia,n,f,C1,1,,双言制,,"En diglosia, una variedad se usa en contextos formales y otra en la vida cotidiana.",双言制下，一种变体用于正式场合，另一种用于日常。,diglosia_1.jpg,考试路径|C1|n,专八,不对称,内涵含义；联想义,细微差别；语感差别,大创内容组_words_tem8.csv
discursivo,adj,n/a,C1,1,,话语的；论述的,,El análisis discursivo examina poder e ideología en el texto.,话语分析考察文本中的权力与意识形态。,discursivo_1.jpg,考试路径|C1|adj,专八,诠释学,本义；字面义,价值论,大创内容组_words_tem8.csv
disonancia,n,f,C1,1,,失调；不协调,,Percibimos una disonancia entre decir y hacer.,我们感到言行之间的失调。,disonancia_1.jpg,考试路径|C1|n,专八,批判性分析,词典学,意识形态,大创内容组_words_tem8.csv
empirismo,n,m,C1,1,,经验主义,,El empirismo privilegia la observación.,经验主义强调观察。,empirismo_1.jpg,考试路径|C1|n,专八,公理；基本命题,霸权；主导地位,形式主义,大创内容组_words_tem8.csv
enfoque cualitativo,n,m,C1,1,,定性方法,,El enfoque cualitativo interpreta sentidos.,定性方法诠释意义。,enfoque_cualitativo_1.jpg,考试路径|C1|n,专八,外推,歧义；含混,摘要（学术论文）,大创内容组_words_tem8.csv
enfoque cuantitativo,n,m,C1,1,,定量方法,,El enfoque cuantitativo mide frecuencias.,定量方法测量频率。,enfoque_cuantitativo_1.jpg,考试路径|C1|n,专八,认识型；知识型,辩护文；颂扬,外推,大创内容组_words_tem8.csv
episteme,n,f,C1,1,,认识型；知识型,,Foucault habla de la episteme de una época.,福柯谈论一个时代的认识型。,episteme_1.jpg,考试路径|C1|n,专八,象征手法；象征主义,深描,委婉语,大创内容组_words_tem8.csv
epistemología,n,f,C1,1,,认识论,,La epistemología pregunta cómo justificamos el conocimiento.,认识论追问我们如何为知识辩护。,epistemologia_1.jpg,考试路径|C1|n,专八,会话含义（语用学）,外推,解构,大创内容组_words_tem8.csv
erudición,n,f,C1,1,,博学；学识,,El aparato de notas muestra erudición.,注释系统显示出博学。,erudicion_1.jpg,考试路径|C1|n,专八,简洁,认识型；知识型,符号学,大创内容组_words_tem8.csv
esquematismo,n,m,C1,1,,图式化；简略化,,Evita el esquematismo excesivo al resumir.,摘要时避免过度图式化。,esquematismo_1.jpg,考试路径|C1|n,专八,历史记忆,社会语言学,搭配（词汇学）,大创内容组_words_tem8.csv
estandarización,n,f,C1,1,,标准化,,La estandarización lingüística suele asociarse a la escuela y los medios.,语言标准化常与学校及媒体相关。,estandarizacion_1.jpg,考试路径|C1|n,专八,申辩；陈词,定量方法,操作性定义,大创内容组_words_tem8.csv
estratificación,n,f,C1,1,,分层,,La estratificación social se refleja en el léxico.,社会分层反映在词汇上。,estratificacion_1.jpg,考试路径|C1|n,专八,偶然性；或然,抽象；抽象化,转喻,大创内容组_words_tem8.csv
estructuralismo,n,m,C1,1,,结构主义,,El estructuralismo analiza relaciones internas.,结构主义分析内部关系。,estructuralismo_1.jpg,考试路径|C1|n,专八,话语的；论述的,外推,定性方法,大创内容组_words_tem8.csv
etimología,n,f,C1,1,,词源,,"La etimología de muchas palabras españolas remonta al latín y, en algunos casos, al árabe.",许多西语词的词源可追溯到拉丁语，有些则来自阿拉伯语。,etimologia_1.jpg,考试路径|C1|n,专八,委婉语,定量方法,歧义；含混,大创内容组_senses_table_tem8_with_images.xlsx
eufemismo,n,m,C1,1,,委婉语,,Decir «tercer edad» en lugar de expresiones peyorativas es un eufemismo social común.,用「terce edad / 老年」替代贬损说法，是常见的社会委婉语。,eufemismo_1.jpg,考试路径|C1|n,专八,词典学,辩护文；颂扬,语言禁忌,大创内容组_senses_table_tem8_with_images.xlsx
extrapolación,n,f,C1,1,,外推,,La extrapolación de resultados exige cautela.,结果外推需谨慎。,extrapolacion_1.jpg,考试路径|C1|n,专八,方言学,深描,历史记忆,大创内容组_words_tem8.csv
exégesis,n,f,C1,1,,经注；详解,,Ofrece una exégesis detallada del pasaje.,对段落作了详尽经注式解读。,exegesis_1.jpg,考试路径|C1|n,专八,借词,文化霸权,解构,大创内容组_words_tem8.csv
falacia,n,f,C1,1,,谬误,,Detectar una falacia lógica es clave en el debate académico.,识别逻辑谬误是学术辩论的关键。,falacia_1.jpg,考试路径|C1|n,专八,不对称,双言制,诠释学,大创内容组_words_tem8.csv
figuración,n,f,C1,1,,形象化；修辞形象,,La figuración poética densifica el sentido.,诗歌形象化使意义更密。,figuracion_1.jpg,考试路径|C1|n,专八,深描,音系学,分层,大创内容组_words_tem8.csv
focalización,n,f,C1,1,,聚焦（叙事）,,La focalización interna limita lo que sabemos.,内聚焦限制我们所知。,focalizacion_1.jpg,考试路径|C1|n,专八,决定论,转喻,社会语言学,大创内容组_words_tem8.csv
fonología,n,f,C1,1,,音系学,,La fonología estudia el sistema de sonidos de una lengua.,音系学研究一种语言的音位系统。,fonologia_1.jpg,考试路径|C1|n,专八,学位论文,范式,外推,大创内容组_words_tem8.csv
formalismo,n,m,C1,1,,形式主义,,El formalismo atiende la estructura textual.,形式主义关注文本结构。,formalismo_1.jpg,考试路径|C1|n,专八,转喻,决定论,定量方法,大创内容组_words_tem8.csv
género discursivo,n,m,C1,1,,话语体裁,,El ensayo es un género discursivo académico.,论文是一种学术话语体裁。,genero_discursivo_1.jpg,考试路径|C1|n,专八,互文性,浓缩；凝练,范式,大创内容组_words_tem8.csv
hegemonía,n,f,C1,1,,霸权；主导地位,,Algunos autores hablan de hegemonía cultural cuando ciertos relatos dominan el espacio mediático.,某些作者称，当特定叙事主导媒体空间时，便存在文化霸权。,hegemonia_1.jpg,考试路径|C1|n,专八,经验主义,借词,外推,大创内容组_senses_table_tem8_with_images.xlsx
hegemonía cultural,n,f,C1,1,,文化霸权,,Analiza la hegemonía cultural en los medios.,他分析媒体中的文化霸权。,hegemonia_cultural_1.jpg,考试路径|C1|n,专八,方言学,理论范式,双言制,大创内容组_words_tem8.csv
hermenéutica,n,f,C1,1,,诠释学,,La hermenéutica literaria interpreta sentidos múltiples del texto.,文学诠释学解读文本的多重意义。,hermeneutica_1.jpg,考试路径|C1|n,专八,浓缩；凝练,多义性,社会语言学,大创内容组_words_tem8.csv
hermetismo,n,m,C1,1,,晦涩；封闭性,,El hermetismo del poema exige relectura.,诗歌的晦涩要求重读。,hermetismo_1.jpg,考试路径|C1|n,专八,定性方法,双言制,批判性分析,大创内容组_words_tem8.csv
ideología,n,f,C1,1,,意识形态,,El ensayo examina cómo la ideología se infiltra en las elecciones léxicas de un texto periodístico.,这篇文章检视意识形态如何渗透进新闻文本的用词选择。,ideologia_1.jpg,考试路径|C1|n,专八,理论范式,词典学,认识型；知识型,大创内容组_senses_table_tem8_with_images.xlsx
implicatura,n,f,C1,1,,会话含义（语用学）,,La implicatura surge cuando el oyente deduce un sentido no dicho a partir del contexto conversacional.,当听者根据会话语境推出未明说的含义时，便产生会话含义。,implicatura_1.jpg,考试路径|C1|n,专八,定性方法,消歧,形式主义,大创内容组_senses_table_tem8_with_images.xlsx
interdisciplinario,adj,n/a,C1,1,,跨学科的,,El enfoque interdisciplinario combina lingüística e historia.,跨学科方法结合语言学与历史学。,interdisciplinario_1.jpg,考试路径|C1|adj,专八,经验主义,借词,象征手法；象征主义,大创内容组_words_tem8.csv
intertextualidad,n,f,C1,1,,互文性,,"La intertextualidad aparece cuando la novela cita, transforma o dialoga con obras anteriores.",当小说引用、改写或与先前作品对话时，便出现互文性。,intertextualidad_1.jpg,考试路径|C1|n,专八,申辩；陈词,失调；不协调,结构主义,大创内容组_senses_table_tem8_with_images.xlsx
lexicografía,n,f,C1,1,,词典学,,La lexicografía moderna combina corpus y criterios de uso.,现代词典学结合语料与用法标准。,lexicografia_1.jpg,考试路径|C1|n,专八,方言变体,经验主义,比较研究,大创内容组_words_tem8.csv
matiz,n,m,C1,1,,细微差别；语感差别,,Hay un matiz importante entre «pedir» y «solicitar»: el segundo suele ser más formal.,pedir 与 solicitar 有重要细微差别：后者通常更正式。,matiz_1.jpg,考试路径|C1|n,专八,操作性定义,理论范式,多义性,大创内容组_senses_table_tem8_with_images.xlsx
memoria histórica,n,f,C1,1,,历史记忆,,El debate sobre la memoria histórica examina cómo una sociedad recuerda conflictos del pasado.,关于历史记忆的讨论审视一个社会如何铭记过去的冲突。,memoria_historica_1.jpg,考试路径|C1|n,专八,博学；学识,聚焦（叙事）,决定论,大创内容组_senses_table_tem8_with_images.xlsx
metonimia,n,f,C1,1,,转喻,,«La Casa Blanca anunció…» es un caso de metonimia.,「白宫宣布…」是转喻的例子。,metonimia_1.jpg,考试路径|C1|n,专八,公理；基本命题,解构,符号学,大创内容组_words_tem8.csv
paradigma,n,m,C1,1,,范式,,El nuevo paradigma educativo pone al estudiante como centro del proceso de aprendizaje.,新的教育范式把学生置于学习过程的中心。,paradigma_1.jpg,考试路径|C1|n,专八,诠释学,公理；基本命题,符号学,大创内容组_senses_table_tem8_with_images.xlsx
paradigma teórico,n,m,C1,1,,理论范式,,El cambio de paradigma teórico redefine las preguntas de investigación.,理论范式转变会重新定义研究问题。,paradigma_teorico_1.jpg,考试路径|C1|n,专八,经注；详解,价值论,分层,大创内容组_words_tem8.csv
polisemia,n,f,C1,1,,多义性,,La polisemia de «banco» incluye el asiento y la institución financiera según el contexto.,banco 的多义性包括「长凳」与「银行」，取决于语境。,polisemia_1.jpg,考试路径|C1|n,专八,内涵含义；联想义,话语共同体,偶然性；或然,大创内容组_senses_table_tem8_with_images.xlsx
pragmatismo,n,m,C1,1,,实用主义；（亦指）务实态度,,"Con pragmatismo, la institución eligió un plan viable en lugar de una reforma ideal pero imposible.",出于务实，该机构选择了可行方案，而非理想却不可行的改革。,pragmatismo_1.jpg,考试路径|C1|n,专八,经注；详解,形式主义,抽象；抽象化,大创内容组_senses_table_tem8_with_images.xlsx
presuposición,n,f,C1,1,,预设,,«Dejó de fumar» contiene la presuposición de que fumaba antes.,「他戒烟了」预设他以前抽烟。,presuposicion_1.jpg,考试路径|C1|n,专八,聚焦（叙事）,文化霸权,决定论,大创内容组_words_tem8.csv
préstamo lingüístico,n,m,C1,1,,借词,,«Fútbol» es un préstamo lingüístico del inglés que se ha adaptado a la ortografía española.,fútbol 是来自英语的借词，并已适应西语拼写。,prestamo_linguistico_1.jpg,考试路径|C1|n,专八,社会建构,价值论,语言禁忌,大创内容组_senses_table_tem8_with_images.xlsx
redundancia,n,f,C1,1,,冗余；重复累赘,,Evita la redundancia del tipo «subir hacia arriba»; una sola idea basta si ya está clara.,避免「向上爬升」这类冗余；意思已清楚时说一遍即可。,redundancia_1.jpg,考试路径|C1|n,专八,转喻,多义性,社会语言学,大创内容组_senses_table_tem8_with_images.xlsx
semiótica,n,f,C1,1,,符号学,,"La semiótica analiza signos, símbolos y sistemas de significado.",符号学分析符号、象征与意义系统。,semiotica_1.jpg,考试路径|C1|n,专八,操作性定义,会话含义（语用学）,消歧,大创内容组_words_tem8.csv
sesgo,n,m,C1,1,,偏见；偏差,,Detectar el sesgo en un artículo implica observar qué voces se citan y cuáles se omiten.,识别文章中的偏见，要看引用了哪些声音、又忽略了哪些。,sesgo_1.jpg,考试路径|C1|n,专八,话语伦理,经注；详解,范式,大创内容组_senses_table_tem8_with_images.xlsx
simbolismo,n,m,C1,1,,象征手法；象征主义,,El simbolismo del río en la novela sugiere transformación y el paso irreversible del tiempo.,小说中河流的象征暗示转变与时间的不可逆流逝。,simbolismo_1.jpg,考试路径|C1|n,专八,比较研究,社会语言学,价值论,大创内容组_senses_table_tem8_with_images.xlsx
sociolingüística,n,f,C1,1,,社会语言学,,"La sociolingüística estudia cómo la clase social, la edad y el género influyen en el habla.",社会语言学研究社会阶层、年龄与性别如何影响言语。,sociolinguistica_1.jpg,考试路径|C1|n,专八,内涵含义；联想义,象征手法；象征主义,本义；字面义,大创内容组_senses_table_tem8_with_images.xlsx
tabú lingüístico,n,m,C1,1,,语言禁忌,,El tabú lingüístico explica por qué ciertas palabras se evitan en contextos formales o familiares.,语言禁忌解释了为何某些词在正式或家庭语境中会被回避。,tabu_linguistico_1.jpg,考试路径|C1|n,专八,细微差别；语感差别,搭配（词汇学）,社会语言学,大创内容组_senses_table_tem8_with_images.xlsx
tesis,n,f,C1,2,,学位论文,,Defendió su tesis doctoral ante un tribunal tras cinco años de investigación de archivo.,经过五年档案研究，她在答辩委员会前进行了博士论文答辩。,tesis_2.jpg,考试路径|C1|n,专八,话语的；论述的,摘要（学术论文）,经典的；正典的,大创内容组_senses_table_tem8_with_images.xlsx
variedad dialectal,n,f,C1,1,,方言变体,,La variedad dialectal del español de México difiere en léxico y entonación del español de España.,墨西哥西语方言变体在词汇与语调上与西班牙西语有所不同。,variedad_dialectal_1.jpg,考试路径|C1|n,专八,符号学,搭配（词汇学）,摘要（学术论文）,大创内容组_senses_table_tem8_with_images.xlsx
ética discursiva,n,f,C1,1,,话语伦理,,La ética discursiva exige respeto al otro.,话语伦理要求尊重他者。,etica_discursiva_1.jpg,考试路径|C1|n,专八,分层,细微差别；语感差别,形式主义,大创内容组_words_tem8.csv
